year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,indicated_abuse_neglect,indicated_sexual_abuse,reported_abuse_neglect,reported_sexual_abuse,indicated_abuse_neglect_rate,indicated_sexual_abuse_rate,reported_abuse_neglect_rate,reported_sexual_abuse_rate
2005,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,1661,23.0,1.0,119.0,10.0,1384.7,60.2,7164.4,602.0
2005,78,155.0,Putnam,10,Central,Completely Rural,100.0,1345,19.0,3.0,52.0,4.0,1412.6,223.0,3866.2,297.4
2005,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,7111,130.0,7.0,433.0,33.0,1828.2,98.4,6089.2,464.1
2005,80,159.0,Richland,2,Southern,Mostly Urban,43.5,3579,121.0,4.0,316.0,18.0,3380.8,111.8,8829.3,502.9
2005,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,33348,654.0,42.0,2086.0,143.0,1961.1,125.9,6255.2,428.8
2005,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,68104,723.0,61.0,3063.0,249.0,1061.6,89.6,4497.5,365.6
2005,83,165.0,Saline,1,Southern,Mostly Urban,43.7,6187,186.0,23.0,538.0,49.0,3006.3,371.7,8695.7,792.0
2005,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,46542,864.0,75.0,3049.0,195.0,1856.4,161.1,6551.1,419.0
2005,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,1578,19.0,2.0,77.0,7.0,1204.1,126.7,4879.6,443.6
2005,86,171.0,Scott,7,Central,Completely Rural,100.0,1209,18.0,5.0,64.0,10.0,1488.8,413.6,5293.6,827.1
2005,87,173.0,Shelby,4,Central,Mostly Rural,77.7,5190,82.0,6.0,239.0,14.0,1580.0,115.6,4605.0,269.7
2005,88,175.0,Stark,10,Central,Completely Rural,100.0,1454,17.0,3.0,86.0,13.0,1169.2,206.3,5914.7,894.1
2005,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,11171,161.0,23.0,689.0,60.0,1441.2,205.9,6167.8,537.1
2005,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,30390,388.0,33.0,1324.0,100.0,1276.7,108.6,4356.7,329.1
2005,91,181.0,Union,1,Southern,Mostly Rural,65.9,4054,95.0,8.0,347.0,33.0,2343.4,197.3,8559.4,814.0
2005,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,19981,460.0,35.0,1662.0,124.0,2302.2,175.2,8317.9,620.6
2005,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,2832,40.0,5.0,199.0,15.0,1412.4,176.6,7026.8,529.7
2005,94,187.0,Warren,9,Central,Mostly Urban,45.5,3807,80.0,1.0,268.0,11.0,2101.4,26.3,7039.7,288.9
2005,95,189.0,Washington,20,Southern,Mostly Rural,73.6,3537,48.0,5.0,147.0,14.0,1357.1,141.4,4156.1,395.8
2005,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,3797,58.0,6.0,193.0,24.0,1527.5,158.0,5083.0,632.1
2005,97,193.0,White,2,Southern,Mostly Rural,62.0,3125,68.0,12.0,186.0,23.0,2176.0,384.0,5952.0,736.0
2005,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,14335,271.0,22.0,865.0,57.0,1890.5,153.5,6034.2,397.6
2005,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,186813,569.0,70.0,3478.0,286.0,304.6,37.5,1861.8,153.1
2005,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,14007,323.0,33.0,1232.0,82.0,2306.0,235.6,8795.6,585.4
2005,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,74244,1261.0,108.0,4129.0,289.0,1698.5,145.5,5561.4,389.3
2005,102,203.0,Woodford,11,Central,Mostly Rural,54.9,9450,81.0,13.0,316.0,39.0,857.1,137.6,3343.9,412.7
2006,1,1.0,Adams,8,Central,Mostly Urban,32.6,15602,275.0,15.0,1082.0,66.0,1762.6,96.1,6935.0,423.0
2006,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,2024,61.0,3.0,222.0,11.0,3013.8,148.2,10968.4,543.5
2006,3,5.0,Bond,3,Southern,Mostly Rural,60.7,3741,41.0,1.0,197.0,8.0,1096.0,26.7,5266.0,213.8
2006,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,15309,108.0,16.0,500.0,58.0,705.5,104.5,3266.1,378.9
2006,5,9.0,Brown,8,Central,Mostly Urban,41.1,1096,5.0,0.0,33.0,4.0,456.2,0.0,3010.9,365.0
2006,6,11.0,Bureau,13,Central,Mostly Rural,57.4,8316,106.0,10.0,421.0,41.0,1274.7,120.3,5062.5,493.0
2006,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,1095,8.0,0.0,44.0,2.0,730.6,0.0,4018.3,182.6
2006,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,3420,60.0,6.0,239.0,20.0,1754.4,175.4,6988.3,584.8
2006,9,17.0,Cass,8,Central,Mostly Rural,52.1,3415,58.0,1.0,235.0,10.0,1698.4,29.3,6881.4,292.8
2006,10,19.0,Champaign,6,Central,Mostly Urban,12.7,37510,663.0,29.0,2032.0,124.0,1767.5,77.3,5417.2,330.6
2006,11,21.0,Christian,4,Central,Mostly Urban,43.5,8154,141.0,15.0,480.0,41.0,1729.2,184.0,5886.7,502.8
2006,12,23.0,Clark,5,Southern,Mostly Rural,59.5,3988,43.0,5.0,178.0,17.0,1078.2,125.4,4463.4,426.3
2006,13,25.0,Clay,4,Southern,Mostly Rural,64.7,3245,64.0,4.0,184.0,13.0,1972.3,123.3,5670.3,400.6
2006,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,8415,78.0,7.0,252.0,19.0,926.9,83.2,2994.7,225.8
2006,15,29.0,Coles,5,Central,Mostly Urban,24.3,9464,199.0,14.0,754.0,56.0,2102.7,147.9,7967.0,591.7
2006,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,1305283,7659.0,783.0,35679.0,3031.0,586.8,60.0,2733.4,232.2
2006,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,4125,69.0,6.0,206.0,19.0,1672.7,145.5,4993.9,460.6
2006,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,2565,34.0,2.0,130.0,9.0,1325.5,78.0,5068.2,350.9
2006,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,22644,143.0,19.0,718.0,64.0,631.5,83.9,3170.8,282.6
2006,20,39.0,De Witt,6,Central,Mostly Urban,48.8,3944,51.0,5.0,262.0,21.0,1293.1,126.8,6643.0,532.5
2006,21,41.0,Douglas,6,Central,Mostly Rural,61.6,5156,46.0,3.0,183.0,15.0,892.2,58.2,3549.3,290.9
2006,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,236314,705.0,103.0,3707.0,380.0,298.3,43.6,1568.7,160.8
2006,23,45.0,Edgar,5,Central,Mostly Rural,51.8,4171,67.0,5.0,271.0,20.0,1606.3,119.9,6497.2,479.5
2006,24,47.0,Edwards,2,Southern,Completely Rural,100.0,1392,18.0,0.0,64.0,4.0,1293.1,0.0,4597.7,287.4
2006,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,8975,144.0,12.0,414.0,37.0,1604.5,133.7,4612.8,412.3
2006,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,4783,69.0,11.0,279.0,32.0,1442.6,230.0,5833.2,669.0
2006,27,53.0,Ford,11,Central,Mostly Urban,41.8,3420,51.0,4.0,175.0,15.0,1491.2,117.0,5117.0,438.6
2006,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,8992,179.0,18.0,810.0,48.0,1990.7,200.2,9008.0,533.8
2006,29,57.0,Fulton,9,Central,Mostly Rural,60.0,7887,176.0,18.0,596.0,68.0,2231.5,228.2,7556.7,862.2
2006,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,1294,17.0,1.0,101.0,8.0,1313.8,77.3,7805.3,618.2
2006,31,61.0,Greene,7,Central,Mostly Rural,70.8,3354,41.0,5.0,198.0,19.0,1222.4,149.1,5903.4,566.5
2006,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,12202,57.0,4.0,362.0,36.0,467.1,32.8,2966.7,295.0
2006,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,1843,31.0,3.0,151.0,12.0,1682.0,162.8,8193.2,651.1
2006,34,67.0,Hancock,9,Central,Mostly Rural,71.0,4283,75.0,13.0,238.0,31.0,1751.1,303.5,5556.9,723.8
2006,35,69.0,Hardin,2,Southern,Completely Rural,100.0,873,27.0,6.0,115.0,22.0,3092.8,687.3,13173.0,2520.0
2006,36,71.0,Henderson,9,Central,Mostly Rural,99.7,1519,13.0,3.0,75.0,10.0,855.8,197.5,4937.5,658.3
2006,37,73.0,Henry,14,Central,Mostly Rural,50.3,11806,136.0,6.0,578.0,52.0,1152.0,50.8,4895.8,440.5
2006,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,7313,73.0,5.0,343.0,30.0,998.2,68.4,4690.3,410.2
2006,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,10517,193.0,16.0,851.0,56.0,1835.1,152.1,8091.7,532.5
2006,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,2215,18.0,0.0,87.0,10.0,812.6,0.0,3927.8,451.5
2006,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,9062,255.0,18.0,747.0,62.0,2813.9,198.6,8243.2,684.2
2006,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,5216,33.0,4.0,199.0,9.0,632.7,76.7,3815.2,172.5
2006,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,4727,42.0,0.0,165.0,8.0,888.5,0.0,3490.6,169.2
2006,44,87.0,Johnson,1,Southern,Completely Rural,100.0,2428,32.0,5.0,125.0,13.0,1318.0,205.9,5148.3,535.4
2006,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,145739,738.0,89.0,3501.0,279.0,506.4,61.1,2402.2,191.4
2006,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,28472,309.0,29.0,1300.0,115.0,1085.3,101.9,4565.9,403.9
2006,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,26555,90.0,10.0,446.0,43.0,338.9,37.7,1679.5,161.9
2006,48,95.0,Knox,9,Central,Mostly Urban,24.3,11081,262.0,25.0,936.0,61.0,2364.4,225.6,8446.9,550.5
2006,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,198864,1289.0,151.0,4227.0,366.0,648.2,75.9,2125.6,184.0
2006,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,26999,496.0,28.0,1696.0,116.0,1837.1,103.7,6281.7,429.6
2006,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,3261,56.0,5.0,198.0,15.0,1717.3,153.3,6071.8,460.0
2006,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,7936,111.0,5.0,360.0,31.0,1398.7,63.0,4536.3,390.6
2006,53,105.0,Livingston,11,Central,Mostly Urban,40.8,9351,136.0,5.0,511.0,28.0,1454.4,53.5,5464.7,299.4
2006,54,107.0,Logan,11,Central,Mostly Urban,39.9,6133,101.0,11.0,366.0,42.0,1646.8,179.4,5967.7,684.8
2006,55,109.0,McDonough,9,Central,Mostly Urban,29.5,5053,83.0,9.0,280.0,32.0,1642.6,178.1,5541.3,633.3
2006,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,86799,673.0,55.0,2101.0,178.0,775.4,63.4,2420.5,205.1
2006,57,113.0,McLean,11,Central,Mostly Urban,16.5,37028,545.0,39.0,1863.0,119.0,1471.9,105.3,5031.3,321.4
2006,58,115.0,Macon,6,Central,Mostly Urban,15.3,25358,447.0,38.0,1650.0,109.0,1762.8,149.9,6506.8,429.8
2006,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,11022,148.0,11.0,623.0,52.0,1342.8,99.8,5652.3,471.8
2006,60,119.0,Madison,3,Southern,Mostly Urban,13.3,62456,676.0,61.0,3039.0,236.0,1082.4,97.7,4865.8,377.9
2006,61,121.0,Marion,4,Southern,Mostly Urban,45.1,9578,299.0,33.0,982.0,85.0,3121.7,344.5,10252.7,887.5
2006,62,123.0,Marshall,10,Central,Completely Rural,100.0,2975,38.0,4.0,131.0,10.0,1277.3,134.5,4403.4,336.1
2006,63,125.0,Mason,8,Central,Mostly Rural,77.5,3566,76.0,5.0,263.0,27.0,2131.2,140.2,7375.2,757.2
2006,64,127.0,Massac,1,Southern,Mostly Rural,50.5,3443,41.0,3.0,203.0,16.0,1190.8,87.1,5896.0,464.7
2006,65,129.0,Menard,8,Central,Mostly Rural,75.7,2962,49.0,3.0,134.0,6.0,1654.3,101.3,4524.0,202.6
2006,66,131.0,Mercer,14,Central,Mostly Rural,77.8,3818,48.0,12.0,172.0,19.0,1257.2,314.3,4505.0,497.6
2006,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,8062,34.0,3.0,142.0,11.0,421.7,37.2,1761.3,136.4
2006,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,6530,95.0,8.0,373.0,34.0,1454.8,122.5,5712.1,520.7
2006,69,137.0,Morgan,7,Central,Mostly Urban,36.2,7557,150.0,9.0,548.0,41.0,1984.9,119.1,7251.6,542.5
2006,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,3496,30.0,3.0,130.0,11.0,858.1,85.8,3718.5,314.6
2006,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,14080,88.0,9.0,484.0,40.0,625.0,63.9,3437.5,284.1
2006,72,143.0,Peoria,10,Central,Mostly Urban,14.6,44712,726.0,39.0,2562.0,148.0,1623.7,87.2,5730.0,331.0
2006,73,145.0,Perry,20,Southern,Mostly Urban,43.6,4826,61.0,5.0,315.0,16.0,1264.0,103.6,6527.1,331.5
2006,74,147.0,Piatt,6,Central,Mostly Rural,67.7,3981,40.0,5.0,167.0,18.0,1004.8,125.6,4194.9,452.1
2006,75,149.0,Pike,8,Central,Mostly Rural,72.3,3753,64.0,6.0,239.0,15.0,1705.3,159.9,6368.2,399.7
2006,76,151.0,Pope,1,Southern,Completely Rural,100.0,760,15.0,1.0,40.0,5.0,1973.7,131.6,5263.2,657.9
2006,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,1618,41.0,3.0,115.0,13.0,2534.0,185.4,7107.5,803.5
2006,78,155.0,Putnam,10,Central,Completely Rural,100.0,1298,19.0,0.0,48.0,2.0,1463.8,0.0,3698.0,154.1
2006,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,7058,102.0,1.0,351.0,26.0,1445.2,14.2,4973.1,368.4
2006,80,159.0,Richland,2,Southern,Mostly Urban,43.5,3543,99.0,7.0,333.0,18.0,2794.2,197.6,9398.8,508.0
2006,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,33041,581.0,33.0,2057.0,160.0,1758.4,99.9,6225.6,484.2
2006,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,67797,573.0,43.0,2916.0,206.0,845.2,63.4,4301.1,303.8
2006,83,165.0,Saline,1,Southern,Mostly Urban,43.7,6134,132.0,14.0,452.0,32.0,2151.9,228.2,7368.8,521.7
2006,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,46318,762.0,67.0,2949.0,197.0,1645.1,144.7,6366.9,425.3
2006,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,1562,19.0,2.0,96.0,12.0,1216.4,128.0,6146.0,768.2
2006,86,171.0,Scott,7,Central,Completely Rural,100.0,1194,18.0,0.0,68.0,2.0,1507.5,0.0,5695.1,167.5
2006,87,173.0,Shelby,4,Central,Mostly Rural,77.7,5078,65.0,14.0,267.0,36.0,1280.0,275.7,5258.0,708.9
2006,88,175.0,Stark,10,Central,Completely Rural,100.0,1459,18.0,2.0,60.0,7.0,1233.7,137.1,4112.4,479.8
2006,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,11009,187.0,18.0,757.0,64.0,1698.6,163.5,6876.2,581.3
2006,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,30415,462.0,33.0,1575.0,111.0,1519.0,108.5,5178.4,365.0
2006,91,181.0,Union,1,Southern,Mostly Rural,65.9,4040,89.0,7.0,333.0,23.0,2203.0,173.3,8242.6,569.3
2006,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,20081,321.0,26.0,1513.0,106.0,1598.5,129.5,7534.5,527.9
2006,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,2750,53.0,2.0,208.0,12.0,1927.3,72.7,7563.6,436.4
2006,94,187.0,Warren,9,Central,Mostly Urban,45.5,3765,44.0,6.0,226.0,18.0,1168.7,159.4,6002.7,478.1
2006,95,189.0,Washington,20,Southern,Mostly Rural,73.6,3508,30.0,3.0,126.0,12.0,855.2,85.5,3591.8,342.1
2006,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,3696,46.0,10.0,203.0,27.0,1244.6,270.6,5492.4,730.5
2006,97,193.0,White,2,Southern,Mostly Rural,62.0,3104,59.0,6.0,182.0,25.0,1900.8,193.3,5863.4,805.4
2006,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,14283,294.0,22.0,894.0,61.0,2058.4,154.0,6259.2,427.1
2006,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,193463,616.0,59.0,3522.0,300.0,318.4,30.5,1820.5,155.1
2006,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,13925,313.0,27.0,1130.0,80.0,2247.8,193.9,8114.9,574.5
2006,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,74668,1174.0,91.0,4270.0,338.0,1572.3,121.9,5718.6,452.7
2006,102,203.0,Woodford,11,Central,Mostly Rural,54.9,9496,64.0,2.0,320.0,26.0,674.0,21.1,3369.8,273.8
2007,1,1.0,Adams,8,Central,Mostly Urban,32.6,15462,353.0,13.0,1183.0,63.0,2283.0,84.1,7651.0,407.5
2007,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,1964,48.0,6.0,179.0,13.0,2444.0,305.5,9114.1,661.9
2007,3,5.0,Bond,3,Southern,Mostly Rural,60.7,3753,27.0,2.0,174.0,17.0,719.4,53.3,4636.3,453.0
2007,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,15762,110.0,11.0,440.0,46.0,697.9,69.8,2791.5,291.8
2007,5,9.0,Brown,8,Central,Mostly Urban,41.1,1086,11.0,1.0,52.0,6.0,1012.9,92.1,4788.2,552.5
2007,6,11.0,Bureau,13,Central,Mostly Rural,57.4,8283,130.0,9.0,389.0,35.0,1569.5,108.7,4696.4,422.6
2007,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,1074,19.0,1.0,41.0,2.0,1769.1,93.1,3817.5,186.2
2007,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,3335,55.0,3.0,227.0,13.0,1649.2,90.0,6806.6,389.8
2007,9,17.0,Cass,8,Central,Mostly Rural,52.1,3474,98.0,7.0,242.0,24.0,2821.0,201.5,6966.0,690.8
2007,10,19.0,Champaign,6,Central,Mostly Urban,12.7,37810,592.0,47.0,2078.0,158.0,1565.7,124.3,5495.9,417.9
2007,11,21.0,Christian,4,Central,Mostly Urban,43.5,8016,84.0,16.0,375.0,42.0,1047.9,199.6,4678.1,524.0
2007,12,23.0,Clark,5,Southern,Mostly Rural,59.5,3948,73.0,7.0,229.0,21.0,1849.0,177.3,5800.4,531.9
2007,13,25.0,Clay,4,Southern,Mostly Rural,64.7,3161,59.0,4.0,209.0,15.0,1866.5,126.5,6611.8,474.5
2007,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,8346,63.0,17.0,254.0,38.0,754.9,203.7,3043.4,455.3
2007,15,29.0,Coles,5,Central,Mostly Urban,24.3,9380,180.0,22.0,747.0,57.0,1919.0,234.5,7963.8,607.7
2007,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,1292076,7762.0,826.0,34709.0,2857.0,600.7,63.9,2686.3,221.1
2007,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,4047,72.0,0.0,219.0,15.0,1779.1,0.0,5411.4,370.6
2007,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,2524,32.0,3.0,88.0,7.0,1267.8,118.9,3486.5,277.3
2007,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,23142,140.0,19.0,823.0,70.0,605.0,82.1,3556.3,302.5
2007,20,39.0,De Witt,6,Central,Mostly Urban,48.8,3901,95.0,7.0,326.0,26.0,2435.3,179.4,8356.8,666.5
2007,21,41.0,Douglas,6,Central,Mostly Rural,61.6,5070,52.0,6.0,229.0,16.0,1025.6,118.3,4516.8,315.6
2007,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,234122,666.0,88.0,3737.0,323.0,284.5,37.6,1596.2,138.0
2007,23,45.0,Edgar,5,Central,Mostly Rural,51.8,4127,59.0,3.0,277.0,25.0,1429.6,72.7,6711.9,605.8
2007,24,47.0,Edwards,2,Southern,Completely Rural,100.0,1394,23.0,3.0,65.0,11.0,1649.9,215.2,4662.8,789.1
2007,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,8801,135.0,6.0,412.0,34.0,1533.9,68.2,4681.3,386.3
2007,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,4790,89.0,10.0,295.0,30.0,1858.0,208.8,6158.7,626.3
2007,27,53.0,Ford,11,Central,Mostly Urban,41.8,3397,44.0,7.0,197.0,20.0,1295.3,206.1,5799.2,588.8
2007,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,8968,161.0,10.0,765.0,51.0,1795.3,111.5,8530.3,568.7
2007,29,57.0,Fulton,9,Central,Mostly Rural,60.0,7790,138.0,15.0,597.0,41.0,1771.5,192.6,7663.7,526.3
2007,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,1278,21.0,1.0,99.0,3.0,1643.2,78.2,7746.5,234.7
2007,31,61.0,Greene,7,Central,Mostly Rural,70.8,3267,53.0,3.0,169.0,14.0,1622.3,91.8,5172.9,428.5
2007,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,12739,58.0,7.0,390.0,29.0,455.3,54.9,3061.5,227.6
2007,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,1794,22.0,6.0,97.0,12.0,1226.3,334.4,5406.9,668.9
2007,34,67.0,Hancock,9,Central,Mostly Rural,71.0,4234,49.0,9.0,227.0,21.0,1157.3,212.6,5361.4,496.0
2007,35,69.0,Hardin,2,Southern,Completely Rural,100.0,878,21.0,2.0,88.0,7.0,2391.8,227.8,10022.8,797.3
2007,36,71.0,Henderson,9,Central,Mostly Rural,99.7,1517,24.0,1.0,95.0,7.0,1582.1,65.9,6262.4,461.4
2007,37,73.0,Henry,14,Central,Mostly Rural,50.3,11756,160.0,17.0,600.0,52.0,1361.0,144.6,5103.8,442.3
2007,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,7234,78.0,6.0,345.0,23.0,1078.2,82.9,4769.1,317.9
2007,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,10394,228.0,23.0,869.0,70.0,2193.6,221.3,8360.6,673.5
2007,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,2186,23.0,3.0,62.0,8.0,1052.2,137.2,2836.2,366.0
2007,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,8952,238.0,14.0,738.0,48.0,2658.6,156.4,8244.0,536.2
2007,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,5155,48.0,5.0,163.0,12.0,931.1,97.0,3162.0,232.8
2007,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,4641,48.0,4.0,177.0,13.0,1034.3,86.2,3813.8,280.1
2007,44,87.0,Johnson,1,Southern,Completely Rural,100.0,2453,14.0,0.0,99.0,10.0,570.7,0.0,4035.9,407.7
2007,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,148245,1040.0,79.0,3738.0,273.0,701.5,53.3,2521.5,184.2
2007,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,28689,201.0,38.0,1216.0,100.0,700.6,132.5,4238.6,348.6
2007,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,29576,104.0,5.0,486.0,26.0,351.6,16.9,1643.2,87.9
2007,48,95.0,Knox,9,Central,Mostly Urban,24.3,10891,231.0,7.0,876.0,52.0,2121.0,64.3,8043.3,477.5
2007,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,198051,1555.0,105.0,4614.0,323.0,785.2,53.0,2329.7,163.1
2007,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,26855,565.0,29.0,1781.0,89.0,2103.9,108.0,6631.9,331.4
2007,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,3189,87.0,6.0,227.0,16.0,2728.1,188.1,7118.2,501.7
2007,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,7881,144.0,15.0,475.0,36.0,1827.2,190.3,6027.2,456.8
2007,53,105.0,Livingston,11,Central,Mostly Urban,40.8,9261,151.0,13.0,577.0,40.0,1630.5,140.4,6230.4,431.9
2007,54,107.0,Logan,11,Central,Mostly Urban,39.9,6021,119.0,2.0,439.0,23.0,1976.4,33.2,7291.1,382.0
2007,55,109.0,McDonough,9,Central,Mostly Urban,29.5,5053,68.0,2.0,270.0,14.0,1345.7,39.6,5343.4,277.1
2007,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,87090,603.0,34.0,2114.0,150.0,692.4,39.0,2427.4,172.2
2007,57,113.0,McLean,11,Central,Mostly Urban,16.5,37478,754.0,38.0,2086.0,117.0,2011.8,101.4,5565.9,312.2
2007,58,115.0,Macon,6,Central,Mostly Urban,15.3,25055,446.0,36.0,1521.0,114.0,1780.1,143.7,6070.6,455.0
2007,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,10958,167.0,17.0,695.0,50.0,1524.0,155.1,6342.4,456.3
2007,60,119.0,Madison,3,Southern,Mostly Urban,13.3,62183,799.0,67.0,3069.0,242.0,1284.9,107.7,4935.4,389.2
2007,61,121.0,Marion,4,Southern,Mostly Urban,45.1,9531,246.0,33.0,836.0,80.0,2581.1,346.2,8771.4,839.4
2007,62,123.0,Marshall,10,Central,Completely Rural,100.0,2987,32.0,1.0,178.0,12.0,1071.3,33.5,5959.2,401.7
2007,63,125.0,Mason,8,Central,Mostly Rural,77.5,3534,114.0,9.0,291.0,30.0,3225.8,254.7,8234.3,848.9
2007,64,127.0,Massac,1,Southern,Mostly Rural,50.5,3409,66.0,4.0,248.0,25.0,1936.1,117.3,7274.9,733.4
2007,65,129.0,Menard,8,Central,Mostly Rural,75.7,2980,29.0,4.0,158.0,14.0,973.2,134.2,5302.0,469.8
2007,66,131.0,Mercer,14,Central,Mostly Rural,77.8,3742,54.0,7.0,182.0,19.0,1443.1,187.1,4863.7,507.7
2007,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,8106,51.0,6.0,184.0,14.0,629.2,74.0,2269.9,172.7
2007,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,6436,91.0,12.0,370.0,32.0,1413.9,186.5,5748.9,497.2
2007,69,137.0,Morgan,7,Central,Mostly Urban,36.2,7459,163.0,3.0,521.0,26.0,2185.3,40.2,6984.9,348.6
2007,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,3507,46.0,3.0,123.0,11.0,1311.7,85.5,3507.3,313.7
2007,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,13968,175.0,21.0,631.0,55.0,1252.9,150.3,4517.5,393.8
2007,72,143.0,Peoria,10,Central,Mostly Urban,14.6,44828,762.0,41.0,2535.0,174.0,1699.8,91.5,5654.9,388.2
2007,73,145.0,Perry,20,Southern,Mostly Urban,43.6,4696,64.0,7.0,290.0,18.0,1362.9,149.1,6175.5,383.3
