year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,intake_screening,other,social_history,supplemental_social_history,intake_screening_rate,other_rate,social_history_rate,supplemental_social_history_rate
2005,9,17.0,Cass,8,Central,Mostly Rural,52.1,1331,0.0,0.0,18.0,0.0,0.0,0.0,1352.4,0.0
2005,10,19.0,Champaign,6,Central,Mostly Urban,12.7,14177,0.0,576.0,155.0,44.0,0.0,4062.9,1093.3,310.4
2005,11,21.0,Christian,4,Central,Mostly Urban,43.5,3517,0.0,0.0,17.0,0.0,0.0,0.0,483.4,0.0
2005,12,23.0,Clark,5,Southern,Mostly Rural,59.5,1781,0.0,0.0,6.0,2.0,0.0,0.0,336.9,112.3
2005,13,25.0,Clay,4,Southern,Mostly Rural,64.7,1360,25.0,0.0,2.0,0.0,1838.2,0.0,147.1,0.0
2005,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,3631,5.0,0.0,8.0,0.0,137.7,0.0,220.3,0.0
2005,15,29.0,Coles,5,Central,Mostly Urban,24.3,3708,55.0,0.0,7.0,0.0,1483.3,0.0,188.8,0.0
2005,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,519398,0.0,0.0,2779.0,616.0,0.0,0.0,535.0,118.6
2005,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,1815,0.0,0.0,2.0,0.0,0.0,0.0,110.2,0.0
2005,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,1085,14.0,0.0,4.0,0.0,1290.3,0.0,368.7,0.0
2005,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,8544,61.0,85.0,27.0,7.0,714.0,994.9,316.0,81.9
2005,20,39.0,De Witt,6,Central,Mostly Urban,48.8,1610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,21,41.0,Douglas,6,Central,Mostly Rural,61.6,1966,0.0,0.0,1.0,0.0,0.0,0.0,50.9,0.0
2005,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,96253,767.0,393.0,511.0,22.0,796.9,408.3,530.9,22.9
2005,23,45.0,Edgar,5,Central,Mostly Rural,51.8,1781,0.0,0.0,7.0,0.0,0.0,0.0,393.0,0.0
2005,24,47.0,Edwards,2,Southern,Completely Rural,100.0,597,0.0,1.0,5.0,0.0,0.0,167.5,837.5,0.0
2005,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,3877,0.0,0.0,4.0,0.0,0.0,0.0,103.2,0.0
2005,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,2002,0.0,0.0,9.0,0.0,0.0,0.0,449.6,0.0
2005,27,53.0,Ford,11,Central,Mostly Urban,41.8,1401,0.0,0.0,2.0,0.0,0.0,0.0,142.8,0.0
2005,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,3674,0.0,0.0,4.0,0.0,0.0,0.0,108.9,0.0
2005,29,57.0,Fulton,9,Central,Mostly Rural,60.0,3234,100.0,49.0,8.0,0.0,3092.1,1515.2,247.4,0.0
2005,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,572,0.0,0.0,11.0,0.0,0.0,0.0,1923.1,0.0
2005,31,61.0,Greene,7,Central,Mostly Rural,70.8,1426,0.0,0.0,7.0,0.0,0.0,0.0,490.9,0.0
2005,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,4710,29.0,3.0,2.0,0.0,615.7,63.7,42.5,0.0
2005,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,34,67.0,Hancock,9,Central,Mostly Rural,71.0,1912,51.0,19.0,3.0,1.0,2667.4,993.7,156.9,52.3
2005,35,69.0,Hardin,2,Southern,Completely Rural,100.0,362,0.0,0.0,3.0,0.0,0.0,0.0,828.7,0.0
2005,36,71.0,Henderson,9,Central,Mostly Rural,99.7,692,14.0,2.0,0.0,2.0,2023.1,289.0,0.0,289.0
2005,37,73.0,Henry,14,Central,Mostly Rural,50.3,5144,159.0,4.0,12.0,3.0,3091.0,77.8,233.3,58.3
2005,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,3190,67.0,0.0,14.0,0.0,2100.3,0.0,438.9,0.0
2005,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,4033,7.0,0.0,2.0,1.0,173.6,0.0,49.6,24.8
2005,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,953,5.0,0.0,4.0,0.0,524.7,0.0,419.7,0.0
2005,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,3866,0.0,0.0,9.0,0.0,0.0,0.0,232.8,0.0
2005,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,2263,41.0,0.0,14.0,16.0,1811.8,0.0,618.6,707.0
2005,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,2058,0.0,0.0,12.0,1.0,0.0,0.0,583.1,48.6
2005,44,87.0,Johnson,1,Southern,Completely Rural,100.0,967,1.0,0.0,2.0,0.0,103.4,0.0,206.8,0.0
2005,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,53449,94.0,385.0,73.0,145.0,175.9,720.3,136.6,271.3
2005,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,11480,214.0,223.0,35.0,5.0,1864.1,1942.5,304.9,43.6
2005,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,8795,353.0,0.0,2.0,0.0,4013.6,0.0,22.7,0.0
2005,48,95.0,Knox,9,Central,Mostly Urban,24.3,4595,59.0,28.0,4.0,0.0,1284.0,609.4,87.1,0.0
2005,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,79603,370.0,312.0,334.0,167.0,464.8,391.9,419.6,209.8
2005,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,11158,310.0,0.0,21.0,1.0,2778.3,0.0,188.2,9.0
2005,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,1411,0.0,0.0,3.0,0.0,0.0,0.0,212.6,0.0
2005,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,3566,0.0,0.0,29.0,0.0,0.0,0.0,813.2,0.0
2005,53,105.0,Livingston,11,Central,Mostly Urban,40.8,3878,484.0,77.0,37.0,5.0,12480.7,1985.6,954.1,128.9
2005,54,107.0,Logan,11,Central,Mostly Urban,39.9,2615,0.0,1.0,31.0,0.0,0.0,38.2,1185.5,0.0
2005,55,109.0,McDonough,9,Central,Mostly Urban,29.5,2070,92.0,21.0,1.0,1.0,4444.4,1014.5,48.3,48.3
2005,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,35150,127.0,4.0,171.0,0.0,361.3,11.4,486.5,0.0
2005,57,113.0,McLean,11,Central,Mostly Urban,16.5,14264,1263.0,101.0,184.0,16.0,8854.5,708.1,1290.0,112.2
2005,58,115.0,Macon,6,Central,Mostly Urban,15.3,10348,0.0,0.0,31.0,13.0,0.0,0.0,299.6,125.6
2005,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,4817,1.0,4.0,32.0,6.0,20.8,83.0,664.3,124.6
2005,60,119.0,Madison,3,Southern,Mostly Urban,13.3,25350,440.0,173.0,80.0,0.0,1735.7,682.4,315.6,0.0
2005,61,121.0,Marion,4,Southern,Mostly Urban,45.1,3986,0.0,0.0,7.0,0.0,0.0,0.0,175.6,0.0
2005,62,123.0,Marshall,10,Central,Completely Rural,100.0,1376,0.0,0.0,5.0,0.0,0.0,0.0,363.4,0.0
2005,63,125.0,Mason,8,Central,Mostly Rural,77.5,1591,0.0,0.0,4.0,0.0,0.0,0.0,251.4,0.0
2005,64,127.0,Massac,1,Southern,Mostly Rural,50.5,1354,0.0,0.0,12.0,1.0,0.0,0.0,886.3,73.9
2005,65,129.0,Menard,8,Central,Mostly Rural,75.7,1351,0.0,0.0,3.0,0.0,0.0,0.0,222.1,0.0
2005,66,131.0,Mercer,14,Central,Mostly Rural,77.8,1664,0.0,0.0,3.0,0.0,0.0,0.0,180.3,0.0
2005,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,3316,0.0,0.0,2.0,0.0,0.0,0.0,60.3,0.0
2005,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,2834,0.0,0.0,17.0,2.0,0.0,0.0,599.9,70.6
2005,69,137.0,Morgan,7,Central,Mostly Urban,36.2,3200,200.0,2.0,8.0,9.0,6250.0,62.5,250.0,281.2
2005,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,1461,0.0,0.0,7.0,0.0,0.0,0.0,479.1,0.0
2005,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,6352,0.0,3.0,12.0,4.0,0.0,47.2,188.9,63.0
2005,72,143.0,Peoria,10,Central,Mostly Urban,14.6,17499,0.0,0.0,133.0,107.0,0.0,0.0,760.0,611.5
2005,73,145.0,Perry,20,Southern,Mostly Urban,43.6,2034,0.0,0.0,6.0,1.0,0.0,0.0,295.0,49.2
2005,74,147.0,Piatt,6,Central,Mostly Rural,67.7,1688,0.0,0.0,1.0,0.0,0.0,0.0,59.2,0.0
2005,75,149.0,Pike,8,Central,Mostly Rural,72.3,1632,0.0,19.0,0.0,0.0,0.0,1164.2,0.0,0.0
2005,76,151.0,Pope,1,Southern,Completely Rural,100.0,309,1.0,0.0,0.0,0.0,323.6,0.0,0.0,0.0
2005,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,716,0.0,0.0,5.0,0.0,0.0,0.0,698.3,0.0
2005,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,2919,0.0,0.0,14.0,4.0,0.0,0.0,479.6,137.0
2005,80,159.0,Richland,2,Southern,Mostly Urban,43.5,1494,0.0,0.0,5.0,7.0,0.0,0.0,334.7,468.5
2005,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,13050,244.0,336.0,159.0,1.0,1869.7,2574.7,1218.4,7.7
2005,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,27953,0.0,1.0,110.0,14.0,0.0,3.6,393.5,50.1
2005,83,165.0,Saline,1,Southern,Mostly Urban,43.7,2516,16.0,0.0,2.0,0.0,635.9,0.0,79.5,0.0
2005,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,18751,928.0,1338.0,118.0,0.0,4949.1,7135.6,629.3,0.0
2005,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,669,0.0,18.0,42.0,0.0,0.0,2690.6,6278.0,0.0
2005,87,173.0,Shelby,4,Central,Mostly Rural,77.7,2285,0.0,0.0,1.0,1.0,0.0,0.0,43.8,43.8
2005,88,175.0,Stark,10,Central,Completely Rural,100.0,593,2.0,0.0,5.0,0.0,337.3,0.0,843.2,0.0
2005,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,4734,33.0,0.0,20.0,0.0,697.1,0.0,422.5,0.0
2005,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,12336,294.0,0.0,21.0,1.0,2383.3,0.0,170.2,8.1
2005,91,181.0,Union,1,Southern,Mostly Rural,65.9,1737,1.0,0.0,1.0,0.0,57.6,0.0,57.6,0.0
2005,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,8022,0.0,0.0,192.0,0.0,0.0,0.0,2393.4,0.0
2005,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,1191,0.0,0.0,6.0,0.0,0.0,0.0,503.8,0.0
2005,94,187.0,Warren,9,Central,Mostly Urban,45.5,1563,41.0,10.0,2.0,2.0,2623.2,639.8,128.0,128.0
2005,95,189.0,Washington,20,Southern,Mostly Rural,73.6,1566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,1544,0.0,0.0,2.0,0.0,0.0,0.0,129.5,0.0
2005,97,193.0,White,2,Southern,Mostly Rural,62.0,1283,0.0,0.0,7.0,0.0,0.0,0.0,545.6,0.0
2005,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,5960,128.0,0.0,8.0,1.0,2147.7,0.0,134.2,16.8
2005,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,74029,1165.0,0.0,162.0,71.0,1573.7,0.0,218.8,95.9
2005,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,5538,204.0,1.0,6.0,2.0,3683.6,18.1,108.3,36.1
2005,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,29848,2452.0,0.0,358.0,144.0,8215.0,0.0,1199.4,482.4
2005,102,203.0,Woodford,11,Central,Mostly Rural,54.9,3963,3.0,2.0,40.0,0.0,75.7,50.5,1009.3,0.0
2005,78,155.0,Putnam,10,Central,Completely Rural,100.0,580,0.0,0.0,2.0,0.0,0.0,0.0,344.8,0.0
2006,1,1.0,Adams,8,Central,Mostly Urban,32.6,6374,120.0,1.0,60.0,50.0,1882.6,15.7,941.3,784.4
2006,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,798,0.0,0.0,12.0,0.0,0.0,0.0,1503.8,0.0
2006,3,5.0,Bond,3,Southern,Mostly Rural,60.7,1537,0.0,0.0,5.0,0.0,0.0,0.0,325.3,0.0
2006,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,6263,148.0,0.0,10.0,0.0,2363.1,0.0,159.7,0.0
2006,5,9.0,Brown,8,Central,Mostly Urban,41.1,472,0.0,0.0,4.0,0.0,0.0,0.0,847.5,0.0
2006,6,11.0,Bureau,13,Central,Mostly Rural,57.4,3391,73.0,0.0,3.0,0.0,2152.8,0.0,88.5,0.0
2006,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,466,0.0,0.0,2.0,0.0,0.0,0.0,429.2,0.0
2006,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,1469,0.0,0.0,2.0,1.0,0.0,0.0,136.1,68.1
2006,9,17.0,Cass,8,Central,Mostly Rural,52.1,1335,0.0,0.0,8.0,0.0,0.0,0.0,599.3,0.0
2006,10,19.0,Champaign,6,Central,Mostly Urban,12.7,13953,0.0,497.0,182.0,37.0,0.0,3562.0,1304.4,265.2
2006,11,21.0,Christian,4,Central,Mostly Urban,43.5,3437,0.0,8.0,10.0,0.0,0.0,232.8,291.0,0.0
2006,12,23.0,Clark,5,Southern,Mostly Rural,59.5,1713,0.0,0.0,8.0,0.0,0.0,0.0,467.0,0.0
2006,13,25.0,Clay,4,Southern,Mostly Rural,64.7,1342,20.0,0.0,1.0,0.0,1490.3,0.0,74.5,0.0
2006,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,3581,1.0,0.0,7.0,2.0,27.9,0.0,195.5,55.9
2006,15,29.0,Coles,5,Central,Mostly Urban,24.3,3647,69.0,0.0,12.0,0.0,1892.0,0.0,329.0,0.0
2006,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,508453,0.0,0.0,2858.0,725.0,0.0,0.0,562.1,142.6
2006,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,1802,0.0,0.0,1.0,0.0,0.0,0.0,55.5,0.0
2006,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,1091,2.0,0.0,1.0,0.0,183.3,0.0,91.7,0.0
2006,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,8743,64.0,328.0,2.0,0.0,732.0,3751.6,22.9,0.0
2006,20,39.0,De Witt,6,Central,Mostly Urban,48.8,1620,0.0,0.0,12.0,0.0,0.0,0.0,740.7,0.0
2006,21,41.0,Douglas,6,Central,Mostly Rural,61.6,1925,0.0,0.0,2.0,0.0,0.0,0.0,103.9,0.0
2006,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,95816,885.0,416.0,470.0,14.0,923.6,434.2,490.5,14.6
2006,23,45.0,Edgar,5,Central,Mostly Rural,51.8,1725,0.0,0.0,1.0,0.0,0.0,0.0,58.0,0.0
2006,24,47.0,Edwards,2,Southern,Completely Rural,100.0,574,0.0,0.0,4.0,0.0,0.0,0.0,696.9,0.0
2006,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,3818,0.0,0.0,7.0,0.0,0.0,0.0,183.3,0.0
2006,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,1941,0.0,0.0,12.0,0.0,0.0,0.0,618.2,0.0
2006,27,53.0,Ford,11,Central,Mostly Urban,41.8,1400,0.0,0.0,1.0,0.0,0.0,0.0,71.4,0.0
2006,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,3650,0.0,0.0,3.0,0.0,0.0,0.0,82.2,0.0
2006,29,57.0,Fulton,9,Central,Mostly Rural,60.0,3284,93.0,31.0,4.0,2.0,2831.9,944.0,121.8,60.9
2006,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,590,0.0,0.0,8.0,0.0,0.0,0.0,1355.9,0.0
2006,31,61.0,Greene,7,Central,Mostly Rural,70.8,1376,0.0,0.0,1.0,0.0,0.0,0.0,72.7,0.0
2006,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,4898,29.0,2.0,5.0,0.0,592.1,40.8,102.1,0.0
2006,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,784,0.0,0.0,2.0,0.0,0.0,0.0,255.1,0.0
2006,34,67.0,Hancock,9,Central,Mostly Rural,71.0,1857,57.0,4.0,2.0,2.0,3069.5,215.4,107.7,107.7
2006,35,69.0,Hardin,2,Southern,Completely Rural,100.0,357,0.0,0.0,2.0,0.0,0.0,0.0,560.2,0.0
2006,36,71.0,Henderson,9,Central,Mostly Rural,99.7,667,15.0,0.0,2.0,0.0,2248.9,0.0,299.9,0.0
2006,37,73.0,Henry,14,Central,Mostly Rural,50.3,4990,104.0,5.0,8.0,1.0,2084.2,100.2,160.3,20.0
2006,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,3175,43.0,0.0,15.0,0.0,1354.3,0.0,472.4,0.0
2006,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,3928,0.0,0.0,7.0,0.0,0.0,0.0,178.2,0.0
2006,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,935,1.0,0.0,2.0,2.0,107.0,0.0,213.9,213.9
2006,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,3779,0.0,0.0,6.0,0.0,0.0,0.0,158.8,0.0
2006,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,2183,82.0,0.0,26.0,2.0,3756.3,0.0,1191.0,91.6
2006,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,1984,0.0,0.0,8.0,0.0,0.0,0.0,403.2,0.0
2006,44,87.0,Johnson,1,Southern,Completely Rural,100.0,1001,0.0,0.0,2.0,0.0,0.0,0.0,199.8,0.0
2006,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,54498,195.0,387.0,122.0,175.0,357.8,710.1,223.9,321.1
2006,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,11381,208.0,226.0,50.0,9.0,1827.6,1985.8,439.3,79.1
2006,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,9839,383.0,0.0,9.0,3.0,3892.7,0.0,91.5,30.5
2006,48,95.0,Knox,9,Central,Mostly Urban,24.3,4523,43.0,11.0,11.0,1.0,950.7,243.2,243.2,22.1
2006,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,79853,389.0,381.0,297.0,180.0,487.1,477.1,371.9,225.4
2006,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,11127,328.0,2.0,21.0,0.0,2947.8,18.0,188.7,0.0
2006,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,1371,0.0,0.0,3.0,0.0,0.0,0.0,218.8,0.0
2006,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,3455,0.0,0.0,8.0,0.0,0.0,0.0,231.5,0.0
2006,53,105.0,Livingston,11,Central,Mostly Urban,40.8,3728,524.0,39.0,29.0,1.0,14055.8,1046.1,777.9,26.8
2006,54,107.0,Logan,11,Central,Mostly Urban,39.9,2529,0.0,0.0,46.0,0.0,0.0,0.0,1818.9,0.0
2006,55,109.0,McDonough,9,Central,Mostly Urban,29.5,1945,97.0,19.0,0.0,0.0,4987.1,976.9,0.0,0.0
2006,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,35528,149.0,63.0,189.0,0.0,419.4,177.3,532.0,0.0
2006,57,113.0,McLean,11,Central,Mostly Urban,16.5,14354,1596.0,103.0,194.0,42.0,11118.9,717.6,1351.5,292.6
2006,58,115.0,Macon,6,Central,Mostly Urban,15.3,10061,0.0,0.0,32.0,8.0,0.0,0.0,318.1,79.5
2006,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,4650,0.0,0.0,11.0,6.0,0.0,0.0,236.6,129.0
2006,60,119.0,Madison,3,Southern,Mostly Urban,13.3,25184,432.0,161.0,50.0,0.0,1715.4,639.3,198.5,0.0
2006,61,121.0,Marion,4,Southern,Mostly Urban,45.1,4009,0.0,0.0,14.0,0.0,0.0,0.0,349.2,0.0
2006,62,123.0,Marshall,10,Central,Completely Rural,100.0,1338,0.0,1.0,2.0,0.0,0.0,74.7,149.5,0.0
2006,63,125.0,Mason,8,Central,Mostly Rural,77.5,1527,1.0,0.0,4.0,1.0,65.5,0.0,262.0,65.5
2006,64,127.0,Massac,1,Southern,Mostly Rural,50.5,1331,0.0,0.0,14.0,2.0,0.0,0.0,1051.8,150.3
2006,65,129.0,Menard,8,Central,Mostly Rural,75.7,1304,0.0,0.0,1.0,0.0,0.0,0.0,76.7,0.0
2006,66,131.0,Mercer,14,Central,Mostly Rural,77.8,1607,0.0,0.0,9.0,1.0,0.0,0.0,560.0,62.2
2006,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,3349,0.0,0.0,1.0,0.0,0.0,0.0,29.9,0.0
2006,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,2827,0.0,0.0,16.0,4.0,0.0,0.0,566.0,141.5
2006,69,137.0,Morgan,7,Central,Mostly Urban,36.2,3141,196.0,4.0,14.0,4.0,6240.1,127.3,445.7,127.3
2006,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,1424,0.0,11.0,7.0,0.0,0.0,772.5,491.6,0.0
2006,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,6309,0.0,35.0,12.0,0.0,0.0,554.8,190.2,0.0
2006,72,143.0,Peoria,10,Central,Mostly Urban,14.6,17334,0.0,2.0,173.0,97.0,0.0,11.5,998.0,559.6
2006,73,145.0,Perry,20,Southern,Mostly Urban,43.6,1995,0.0,0.0,4.0,0.0,0.0,0.0,200.5,0.0
2006,74,147.0,Piatt,6,Central,Mostly Rural,67.7,1650,0.0,0.0,1.0,0.0,0.0,0.0,60.6,0.0
2006,75,149.0,Pike,8,Central,Mostly Rural,72.3,1586,0.0,12.0,0.0,0.0,0.0,756.6,0.0,0.0
2006,76,151.0,Pope,1,Southern,Completely Rural,100.0,310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,653,0.0,0.0,3.0,0.0,0.0,0.0,459.4,0.0
2006,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,2878,0.0,0.0,6.0,0.0,0.0,0.0,208.5,0.0
2006,80,159.0,Richland,2,Southern,Mostly Urban,43.5,1428,0.0,1.0,16.0,7.0,0.0,70.0,1120.4,490.2
2006,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,12761,217.0,284.0,147.0,5.0,1700.5,2225.5,1151.9,39.2
2006,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,27549,0.0,8.0,61.0,13.0,0.0,29.0,221.4,47.2
2006,83,165.0,Saline,1,Southern,Mostly Urban,43.7,2521,29.0,0.0,1.0,0.0,1150.3,0.0,39.7,0.0
2006,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,18527,909.0,1527.0,78.0,1.0,4906.4,8242.0,421.0,5.4
2006,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,658,0.0,32.0,13.0,5.0,0.0,4863.2,1975.7,759.9
2006,87,173.0,Shelby,4,Central,Mostly Rural,77.7,2263,0.0,0.0,3.0,0.0,0.0,0.0,132.6,0.0
2006,88,175.0,Stark,10,Central,Completely Rural,100.0,624,2.0,0.0,8.0,0.0,320.5,0.0,1282.1,0.0
2006,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,4557,23.0,0.0,25.0,0.0,504.7,0.0,548.6,0.0
2006,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,12311,285.0,0.0,28.0,14.0,2315.0,0.0,227.4,113.7
2006,91,181.0,Union,1,Southern,Mostly Rural,65.9,1692,0.0,0.0,2.0,0.0,0.0,0.0,118.2,0.0
2006,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,8037,0.0,0.0,206.0,0.0,0.0,0.0,2563.1,0.0
2006,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,1159,0.0,0.0,5.0,0.0,0.0,0.0,431.4,0.0
2006,94,187.0,Warren,9,Central,Mostly Urban,45.5,1498,37.0,15.0,0.0,1.0,2470.0,1001.3,0.0,66.8
2006,95,189.0,Washington,20,Southern,Mostly Rural,73.6,1541,0.0,0.0,2.0,0.0,0.0,0.0,129.8,0.0
2006,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,1506,0.0,0.0,3.0,1.0,0.0,0.0,199.2,66.4
2006,97,193.0,White,2,Southern,Mostly Rural,62.0,1277,0.0,0.0,10.0,0.0,0.0,0.0,783.1,0.0
2006,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,5865,106.0,0.0,10.0,4.0,1807.3,0.0,170.5,68.2
2006,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,77082,1170.0,0.0,98.0,51.0,1517.9,0.0,127.1,66.2
2006,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,5459,242.0,1.0,10.0,0.0,4433.0,18.3,183.2,0.0
2006,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,29920,2271.0,0.0,355.0,116.0,7590.2,0.0,1186.5,387.7
2006,102,203.0,Woodford,11,Central,Mostly Rural,54.9,3986,13.0,0.0,48.0,0.0,326.1,0.0,1204.2,0.0
2006,78,155.0,Putnam,10,Central,Completely Rural,100.0,562,1.0,0.0,2.0,0.0,177.9,0.0,355.9,0.0
2007,1,1.0,Adams,8,Central,Mostly Urban,32.6,6155,107.0,0.0,69.0,36.0,1738.4,0.0,1121.0,584.9
2007,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,752,0.0,0.0,16.0,0.0,0.0,0.0,2127.7,0.0
2007,3,5.0,Bond,3,Southern,Mostly Rural,60.7,1531,0.0,0.0,1.0,0.0,0.0,0.0,65.3,0.0
2007,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,6428,181.0,0.0,26.0,1.0,2815.8,0.0,404.5,15.6
2007,5,9.0,Brown,8,Central,Mostly Urban,41.1,460,0.0,0.0,4.0,0.0,0.0,0.0,869.6,0.0
2007,6,11.0,Bureau,13,Central,Mostly Rural,57.4,3338,67.0,0.0,6.0,2.0,2007.2,0.0,179.7,59.9
2007,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,1476,0.0,0.0,2.0,3.0,0.0,0.0,135.5,203.3
2007,9,17.0,Cass,8,Central,Mostly Rural,52.1,1358,0.0,0.0,21.0,0.0,0.0,0.0,1546.4,0.0
2007,10,19.0,Champaign,6,Central,Mostly Urban,12.7,13827,0.0,349.0,119.0,25.0,0.0,2524.0,860.6,180.8
2007,11,21.0,Christian,4,Central,Mostly Urban,43.5,3362,0.0,6.0,15.0,0.0,0.0,178.5,446.2,0.0
2007,12,23.0,Clark,5,Southern,Mostly Rural,59.5,1735,0.0,0.0,7.0,0.0,0.0,0.0,403.5,0.0
