year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,minor_in_poverty,minor_in_poverty_rate
2000,6,11.0,Bureau,13,Central,Mostly Rural,57.4,8766.0,993.0,11327.9
2000,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,1166.0,130.0,11149.2
2000,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,4021.0,551.0,13703.1
2000,9,17.0,Cass,8,Central,Mostly Rural,52.1,3462.0,522.0,15078.0
2000,10,19.0,Champaign,6,Central,Mostly Urban,12.7,37677.0,5243.0,13915.7
2000,11,21.0,Christian,4,Central,Mostly Urban,43.5,8503.0,1185.0,13936.3
2000,12,23.0,Clark,5,Southern,Mostly Rural,59.5,4216.0,633.0,15014.2
2000,13,25.0,Clay,4,Southern,Mostly Rural,64.7,3471.0,531.0,15298.2
2000,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,8816.0,776.0,8802.2
2000,15,29.0,Coles,5,Central,Mostly Urban,24.3,10398.0,1559.0,14993.3
2000,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,1396599.0,261230.0,18704.7
2000,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,4644.0,706.0,15202.4
2000,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,2967.0,434.0,14627.6
2000,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,20575.0,1772.0,8612.4
2000,20,39.0,De Witt,6,Central,Mostly Urban,48.8,4115.0,531.0,12904.0
2000,21,41.0,Douglas,6,Central,Mostly Rural,61.6,5374.0,667.0,12411.6
2000,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,242037.0,11190.0,4623.3
2000,23,45.0,Edgar,5,Central,Mostly Rural,51.8,4682.0,779.0,16638.2
2000,24,47.0,Edwards,2,Southern,Completely Rural,100.0,1604.0,219.0,13653.4
2000,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,9759.0,1081.0,11077.0
2000,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,5176.0,902.0,17426.6
2000,27,53.0,Ford,11,Central,Mostly Urban,41.8,3651.0,428.0,11722.8
2000,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,8943.0,2076.0,23213.7
2000,29,57.0,Fulton,9,Central,Mostly Rural,60.0,8395.0,1269.0,15116.1
2000,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,1426.0,357.0,25035.1
2000,31,61.0,Greene,7,Central,Mostly Rural,70.8,3748.0,631.0,16835.6
2000,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,10010.0,712.0,7112.9
2000,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,2054.0,406.0,19766.3
2000,34,67.0,Hancock,9,Central,Mostly Rural,71.0,4926.0,631.0,12809.6
2000,35,69.0,Hardin,2,Southern,Completely Rural,100.0,979.0,235.0,24004.1
2000,36,71.0,Henderson,9,Central,Mostly Rural,99.7,1890.0,264.0,13968.3
2000,37,73.0,Henry,14,Central,Mostly Rural,50.3,12902.0,1470.0,11393.6
2000,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,7958.0,1054.0,13244.5
2000,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,11391.0,2728.0,23948.7
2000,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,2599.0,411.0,15813.8
2000,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,9678.0,1818.0,18784.9
2000,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,5491.0,623.0,11345.8
2000,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,5142.0,572.0,11124.1
2000,44,87.0,Johnson,1,Southern,Completely Rural,100.0,2370.0,407.0,17173.0
2000,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,123226.0,11231.0,9114.1
2000,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,28069.0,4603.0,16398.9
2000,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,16258.0,730.0,4490.1
2000,48,95.0,Knox,9,Central,Mostly Urban,24.3,12262.0,2092.0,17060.8
2000,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,190211.0,14201.0,7465.9
2000,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,28006.0,3501.0,12500.9
2000,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,3485.0,650.0,18651.4
2000,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,8708.0,899.0,10323.8
2000,53,105.0,Livingston,11,Central,Mostly Urban,40.8,9892.0,1104.0,11160.5
2000,54,107.0,Logan,11,Central,Mostly Urban,39.9,6806.0,824.0,12107.0
2000,55,109.0,McDonough,9,Central,Mostly Urban,29.5,5751.0,1100.0,19127.1
2000,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,78881.0,3546.0,4495.4
2000,57,113.0,McLean,11,Central,Mostly Urban,16.5,35326.0,3273.0,9265.1
2000,58,115.0,Macon,6,Central,Mostly Urban,15.3,28053.0,5267.0,18775.2
2000,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,12032.0,1711.0,14220.4
2000,60,119.0,Madison,3,Southern,Mostly Urban,13.3,64361.0,8908.0,13840.7
2000,61,121.0,Marion,4,Southern,Mostly Urban,45.1,10596.0,1999.0,18865.6
2000,62,123.0,Marshall,10,Central,Completely Rural,100.0,3083.0,306.0,9925.4
2000,63,125.0,Mason,8,Central,Mostly Rural,77.5,3889.0,610.0,15685.3
2000,64,127.0,Massac,1,Southern,Mostly Rural,50.5,3475.0,682.0,19625.9
2000,65,129.0,Menard,8,Central,Mostly Rural,75.7,3303.0,421.0,12746.0
2000,66,131.0,Mercer,14,Central,Mostly Rural,77.8,4187.0,458.0,10938.6
2000,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,7328.0,317.0,4325.9
2000,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,7252.0,1264.0,17429.7
2000,69,137.0,Morgan,7,Central,Mostly Urban,36.2,8327.0,1140.0,13690.4
2000,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,3672.0,440.0,11982.6
2000,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,14036.0,1289.0,9183.5
2000,72,143.0,Peoria,10,Central,Mostly Urban,14.6,45955.0,8820.0,19192.7
2000,73,145.0,Perry,20,Southern,Mostly Urban,43.6,5064.0,849.0,16765.4
2000,74,147.0,Piatt,6,Central,Mostly Rural,67.7,4100.0,292.0,7122.0
2000,75,149.0,Pike,8,Central,Mostly Rural,72.3,4168.0,751.0,18018.2
2000,76,151.0,Pope,1,Southern,Completely Rural,100.0,949.0,194.0,20442.6
2000,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,1992.0,632.0,31726.9
2000,78,155.0,Putnam,10,Central,Completely Rural,100.0,1520.0,133.0,8750.0
2000,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,7495.0,1084.0,14463.0
2000,80,159.0,Richland,2,Southern,Mostly Urban,43.5,3942.0,685.0,17377.0
2000,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,35419.0,5725.0,16163.6
2000,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,70873.0,13870.0,19570.2
2000,83,165.0,Saline,1,Southern,Mostly Urban,43.7,6378.0,1437.0,22530.6
2000,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,47102.0,6646.0,14109.8
2000,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,1653.0,218.0,13188.1
2000,86,171.0,Scott,7,Central,Completely Rural,100.0,1392.0,190.0,13649.4
2000,87,173.0,Shelby,4,Central,Mostly Rural,77.7,5694.0,744.0,13066.4
2000,88,175.0,Stark,10,Central,Completely Rural,100.0,1585.0,201.0,12681.4
2000,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,12292.0,1580.0,12853.9
2000,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,31279.0,2937.0,9389.7
2000,91,181.0,Union,1,Southern,Mostly Rural,65.9,4222.0,860.0,20369.5
2000,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,20899.0,3882.0,18575.1
2000,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,3116.0,507.0,16270.9
2000,94,187.0,Warren,9,Central,Mostly Urban,45.5,4324.0,597.0,13806.7
2000,95,189.0,Washington,20,Southern,Mostly Rural,73.6,3834.0,330.0,8607.2
2000,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,4047.0,660.0,16308.4
2000,97,193.0,White,2,Southern,Mostly Rural,62.0,3304.0,609.0,18432.2
2000,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,15148.0,1857.0,12259.0
2000,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,152268.0,10750.0,7059.9
2000,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,14004.0,2822.0,20151.4
2000,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,73577.0,10644.0,14466.5
2000,102,203.0,Woodford,11,Central,Mostly Rural,54.9,9455.0,624.0,6599.7
2001,1,1.0,Adams,8,Central,Mostly Urban,32.6,16720.0,2303.0,13773.9
2001,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,2419.0,827.0,34187.7
2001,3,5.0,Bond,3,Southern,Mostly Rural,60.7,3796.0,454.0,11960.0
2001,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,12770.0,1161.0,9091.6
2001,5,9.0,Brown,8,Central,Mostly Urban,41.1,1197.0,110.0,9189.6
2001,6,11.0,Bureau,13,Central,Mostly Rural,57.4,8605.0,978.0,11365.5
2001,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,1132.0,128.0,11307.4
2001,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,3862.0,520.0,13464.5
2001,9,17.0,Cass,8,Central,Mostly Rural,52.1,3413.0,489.0,14327.6
2001,10,19.0,Champaign,6,Central,Mostly Urban,12.7,37615.0,5157.0,13710.0
2001,11,21.0,Christian,4,Central,Mostly Urban,43.5,8494.0,1086.0,12785.5
2001,12,23.0,Clark,5,Southern,Mostly Rural,59.5,4139.0,598.0,14447.9
2001,13,25.0,Clay,4,Southern,Mostly Rural,64.7,3370.0,500.0,14836.8
2001,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,8790.0,709.0,8066.0
2001,15,29.0,Coles,5,Central,Mostly Urban,24.3,10158.0,1482.0,14589.5
2001,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,1389915.0,268654.0,19328.8
2001,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,4628.0,690.0,14909.2
2001,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,2897.0,381.0,13151.5
2001,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,20598.0,1744.0,8466.8
2001,20,39.0,De Witt,6,Central,Mostly Urban,48.8,4099.0,519.0,12661.6
2001,21,41.0,Douglas,6,Central,Mostly Rural,61.6,5335.0,645.0,12090.0
2001,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,242679.0,11984.0,4938.2
2001,23,45.0,Edgar,5,Central,Mostly Rural,51.8,4587.0,731.0,15936.3
2001,24,47.0,Edwards,2,Southern,Completely Rural,100.0,1554.0,220.0,14157.0
2001,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,9667.0,1006.0,10406.5
2001,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,5089.0,899.0,17665.6
2001,27,53.0,Ford,11,Central,Mostly Urban,41.8,3625.0,411.0,11337.9
2001,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,8887.0,2009.0,22606.1
2001,29,57.0,Fulton,9,Central,Mostly Rural,60.0,8249.0,1153.0,13977.5
2001,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,1375.0,294.0,21381.8
2001,31,61.0,Greene,7,Central,Mostly Rural,70.8,3704.0,601.0,16225.7
2001,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,10109.0,668.0,6608.0
2001,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,2017.0,332.0,16460.1
2001,34,67.0,Hancock,9,Central,Mostly Rural,71.0,4806.0,584.0,12151.5
2001,35,69.0,Hardin,2,Southern,Completely Rural,100.0,965.0,219.0,22694.3
2001,36,71.0,Henderson,9,Central,Mostly Rural,99.7,1871.0,257.0,13736.0
2001,37,73.0,Henry,14,Central,Mostly Rural,50.3,12567.0,1438.0,11442.7
2001,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,7747.0,1026.0,13243.8
2001,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,11044.0,2564.0,23216.2
2001,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,2543.0,360.0,14156.5
2001,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,9635.0,1766.0,18329.0
2001,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,5414.0,596.0,11008.5
2001,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,5094.0,540.0,10600.7
2001,44,87.0,Johnson,1,Southern,Completely Rural,100.0,2348.0,379.0,16141.4
2001,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,128615.0,11881.0,9237.6
2001,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,28188.0,4327.0,15350.5
2001,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,17156.0,756.0,4406.6
2001,48,95.0,Knox,9,Central,Mostly Urban,24.3,12138.0,1974.0,16263.0
2001,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,193464.0,14238.0,7359.5
2001,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,27953.0,3459.0,12374.3
2001,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,3416.0,612.0,17915.7
2001,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,8626.0,883.0,10236.5
2001,53,105.0,Livingston,11,Central,Mostly Urban,40.8,9888.0,1021.0,10325.6
2001,54,107.0,Logan,11,Central,Mostly Urban,39.9,6620.0,777.0,11737.2
2001,55,109.0,McDonough,9,Central,Mostly Urban,29.5,5581.0,1020.0,18276.3
2001,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,80463.0,3347.0,4159.7
2001,57,113.0,McLean,11,Central,Mostly Urban,16.5,35327.0,3165.0,8959.2
2001,58,115.0,Macon,6,Central,Mostly Urban,15.3,27607.0,4849.0,17564.4
2001,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,11815.0,1638.0,13863.7
2001,60,119.0,Madison,3,Southern,Mostly Urban,13.3,64124.0,8552.0,13336.7
2001,61,121.0,Marion,4,Southern,Mostly Urban,45.1,10386.0,1949.0,18765.6
2001,62,123.0,Marshall,10,Central,Completely Rural,100.0,2991.0,274.0,9160.8
2001,63,125.0,Mason,8,Central,Mostly Rural,77.5,3920.0,579.0,14770.4
2001,64,127.0,Massac,1,Southern,Mostly Rural,50.5,3425.0,683.0,19941.6
2001,65,129.0,Menard,8,Central,Mostly Rural,75.7,3240.0,365.0,11265.4
2001,66,131.0,Mercer,14,Central,Mostly Rural,77.8,4144.0,449.0,10834.9
2001,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,7448.0,286.0,3840.0
2001,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,7115.0,1150.0,16163.0
2001,69,137.0,Morgan,7,Central,Mostly Urban,36.2,8101.0,1097.0,13541.5
2001,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,3642.0,418.0,11477.2
2001,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,13978.0,1288.0,9214.5
2001,72,143.0,Peoria,10,Central,Mostly Urban,14.6,45448.0,8726.0,19200.0
2001,73,145.0,Perry,20,Southern,Mostly Urban,43.6,4989.0,761.0,15253.6
2001,74,147.0,Piatt,6,Central,Mostly Rural,67.7,4035.0,241.0,5972.7
2001,75,149.0,Pike,8,Central,Mostly Rural,72.3,4087.0,688.0,16833.9
2001,76,151.0,Pope,1,Southern,Completely Rural,100.0,880.0,165.0,18750.0
2001,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,1916.0,573.0,29906.1
2001,78,155.0,Putnam,10,Central,Completely Rural,100.0,1474.0,123.0,8344.6
2001,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,7425.0,1025.0,13804.7
2001,80,159.0,Richland,2,Southern,Mostly Urban,43.5,3856.0,622.0,16130.7
2001,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,34992.0,5728.0,16369.5
2001,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,70159.0,13405.0,19106.6
2001,83,165.0,Saline,1,Southern,Mostly Urban,43.7,6296.0,1308.0,20775.1
2001,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,47114.0,6475.0,13743.3
2001,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,1573.0,192.0,12206.0
2001,86,171.0,Scott,7,Central,Completely Rural,100.0,1364.0,153.0,11217.0
2001,87,173.0,Shelby,4,Central,Mostly Rural,77.7,5550.0,692.0,12468.5
2001,88,175.0,Stark,10,Central,Completely Rural,100.0,1583.0,198.0,12507.9
2001,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,12099.0,1576.0,13025.9
2001,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,30979.0,2780.0,8973.8
2001,91,181.0,Union,1,Southern,Mostly Rural,65.9,4147.0,785.0,18929.3
2001,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,20755.0,3693.0,17793.3
2001,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,3035.0,465.0,15321.3
2001,94,187.0,Warren,9,Central,Mostly Urban,45.5,4171.0,581.0,13929.5
2001,95,189.0,Washington,20,Southern,Mostly Rural,73.6,3834.0,321.0,8372.5
2001,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,3958.0,647.0,16346.6
2001,97,193.0,White,2,Southern,Mostly Rural,62.0,3267.0,564.0,17263.5
2001,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,15095.0,1833.0,12143.1
2001,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,158625.0,10988.0,6927.0
2001,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,13967.0,2716.0,19445.8
2001,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,73646.0,10980.0,14909.2
2001,102,203.0,Woodford,11,Central,Mostly Rural,54.9,9381.0,618.0,6587.8
2002,1,1.0,Adams,8,Central,Mostly Urban,32.6,16531.0,2380.0,14397.2
2002,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,2391.0,772.0,32287.7
2002,3,5.0,Bond,3,Southern,Mostly Rural,60.7,3785.0,457.0,12074.0
2002,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,13125.0,1159.0,8830.5
2002,5,9.0,Brown,8,Central,Mostly Urban,41.1,1153.0,124.0,10754.6
2002,6,11.0,Bureau,13,Central,Mostly Rural,57.4,8473.0,901.0,10633.8
2002,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,1094.0,103.0,9415.0
2002,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,3787.0,490.0,12939.0
2002,9,17.0,Cass,8,Central,Mostly Rural,52.1,3374.0,477.0,14137.5
2002,10,19.0,Champaign,6,Central,Mostly Urban,12.7,37425.0,5456.0,14578.5
2002,11,21.0,Christian,4,Central,Mostly Urban,43.5,8419.0,1108.0,13160.7
2002,12,23.0,Clark,5,Southern,Mostly Rural,59.5,4131.0,611.0,14790.6
2002,13,25.0,Clay,4,Southern,Mostly Rural,64.7,3329.0,511.0,15350.0
2002,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,8722.0,659.0,7555.6
2002,15,29.0,Coles,5,Central,Mostly Urban,24.3,10038.0,1456.0,14504.9
2002,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,1378768.0,286478.0,20777.8
2002,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,4478.0,634.0,14158.1
2002,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,2812.0,352.0,12517.8
2002,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,20871.0,1837.0,8801.7
2002,20,39.0,De Witt,6,Central,Mostly Urban,48.8,4000.0,526.0,13150.0
2002,21,41.0,Douglas,6,Central,Mostly Rural,61.6,5292.0,652.0,12320.5
2002,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,242285.0,13333.0,5503.0
2002,23,45.0,Edgar,5,Central,Mostly Rural,51.8,4500.0,722.0,16044.4
2002,24,47.0,Edwards,2,Southern,Completely Rural,100.0,1536.0,209.0,13606.8
2002,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,9527.0,1023.0,10737.9
2002,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,5061.0,860.0,16992.7
2002,27,53.0,Ford,11,Central,Mostly Urban,41.8,3596.0,377.0,10483.9
2002,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,8948.0,1949.0,21781.4
2002,29,57.0,Fulton,9,Central,Mostly Rural,60.0,8096.0,1242.0,15340.9
2002,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,1323.0,296.0,22373.4
2002,31,61.0,Greene,7,Central,Mostly Rural,70.8,3649.0,575.0,15757.7
2002,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,10139.0,648.0,6391.2
2002,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,1935.0,300.0,15503.9
2002,34,67.0,Hancock,9,Central,Mostly Rural,71.0,4608.0,623.0,13520.0
2002,35,69.0,Hardin,2,Southern,Completely Rural,100.0,934.0,202.0,21627.4
2002,36,71.0,Henderson,9,Central,Mostly Rural,99.7,1804.0,247.0,13691.8
2002,37,73.0,Henry,14,Central,Mostly Rural,50.3,12329.0,1323.0,10730.8
2002,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,7663.0,997.0,13010.6
2002,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,10918.0,2520.0,23081.2
2002,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,2475.0,308.0,12444.4
2002,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,9479.0,1881.0,19843.9
2002,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,5383.0,603.0,11201.9
2002,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,4991.0,501.0,10038.1
2002,44,87.0,Johnson,1,Southern,Completely Rural,100.0,2360.0,396.0,16779.7
2002,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,133753.0,12124.0,9064.5
2002,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,28225.0,4434.0,15709.5
2002,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,18261.0,784.0,4293.3
2002,48,95.0,Knox,9,Central,Mostly Urban,24.3,11969.0,2049.0,17119.2
2002,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,196278.0,14664.0,7471.0
2002,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,27626.0,3483.0,12607.7
2002,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,3409.0,570.0,16720.4
2002,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,8472.0,830.0,9797.0
2002,53,105.0,Livingston,11,Central,Mostly Urban,40.8,9742.0,1059.0,10870.5
2002,54,107.0,Logan,11,Central,Mostly Urban,39.9,6494.0,787.0,12118.9
2002,55,109.0,McDonough,9,Central,Mostly Urban,29.5,5501.0,980.0,17814.9
2002,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,82201.0,3587.0,4363.7
2002,57,113.0,McLean,11,Central,Mostly Urban,16.5,35776.0,3420.0,9559.5
2002,58,115.0,Macon,6,Central,Mostly Urban,15.3,26882.0,5161.0,19198.7
2002,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,11670.0,1529.0,13102.0
2002,60,119.0,Madison,3,Southern,Mostly Urban,13.3,63839.0,8894.0,13931.9
2002,61,121.0,Marion,4,Southern,Mostly Urban,45.1,10219.0,2116.0,20706.5
2002,62,123.0,Marshall,10,Central,Completely Rural,100.0,2984.0,293.0,9819.0
2002,63,125.0,Mason,8,Central,Mostly Rural,77.5,3855.0,589.0,15278.9
2002,64,127.0,Massac,1,Southern,Mostly Rural,50.5,3467.0,622.0,17940.6
2002,65,129.0,Menard,8,Central,Mostly Rural,75.7,3174.0,323.0,10176.4
2002,66,131.0,Mercer,14,Central,Mostly Rural,77.8,4086.0,435.0,10646.1
2002,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,7643.0,294.0,3846.7
2002,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,6955.0,1080.0,15528.4
2002,69,137.0,Morgan,7,Central,Mostly Urban,36.2,8060.0,1172.0,14540.9
2002,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,3607.0,399.0,11061.8
2002,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,13966.0,1248.0,8936.0
2002,72,143.0,Peoria,10,Central,Mostly Urban,14.6,45266.0,8679.0,19173.3
2002,73,145.0,Perry,20,Southern,Mostly Urban,43.6,4884.0,748.0,15315.3
2002,74,147.0,Piatt,6,Central,Mostly Rural,67.7,3895.0,267.0,6854.9
2002,75,149.0,Pike,8,Central,Mostly Rural,72.3,3990.0,640.0,16040.1
2002,76,151.0,Pope,1,Southern,Completely Rural,100.0,838.0,149.0,17780.4
2002,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,1846.0,547.0,29631.6
2002,78,155.0,Putnam,10,Central,Completely Rural,100.0,1463.0,133.0,9090.9
2002,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,7293.0,1025.0,14054.6
2002,80,159.0,Richland,2,Southern,Mostly Urban,43.5,3794.0,579.0,15260.9
2002,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,34532.0,5665.0,16405.1
2002,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,69804.0,13829.0,19811.2
2002,83,165.0,Saline,1,Southern,Mostly Urban,43.7,6261.0,1388.0,22169.0
2002,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,47034.0,6702.0,14249.3
2002,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,1567.0,176.0,11231.7
2002,86,171.0,Scott,7,Central,Completely Rural,100.0,1327.0,153.0,11529.8
2002,87,173.0,Shelby,4,Central,Mostly Rural,77.7,5489.0,662.0,12060.5
2002,88,175.0,Stark,10,Central,Completely Rural,100.0,1543.0,192.0,12443.3
2002,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,11796.0,1682.0,14259.1
2002,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,30785.0,3012.0,9784.0
2002,91,181.0,Union,1,Southern,Mostly Rural,65.9,4161.0,762.0,18312.9
2002,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,20427.0,3871.0,18950.4
2002,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,2973.0,407.0,13689.9
2002,94,187.0,Warren,9,Central,Mostly Urban,45.5,4134.0,551.0,13328.5
2002,95,189.0,Washington,20,Southern,Mostly Rural,73.6,3743.0,351.0,9377.5
2002,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,3871.0,603.0,15577.4
2002,97,193.0,White,2,Southern,Mostly Rural,62.0,3193.0,556.0,17413.1
2002,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,14873.0,1702.0,11443.6
2002,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,166098.0,12448.0,7494.4
2002,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,13954.0,2680.0,19206.0
2002,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,73885.0,12249.0,16578.5
2002,102,203.0,Woodford,11,Central,Mostly Rural,54.9,9394.0,598.0,6365.8
