year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,average_daily_population,booking,average_daily_population_rate,booking_rate
1998,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5092,35.0,0.4,687.4,7.9
1998,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,16959,182.0,17.0,1073.2,100.2
1998,10,19.0,Champaign,6,Central,Mostly Urban,12.7,177004,7949.0,290.0,4490.9,163.8
1998,11,21.0,Christian,4,Central,Mostly Urban,43.5,35523,1165.0,25.0,3279.6,70.4
1998,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16949,257.0,12.0,1516.3,70.8
1998,13,25.0,Clay,4,Southern,Mostly Rural,64.7,14723,122.0,10.0,828.6,67.9
1998,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,35589,1295.0,38.0,3638.8,106.8
1998,15,29.0,Coles,5,Central,Mostly Urban,24.3,53455,1687.0,76.0,3155.9,142.2
1998,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5345537,99063.0,10461.0,1853.2,195.7
1998,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,20717,326.0,11.0,1573.6,53.1
1998,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,11170,157.0,4.0,1405.6,35.8
1998,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,86402,1959.0,67.0,2267.3,77.5
1998,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16781,754.0,28.0,4493.2,166.9
1998,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19918,637.0,16.0,3198.1,80.3
1998,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,886168,13525.0,603.0,1526.2,68.0
1998,23,45.0,Edgar,5,Central,Mostly Rural,51.8,20020,296.0,16.0,1478.5,79.9
1998,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,33910,2179.0,41.0,6425.8,120.9
1998,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,21894,1492.0,15.0,6814.7,68.5
1998,27,53.0,Ford,11,Central,Mostly Urban,41.8,14223,546.0,35.0,3838.9,246.1
1998,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,39334,2176.0,54.0,5532.1,137.3
1998,29,57.0,Fulton,9,Central,Mostly Rural,60.0,38454,1010.0,35.0,2626.5,91.0
1998,31,61.0,Greene,7,Central,Mostly Rural,70.8,14982,215.0,6.0,1435.1,40.0
1998,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,36732,955.0,29.0,2599.9,79.0
1998,34,67.0,Hancock,9,Central,Mostly Rural,71.0,20523,511.0,13.0,2489.9,63.3
1998,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4863,46.0,0.4,945.9,8.2
1998,36,71.0,Henderson,9,Central,Mostly Rural,99.7,8292,215.0,8.0,2592.9,96.5
1998,37,73.0,Henry,14,Central,Mostly Rural,50.3,50789,940.0,71.0,1850.8,139.8
1998,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,31494,1100.0,22.0,3492.7,69.9
1998,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,60304,2502.0,97.0,4149.0,160.9
1998,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,10387,278.0,9.0,2676.4,86.6
1998,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,39695,1193.0,28.0,3005.4,70.5
1998,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,21662,389.0,10.0,1795.8,46.2
1998,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22132,610.0,17.0,2756.2,76.8
1998,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,386103,5595.0,455.0,1449.1,117.8
1998,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,103222,5300.0,124.0,5134.6,120.1
1998,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,51025,1847.0,53.0,3619.8,103.9
1998,48,95.0,Knox,9,Central,Mostly Urban,24.3,56114,3767.0,54.0,6713.1,96.2
1998,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,621618,11497.0,630.0,1849.5,101.3
1998,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,111422,3106.0,96.0,2787.6,86.2
1998,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,15683,237.0,5.0,1511.2,31.9
1998,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,36214,1573.0,34.0,4343.6,93.9
1998,53,105.0,Livingston,11,Central,Mostly Urban,40.8,39610,985.0,50.0,2486.7,126.2
1998,54,107.0,Logan,11,Central,Mostly Urban,39.9,31465,1679.0,86.0,5336.1,273.3
1998,55,109.0,McDonough,9,Central,Mostly Urban,29.5,33341,872.0,21.0,2615.4,63.0
1998,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,248529,4467.0,153.0,1797.4,61.6
1998,57,113.0,McLean,11,Central,Mostly Urban,16.5,146526,,219.2342465753425,,149.6
1998,58,115.0,Macon,6,Central,Mostly Urban,15.3,115453,9887.0,237.0,8563.7,205.3
1998,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,48732,1662.0,46.0,3410.5,94.4
1998,60,119.0,Madison,3,Southern,Mostly Urban,13.3,258700,6598.0,218.0,2550.4,84.3
1998,61,121.0,Marion,4,Southern,Mostly Urban,45.1,41896,1676.0,24.0,4000.4,57.3
1998,62,123.0,Marshall,10,Central,Completely Rural,100.0,13105,341.0,5.0,2602.1,38.2
1998,63,125.0,Mason,8,Central,Mostly Rural,77.5,16194,723.0,28.0,4464.6,172.9
1998,64,127.0,Massac,1,Southern,Mostly Rural,50.5,15378,1444.0,31.0,9390.0,201.6
1998,65,129.0,Menard,8,Central,Mostly Rural,75.7,12281,165.0,11.0,1343.5,89.6
1998,66,131.0,Mercer,14,Central,Mostly Rural,77.8,16979,594.0,16.0,3498.4,94.2
1998,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,26664,397.0,7.0,1488.9,26.3
1998,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,31053,729.0,15.0,2347.6,48.3
1998,69,137.0,Morgan,7,Central,Mostly Urban,36.2,36617,1496.0,52.0,4085.5,142.0
1998,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14179,172.0,12.0,1213.1,84.6
1998,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,50368,3144.0,75.0,6242.1,148.9
1998,72,143.0,Peoria,10,Central,Mostly Urban,14.6,184006,16695.0,344.0,9073.1,187.0
1998,73,145.0,Perry,20,Southern,Mostly Urban,43.6,21273,844.0,45.0,3967.5,211.5
1998,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16231,430.0,10.0,2649.3,61.6
1998,75,149.0,Pike,8,Central,Mostly Rural,72.3,17590,481.0,8.0,2734.5,45.5
1998,78,155.0,Putnam,10,Central,Completely Rural,100.0,5992,20.0,1.0,333.8,16.7
1998,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,33687,965.0,11.0,2864.6,32.7
1998,80,159.0,Richland,2,Southern,Mostly Urban,43.5,16387,638.0,11.0,3893.3,67.1
1998,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,150027,7176.0,197.0,4783.1,131.3
1998,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,258286,9272.0,188.0,3589.8,72.8
1998,83,165.0,Saline,1,Southern,Mostly Urban,43.7,26946,2721.0,69.0,10098.0,256.1
1998,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,189441,13586.0,281.0,7171.6,148.3
1998,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,7333,495.0,13.0,6750.3,177.3
1998,87,173.0,Shelby,4,Central,Mostly Rural,77.7,23072,361.0,11.0,1564.7,47.7
1998,88,175.0,Stark,10,Central,Completely Rural,100.0,6415,60.0,4.0,935.3,62.4
1998,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,49195,2310.0,84.0,4695.6,170.7
1998,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,128327,4412.0,94.0,3438.1,73.3
1998,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,12966,267.0,12.0,2059.2,92.5
1998,94,187.0,Warren,9,Central,Mostly Urban,45.5,18958,452.0,17.0,2384.2,89.7
1998,95,189.0,Washington,20,Southern,Mostly Rural,73.6,15240,719.0,19.0,4717.8,124.7
1998,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,17108,572.0,21.0,3343.5,122.7
1998,97,193.0,White,2,Southern,Mostly Rural,62.0,15469,928.0,39.0,5999.1,252.1
1998,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,60719,1186.0,98.0,1953.3,161.4
1998,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,467549,9070.0,321.0,1939.9,68.7
1998,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,61372,4066.0,152.0,6625.2,247.7
1998,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,275161,15760.0,511.0,5727.6,185.7
1998,102,203.0,Woodford,11,Central,Mostly Rural,54.9,35144,853.0,22.0,2427.2,62.6
1999,1,1.0,Adams,8,Central,Mostly Urban,32.6,68430,1538.0,86.86849315068493,2247.6,126.9
1999,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,9621,795.0,26.846575342465755,8263.2,279.0
1999,3,5.0,Bond,3,Southern,Mostly Rural,60.7,17532,488.0,20.128767123287673,2783.5,114.8
1999,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,40844,2097.0,57.26301369863014,5134.2,140.2
1999,6,11.0,Bureau,13,Central,Mostly Rural,57.4,35527,1116.0,24.884931506849323,3141.3,70.0
1999,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5093,32.0,0.7205479452054795,628.3,14.1
1999,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,16813,186.0,17.5013698630137,1106.3,104.1
1999,10,19.0,Champaign,6,Central,Mostly Urban,12.7,178652,7935.0,301.2767123287672,4441.6,168.6
1999,11,21.0,Christian,4,Central,Mostly Urban,43.5,35398,1044.0,22.71232876712329,2949.3,64.2
1999,12,23.0,Clark,5,Southern,Mostly Rural,59.5,17011,275.0,21.336986301369862,1616.6,125.4
1999,13,25.0,Clay,4,Southern,Mostly Rural,64.7,14575,135.0,9.610958904109587,926.2,65.9
1999,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,35533,1313.0,76.6109589041096,3695.2,215.6
1999,15,29.0,Coles,5,Central,Mostly Urban,24.3,53447,1921.0,108.96986301369863,3594.2,203.9
1999,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5365344,100740.0,11542.791780821917,1877.6,215.1
1999,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,20623,527.0,27.610958904109587,2555.4,133.9
1999,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,11186,202.0,12.493150684931507,1805.8,111.7
1999,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,88010,2114.0,62.016438356164386,2402.0,70.5
1999,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16764,1032.0,51.69315068493151,6156.0,308.4
1999,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19905,629.0,15.931506849315069,3160.0,80.0
1999,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,898083,13788.0,632.7041095890411,1535.3,70.5
1999,23,45.0,Edgar,5,Central,Mostly Rural,51.8,19821,394.0,21.191780821917806,1987.8,106.9
1999,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,34164,1914.0,37.58904109589041,5602.4,110.0
1999,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,21786,1500.0,16.438356164383563,6885.2,75.5
1999,27,53.0,Ford,11,Central,Mostly Urban,41.8,14260,613.0,36.969863013698635,4298.7,259.3
1999,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,39126,1920.0,53.865753424657534,4907.2,137.7
1999,29,57.0,Fulton,9,Central,Mostly Rural,60.0,38434,1098.0,39.63287671232877,2856.8,103.1
1999,31,61.0,Greene,7,Central,Mostly Rural,70.8,14832,239.0,5.668493150684933,1611.4,38.2
1999,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,37121,964.0,28.950684931506853,2596.9,78.0
1999,34,67.0,Hancock,9,Central,Mostly Rural,71.0,20267,539.0,8.605479452054794,2659.5,42.5
1999,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4824,81.0,0.7643835616438356,1679.1,15.8
1999,36,71.0,Henderson,9,Central,Mostly Rural,99.7,8218,236.0,6.63013698630137,2871.7,80.7
1999,37,73.0,Henry,14,Central,Mostly Rural,50.3,51004,1534.0,82.67397260273971,3007.6,162.1
1999,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,31389,1099.0,20.331506849315073,3501.2,64.8
1999,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,60026,2524.0,176.35342465753425,4204.8,293.8
1999,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,10256,316.0,8.468493150684932,3081.1,82.6
1999,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,39981,1219.0,42.72054794520548,3048.9,106.9
1999,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,21659,423.0,9.205479452054792,1953.0,42.5
1999,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22242,609.0,15.863013698630136,2738.1,71.3
1999,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,396371,6542.0,491.5424657534248,1650.5,124.0
1999,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,103675,5704.0,247.03,5501.8,238.3
1999,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,52845,1733.0,66.45753424657535,3279.4,125.8
1999,48,95.0,Knox,9,Central,Mostly Urban,24.3,55987,3503.0,51.750684931506854,6256.8,92.4
1999,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,633094,12502.0,682.7287671232876,1974.7,107.8
1999,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,111600,3225.0,151.85753424657534,2889.8,136.1
1999,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,15546,293.0,7.16986301369863,1884.7,46.1
1999,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,36080,1424.0,30.11232876712329,3946.8,83.5
1999,53,105.0,Livingston,11,Central,Mostly Urban,40.8,39786,1246.0,52.40821917808219,3131.8,131.7
1999,54,107.0,Logan,11,Central,Mostly Urban,39.9,31264,1429.0,39.43287671232877,4570.8,126.1
1999,55,109.0,McDonough,9,Central,Mostly Urban,29.5,33168,809.0,25.723287671232878,2439.1,77.6
1999,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,255448,4626.0,131.7917808219178,1810.9,51.6
1999,57,113.0,McLean,11,Central,Mostly Urban,16.5,149135,6434.0,207.93698630136987,4314.2,139.4
1999,58,115.0,Macon,6,Central,Mostly Urban,15.3,115142,8645.0,221.53424657534248,7508.1,192.4
1999,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,49005,1830.0,49.87397260273973,3734.3,101.8
1999,60,119.0,Madison,3,Southern,Mostly Urban,13.3,258739,7643.0,214.35342465753425,2953.9,82.8
1999,61,121.0,Marion,4,Southern,Mostly Urban,45.1,41647,2138.0,36.284931506849325,5133.6,87.1
1999,62,123.0,Marshall,10,Central,Completely Rural,100.0,13182,422.0,3.6493150684931517,3201.3,27.7
1999,63,125.0,Mason,8,Central,Mostly Rural,77.5,16082,674.0,32.676712328767124,4191.0,203.2
1999,64,127.0,Massac,1,Southern,Mostly Rural,50.5,15258,1111.0,24.128767123287673,7281.4,158.1
1999,65,129.0,Menard,8,Central,Mostly Rural,75.7,12390,143.0,14.446575342465751,1154.2,116.6
1999,66,131.0,Mercer,14,Central,Mostly Rural,77.8,16948,558.0,15.715068493150685,3292.4,92.7
1999,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,27247,367.0,11.235616438356164,1346.9,41.2
1999,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,30748,977.0,21.65205479452055,3177.4,70.4
1999,69,137.0,Morgan,7,Central,Mostly Urban,36.2,36546,1900.0,45.87397260273973,5198.9,125.5
1999,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14198,317.0,13.468493150684932,2232.7,94.9
1999,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,50751,3596.0,94.0931506849315,7085.6,185.4
1999,72,143.0,Peoria,10,Central,Mostly Urban,14.6,184042,15974.0,385.48767123287666,8679.5,209.5
1999,73,145.0,Perry,20,Southern,Mostly Urban,43.6,23223,786.0,46.076712328767115,3384.6,198.4
1999,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16388,520.0,11.049315068493149,3173.1,67.4
1999,75,149.0,Pike,8,Central,Mostly Rural,72.3,17490,421.0,24.394520547945213,2407.1,139.5
1999,78,155.0,Putnam,10,Central,Completely Rural,100.0,6080,35.0,0.11506849315068493,575.7,1.9
1999,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,33899,935.0,10.75068493150685,2758.2,31.7
1999,80,159.0,Richland,2,Southern,Mostly Urban,43.5,16212,628.0,10.424657534246576,3873.7,64.3
1999,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,149961,7194.0,201.80273972602743,4797.2,134.6
1999,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,256201,9585.0,211.82465753424657,3741.2,82.7
1999,83,165.0,Saline,1,Southern,Mostly Urban,43.7,26878,2757.0,86.8958904109589,10257.5,323.3
1999,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,188957,12772.0,257.4821917808219,6759.2,136.3
1999,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,7248,608.0,10.991780821917805,8388.5,151.7
1999,87,173.0,Shelby,4,Central,Mostly Rural,77.7,22973,339.0,12.786301369863011,1475.6,55.7
1999,88,175.0,Stark,10,Central,Completely Rural,100.0,6368,55.0,5.172602739726028,863.7,81.2
1999,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,49194,2469.0,77.96438356164384,5018.9,158.5
1999,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,128540,4596.0,91.90958904109587,3575.5,71.5
1999,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,84276,6736.0,201.2986301369863,7992.8,238.9
1999,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,12969,270.0,11.495890410958905,2081.9,88.6
1999,94,187.0,Warren,9,Central,Mostly Urban,45.5,18870,455.0,14.008219178082195,2411.2,74.2
1999,95,189.0,Washington,20,Southern,Mostly Rural,73.6,15143,850.0,18.646575342465752,5613.2,123.1
1999,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,17203,476.0,25.005479452054796,2767.0,145.4
1999,97,193.0,White,2,Southern,Mostly Rural,62.0,15403,904.0,63.698630136986296,5869.0,413.5
1999,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,60658,1232.0,83.93972602739727,2031.1,138.4
1999,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,486207,8468.0,359.5753424657534,1741.6,74.0
1999,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,61476,1441.0,72.44383561643834,2344.0,117.8
1999,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,276752,16717.0,511.0,6040.4,184.6
1999,102,203.0,Woodford,11,Central,Mostly Rural,54.9,35449,1010.0,24.70684931506849,2849.2,69.7
2000,1,1.0,Adams,8,Central,Mostly Urban,32.6,68220,2018.0,88.81917808219177,2958.1,130.2
2000,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,9584,1515.0,192.48493150684934,15807.6,2008.4
2000,3,5.0,Bond,3,Southern,Mostly Rural,60.7,17650,566.0,18.753424657534246,3206.8,106.3
2000,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,42053,2070.0,63.167123287671224,4922.4,150.2
2000,6,11.0,Bureau,13,Central,Mostly Rural,57.4,35473,1116.0,22.150684931506852,3146.1,62.4
2000,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5090,71.0,0.4712328767123288,1394.9,9.3
2000,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,16626,212.0,19.778082191780825,1275.1,119.0
2000,10,19.0,Champaign,6,Central,Mostly Urban,12.7,179931,8208.0,301.39452054794515,4561.7,167.5
2000,11,21.0,Christian,4,Central,Mostly Urban,43.5,35354,980.0,21.742465753424653,2772.0,61.5
2000,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16993,275.0,18.663013698630138,1618.3,109.8
2000,13,25.0,Clay,4,Southern,Mostly Rural,64.7,14410,194.0,10.704109589041096,1346.3,74.3
2000,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,35536,1164.0,79.33424657534246,3275.6,223.3
2000,15,29.0,Coles,5,Central,Mostly Urban,24.3,53078,2370.0,118.9287671232877,4465.1,224.1
2000,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5376861,25277.0,11088.597260273973,470.1,206.2
2000,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,20398,931.0,61.04109589041096,4564.2,299.3
2000,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,11256,346.0,14.747945205479452,3073.9,131.0
2000,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,89334,2392.0,69.30958904109589,2677.6,77.6
2000,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16790,1116.0,47.73424657534247,6646.8,284.3
2000,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19925,597.0,17.161643835616438,2996.2,86.1
2000,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,906576,15242.0,696.7397260273973,1681.3,76.9
2000,23,45.0,Edgar,5,Central,Mostly Rural,51.8,19657,207.0,11.509589041095893,1053.1,58.6
2000,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,34260,1808.0,37.164383561643845,5277.3,108.5
2000,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,21792,1301.0,13.115068493150686,5970.1,60.2
2000,27,53.0,Ford,11,Central,Mostly Urban,41.8,14209,585.0,36.91232876712328,4117.1,259.8
2000,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,39016,1903.0,53.7013698630137,4877.5,137.6
2000,29,57.0,Fulton,9,Central,Mostly Rural,60.0,38240,1203.0,39.74794520547945,3145.9,103.9
2000,31,61.0,Greene,7,Central,Mostly Rural,70.8,14746,308.0,7.18082191780822,2088.7,48.7
2000,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,37678,1243.0,36.53424657534247,3299.0,97.0
2000,34,67.0,Hancock,9,Central,Mostly Rural,71.0,20089,687.0,14.558904109589042,3419.8,72.5
2000,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4787,82.0,0.3835616438356164,1713.0,8.0
2000,36,71.0,Henderson,9,Central,Mostly Rural,99.7,8209,300.0,5.493150684931507,3654.5,66.9
2000,37,73.0,Henry,14,Central,Mostly Rural,50.3,51049,1557.0,79.04657534246576,3050.0,154.8
2000,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,31320,1257.0,16.682191780821913,4013.4,53.3
2000,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,59612,1980.0,127.33150684931508,3321.5,213.6
2000,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,10070,327.0,8.345205479452055,3247.3,82.9
2000,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,40053,1190.0,48.871232876712334,2971.1,122.0
2000,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,21655,423.0,9.747945205479452,1953.4,45.0
2000,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22276,702.0,19.90958904109589,3151.4,89.4
2000,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,407511,7138.0,527.2219178082191,1751.6,129.4
2000,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,103879,4898.0,166.78630136986303,4715.1,160.6
2000,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,55217,1925.0,50.87671232876714,3486.2,92.1
2000,48,95.0,Knox,9,Central,Mostly Urban,24.3,55754,4017.0,59.94794520547945,7204.9,107.5
2000,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,648116,12289.0,611.5397260273973,1896.1,94.4
2000,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,111516,3449.0,252.12602739726032,3092.8,226.1
2000,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,15390,365.0,8.972602739726026,2371.7,58.3
2000,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,36053,1153.0,32.02465753424657,3198.1,88.8
2000,53,105.0,Livingston,11,Central,Mostly Urban,40.8,39651,1170.0,54.419178082191785,2950.7,137.2
2000,54,107.0,Logan,11,Central,Mostly Urban,39.9,31149,1554.0,46.24657534246575,4988.9,148.5
2000,55,109.0,McDonough,9,Central,Mostly Urban,29.5,32855,975.0,29.317808219178087,2967.6,89.2
2000,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,261887,5246.0,233.82191780821918,2003.2,89.3
2000,57,113.0,McLean,11,Central,Mostly Urban,16.5,150897,6259.0,197.013698630137,4147.9,130.6
2000,58,115.0,Macon,6,Central,Mostly Urban,15.3,114476,6904.0,237.16712328767125,6031.0,207.2
2000,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,48989,2503.0,67.64657534246575,5109.3,138.1
2000,60,119.0,Madison,3,Southern,Mostly Urban,13.3,259120,7931.0,202.53972602739722,3060.7,78.2
2000,61,121.0,Marion,4,Southern,Mostly Urban,45.1,41687,1786.0,21.950684931506853,4284.3,52.7
2000,62,123.0,Marshall,10,Central,Completely Rural,100.0,13138,590.0,4.512328767123288,4490.8,34.3
2000,63,125.0,Mason,8,Central,Mostly Rural,77.5,16009,685.0,35.186301369863024,4278.8,219.8
2000,64,127.0,Massac,1,Southern,Mostly Rural,50.5,15127,1210.0,27.16164383561644,7998.9,179.6
2000,65,129.0,Menard,8,Central,Mostly Rural,75.7,12493,166.0,14.243835616438355,1328.7,114.0
2000,66,131.0,Mercer,14,Central,Mostly Rural,77.8,16950,572.0,12.43013698630137,3374.6,73.3
2000,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,27763,369.0,7.101369863013699,1329.1,25.6
2000,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,30625,1001.0,23.863013698630137,3268.6,77.9
2000,69,137.0,Morgan,7,Central,Mostly Urban,36.2,36617,2122.0,46.94794520547945,5795.1,128.2
2000,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14319,189.0,16.065753424657533,1319.9,112.2
2000,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,51161,3785.0,89.43561643835615,7398.2,174.8
2000,72,143.0,Peoria,10,Central,Mostly Urban,14.6,183166,16889.0,434.5671232876712,9220.6,237.3
2000,73,145.0,Perry,20,Southern,Mostly Urban,43.6,23061,765.0,42.09315068493151,3317.3,182.5
2000,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16371,435.0,10.24931506849315,2657.1,62.6
2000,75,149.0,Pike,8,Central,Mostly Rural,72.3,17335,474.0,13.972602739726028,2734.4,80.6
2000,78,155.0,Putnam,10,Central,Completely Rural,100.0,6075,21.0,1.610958904109589,345.7,26.5
2000,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,33897,882.0,9.597260273972603,2602.0,28.3
2000,80,159.0,Richland,2,Southern,Mostly Urban,43.5,16242,739.0,13.372602739726029,4549.9,82.3
2000,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,149143,7582.0,190.77260273972604,5083.7,127.9
2000,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,256208,5616.0,68.46575342465754,2192.0,26.7
2000,83,165.0,Saline,1,Southern,Mostly Urban,43.7,26631,2906.0,92.57260273972601,10912.1,347.6
