year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,attack_school_personnel,offense_against_children,attack_school_personnel_rate,offense_against_children_rate
2001,34,67.0,Hancock,9,Central,Mostly Rural,71.0,4452,0.0,2.0,0.0,44.9
2001,35,69.0,Hardin,2,Southern,Completely Rural,100.0,893,0.0,0.0,0.0,0.0
2001,36,71.0,Henderson,9,Central,Mostly Rural,99.7,1734,0.0,0.0,0.0,0.0
2001,37,73.0,Henry,14,Central,Mostly Rural,50.3,11752,0.0,215.0,0.0,1829.5
2001,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,7267,0.0,1.0,0.0,13.8
2001,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,10323,0.0,9.0,0.0,87.2
2001,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,2359,0.0,4.0,0.0,169.6
2001,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,8976,1.0,14.0,11.1,156.0
2001,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,5049,2.0,11.0,39.6,217.9
2001,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,4776,0.0,14.0,0.0,293.1
2001,44,87.0,Johnson,1,Southern,Completely Rural,100.0,2187,0.0,0.0,0.0,0.0
2001,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,121935,14.0,356.0,11.5,292.0
2001,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,26601,3.0,62.0,11.3,233.1
2001,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,16273,0.0,113.0,0.0,694.4
2001,48,95.0,Knox,9,Central,Mostly Urban,24.3,11394,11.0,69.0,96.5,605.6
2001,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,183887,27.0,608.0,14.7,330.6
2001,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,26254,8.0,42.0,30.5,160.0
2001,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,3221,0.0,3.0,0.0,93.1
2001,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,8072,0.0,18.0,0.0,223.0
2001,53,105.0,Livingston,11,Central,Mostly Urban,40.8,9204,2.0,216.0,21.7,2346.8
2001,54,107.0,Logan,11,Central,Mostly Urban,39.9,6184,0.0,243.0,0.0,3929.5
2001,55,109.0,McDonough,9,Central,Mostly Urban,29.5,5225,0.0,3.0,0.0,57.4
2001,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,76431,1.0,94.0,1.3,123.0
2001,57,113.0,McLean,11,Central,Mostly Urban,16.5,33440,7.0,97.0,20.9,290.1
2001,58,115.0,Macon,6,Central,Mostly Urban,15.3,26026,42.0,407.0,161.4,1563.8
2001,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,11046,0.0,45.0,0.0,407.4
2001,60,119.0,Madison,3,Southern,Mostly Urban,13.3,60336,62.0,1194.0,102.8,1978.9
2001,61,121.0,Marion,4,Southern,Mostly Urban,45.1,9782,0.0,29.0,0.0,296.5
2001,62,123.0,Marshall,10,Central,Completely Rural,100.0,2818,0.0,15.0,0.0,532.3
2001,63,125.0,Mason,8,Central,Mostly Rural,77.5,3701,0.0,52.0,0.0,1405.0
2001,64,127.0,Massac,1,Southern,Mostly Rural,50.5,3249,2.0,15.0,61.6,461.7
2001,65,129.0,Menard,8,Central,Mostly Rural,75.7,3063,0.0,3.0,0.0,97.9
2001,66,131.0,Mercer,14,Central,Mostly Rural,77.8,3871,0.0,4.0,0.0,103.3
2001,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,7010,0.0,11.0,0.0,156.9
2001,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,6669,3.0,63.0,45.0,944.7
2001,69,137.0,Morgan,7,Central,Mostly Urban,36.2,7528,36.0,64.0,478.2,850.2
2001,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,3394,0.0,14.0,0.0,412.5
2001,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,13151,5.0,89.0,38.0,676.8
2001,72,143.0,Peoria,10,Central,Mostly Urban,14.6,42930,136.0,1538.0,316.8,3582.6
2001,73,145.0,Perry,20,Southern,Mostly Urban,43.6,4677,0.0,2.0,0.0,42.8
2001,74,147.0,Piatt,6,Central,Mostly Rural,67.7,3777,0.0,27.0,0.0,714.9
2001,75,149.0,Pike,8,Central,Mostly Rural,72.3,3844,0.0,16.0,0.0,416.2
2001,76,151.0,Pope,1,Southern,Completely Rural,100.0,773,0.0,3.0,0.0,388.1
2001,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,1794,0.0,3.0,0.0,167.2
2001,78,155.0,Putnam,10,Central,Completely Rural,100.0,1384,0.0,0.0,0.0,0.0
2001,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,6942,0.0,20.0,0.0,288.1
2001,80,159.0,Richland,2,Southern,Mostly Urban,43.5,3604,3.0,4.0,83.2,111.0
2001,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,32919,6.0,302.0,18.2,917.4
2001,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,66065,5.0,566.0,7.6,856.7
2001,83,165.0,Saline,1,Southern,Mostly Urban,43.7,5749,1.0,101.0,17.4,1756.8
2001,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,44376,34.0,500.0,76.6,1126.7
2001,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,1479,1.0,1.0,67.6,67.6
2001,86,171.0,Scott,7,Central,Completely Rural,100.0,1283,0.0,0.0,0.0,0.0
2001,87,173.0,Shelby,4,Central,Mostly Rural,77.7,5193,0.0,7.0,0.0,134.8
2001,88,175.0,Stark,10,Central,Completely Rural,100.0,1482,0.0,3.0,0.0,202.4
2001,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,11320,7.0,87.0,61.8,768.6
2001,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,29194,13.0,356.0,44.5,1219.4
2001,91,181.0,Union,1,Southern,Mostly Rural,65.9,3876,0.0,3.0,0.0,77.4
2001,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,19553,3.0,140.0,15.3,716.0
2001,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,2838,0.0,0.0,0.0,0.0
2001,94,187.0,Warren,9,Central,Mostly Urban,45.5,3898,0.0,20.0,0.0,513.1
2001,95,189.0,Washington,20,Southern,Mostly Rural,73.6,3576,0.0,0.0,0.0,0.0
2001,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,3706,0.0,28.0,0.0,755.5
2001,97,193.0,White,2,Southern,Mostly Rural,62.0,3019,4.0,28.0,132.5,927.5
2001,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,14211,1.0,52.0,7.0,365.9
2001,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,150637,7.0,503.0,4.6,333.9
2001,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,13169,0.0,55.0,0.0,417.6
2001,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,69722,0.0,67.0,0.0,96.1
2001,102,203.0,Woodford,11,Central,Mostly Rural,54.9,8825,0.0,7.0,0.0,79.3
2002,1,1.0,Adams,8,Central,Mostly Urban,32.6,15509,5.0,146.0,32.2,941.4
2002,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,2230,0.0,8.0,0.0,358.7
2002,3,5.0,Bond,3,Southern,Mostly Rural,60.7,3551,0.0,2.0,0.0,56.3
2002,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,12460,0.0,109.0,0.0,874.8
2002,5,9.0,Brown,8,Central,Mostly Urban,41.1,1054,0.0,1.0,0.0,94.9
2002,6,11.0,Bureau,13,Central,Mostly Rural,57.4,7907,0.0,49.0,0.0,619.7
2002,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,1019,0.0,3.0,0.0,294.4
2002,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,3530,2.0,28.0,56.7,793.2
2002,9,17.0,Cass,8,Central,Mostly Rural,52.1,3178,0.0,3.0,0.0,94.4
2002,10,19.0,Champaign,6,Central,Mostly Urban,12.7,35272,31.0,971.0,87.9,2752.9
2002,11,21.0,Christian,4,Central,Mostly Urban,43.5,7925,0.0,5.0,0.0,63.1
2002,12,23.0,Clark,5,Southern,Mostly Rural,59.5,3871,0.0,1.0,0.0,25.8
2002,13,25.0,Clay,4,Southern,Mostly Rural,64.7,3160,0.0,1.0,0.0,31.6
2002,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,8161,0.0,53.0,0.0,649.4
2002,15,29.0,Coles,5,Central,Mostly Urban,24.3,9408,8.0,85.0,85.0,903.5
2002,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,1304622,1780.0,28131.0,136.4,2156.3
2002,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,4174,0.0,90.0,0.0,2156.2
2002,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,2596,0.0,5.0,0.0,192.6
2002,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,19750,1.0,58.0,5.1,293.7
2002,20,39.0,De Witt,6,Central,Mostly Urban,48.8,3756,0.0,1.0,0.0,26.6
2002,21,41.0,Douglas,6,Central,Mostly Rural,61.6,4972,1.0,18.0,20.1,362.0
2002,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,228857,24.0,550.0,10.5,240.3
2002,23,45.0,Edgar,5,Central,Mostly Rural,51.8,4207,3.0,37.0,71.3,879.5
2002,24,47.0,Edwards,2,Southern,Completely Rural,100.0,1439,0.0,0.0,0.0,0.0
2002,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,8932,4.0,77.0,44.8,862.1
2002,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,4729,0.0,76.0,0.0,1607.1
2002,27,53.0,Ford,11,Central,Mostly Urban,41.8,3371,0.0,11.0,0.0,326.3
2002,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,8414,0.0,7.0,0.0,83.2
2002,29,57.0,Fulton,9,Central,Mostly Rural,60.0,7620,1.0,7.0,13.1,91.9
2002,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,1245,0.0,0.0,0.0,0.0
2002,31,61.0,Greene,7,Central,Mostly Rural,70.8,3376,0.0,6.0,0.0,177.7
2002,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,9547,1.0,66.0,10.5,691.3
2002,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,1791,0.0,0.0,0.0,0.0
2002,34,67.0,Hancock,9,Central,Mostly Rural,71.0,4292,0.0,2.0,0.0,46.6
2002,35,69.0,Hardin,2,Southern,Completely Rural,100.0,874,0.0,0.0,0.0,0.0
2002,36,71.0,Henderson,9,Central,Mostly Rural,99.7,1699,0.0,0.0,0.0,0.0
2002,37,73.0,Henry,14,Central,Mostly Rural,50.3,11506,1.0,201.0,8.7,1746.9
2002,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,7144,0.0,1.0,0.0,14.0
2002,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,10184,0.0,9.0,0.0,88.4
2002,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,2304,0.0,0.0,0.0,0.0
2002,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,8947,9.0,6.0,100.6,67.1
2002,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,5010,2.0,22.0,39.9,439.1
2002,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,4652,0.0,2.0,0.0,43.0
2002,44,87.0,Johnson,1,Southern,Completely Rural,100.0,2219,0.0,0.0,0.0,0.0
2002,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,126883,14.0,367.0,11.0,289.2
2002,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,26576,4.0,97.0,15.1,365.0
2002,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,17332,0.0,120.0,0.0,692.4
2002,48,95.0,Knox,9,Central,Mostly Urban,24.3,11241,10.0,65.0,89.0,578.2
2002,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,186000,26.0,551.0,14.0,296.2
2002,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,25914,9.0,39.0,34.7,150.5
2002,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,3181,0.0,0.0,0.0,0.0
2002,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,7968,0.0,10.0,0.0,125.5
2002,53,105.0,Livingston,11,Central,Mostly Urban,40.8,9128,0.0,169.0,0.0,1851.4
2002,54,107.0,Logan,11,Central,Mostly Urban,39.9,6079,0.0,209.0,0.0,3438.1
2002,55,109.0,McDonough,9,Central,Mostly Urban,29.5,5145,0.0,2.0,0.0,38.9
2002,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,77952,3.0,86.0,3.8,110.3
2002,57,113.0,McLean,11,Central,Mostly Urban,16.5,33805,6.0,83.0,17.7,245.5
2002,58,115.0,Macon,6,Central,Mostly Urban,15.3,25304,24.0,522.0,94.8,2062.9
2002,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,10879,4.0,33.0,36.8,303.3
2002,60,119.0,Madison,3,Southern,Mostly Urban,13.3,59941,30.0,837.0,50.0,1396.4
2002,61,121.0,Marion,4,Southern,Mostly Urban,45.1,9606,0.0,34.0,0.0,353.9
2002,62,123.0,Marshall,10,Central,Completely Rural,100.0,2809,0.0,11.0,0.0,391.6
2002,63,125.0,Mason,8,Central,Mostly Rural,77.5,3604,0.0,48.0,0.0,1331.9
2002,64,127.0,Massac,1,Southern,Mostly Rural,50.5,3264,0.0,26.0,0.0,796.6
2002,65,129.0,Menard,8,Central,Mostly Rural,75.7,2956,0.0,3.0,0.0,101.5
2002,66,131.0,Mercer,14,Central,Mostly Rural,77.8,3842,0.0,3.0,0.0,78.1
2002,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,7200,1.0,9.0,13.9,125.0
2002,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,6522,4.0,95.0,61.3,1456.6
2002,69,137.0,Morgan,7,Central,Mostly Urban,36.2,7505,14.0,55.0,186.5,732.8
2002,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,3402,0.0,17.0,0.0,499.7
2002,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,13086,1.0,54.0,7.6,412.7
2002,72,143.0,Peoria,10,Central,Mostly Urban,14.6,42684,162.0,1141.0,379.5,2673.1
2002,73,145.0,Perry,20,Southern,Mostly Urban,43.6,4574,0.0,5.0,0.0,109.3
2002,74,147.0,Piatt,6,Central,Mostly Rural,67.7,3634,0.0,23.0,0.0,632.9
2002,75,149.0,Pike,8,Central,Mostly Rural,72.3,3731,0.0,17.0,0.0,455.6
2002,76,151.0,Pope,1,Southern,Completely Rural,100.0,753,0.0,0.0,0.0,0.0
2002,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,1716,0.0,8.0,0.0,466.2
2002,78,155.0,Putnam,10,Central,Completely Rural,100.0,1371,0.0,0.0,0.0,0.0
2002,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,6827,0.0,7.0,0.0,102.5
2002,80,159.0,Richland,2,Southern,Mostly Urban,43.5,3540,0.0,4.0,0.0,113.0
2002,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,32544,3.0,209.0,9.2,642.2
2002,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,65752,18.0,526.0,27.4,800.0
2002,83,165.0,Saline,1,Southern,Mostly Urban,43.7,5743,0.0,42.0,0.0,731.3
2002,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,44270,32.0,368.0,72.3,831.3
2002,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,1461,0.0,5.0,0.0,342.2
2002,86,171.0,Scott,7,Central,Completely Rural,100.0,1225,0.0,0.0,0.0,0.0
2002,87,173.0,Shelby,4,Central,Mostly Rural,77.7,5158,0.0,5.0,0.0,96.9
2002,88,175.0,Stark,10,Central,Completely Rural,100.0,1450,0.0,1.0,0.0,69.0
2002,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,11090,3.0,104.0,27.1,937.8
2002,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,28866,12.0,348.0,41.6,1205.6
2002,91,181.0,Union,1,Southern,Mostly Rural,65.9,3901,0.0,0.0,0.0,0.0
2002,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,19261,11.0,251.0,57.1,1303.2
2002,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,2774,0.0,0.0,0.0,0.0
2002,94,187.0,Warren,9,Central,Mostly Urban,45.5,3875,0.0,13.0,0.0,335.5
2002,95,189.0,Washington,20,Southern,Mostly Rural,73.6,3507,0.0,0.0,0.0,0.0
2002,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,3631,0.0,27.0,0.0,743.6
2002,97,193.0,White,2,Southern,Mostly Rural,62.0,2977,2.0,23.0,67.2,772.6
2002,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,13977,0.0,28.0,0.0,200.3
2002,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,157693,2.0,424.0,1.3,268.9
2002,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,13146,5.0,87.0,38.0,661.8
2002,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,69877,0.0,56.0,0.0,80.1
2002,102,203.0,Woodford,11,Central,Mostly Rural,54.9,8810,0.0,3.0,0.0,34.1
2003,1,1.0,Adams,8,Central,Mostly Urban,32.6,15246,3.0,88.0,19.7,577.2
2003,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,2192,1.0,9.0,45.6,410.6
2003,3,5.0,Bond,3,Southern,Mostly Rural,60.7,3546,0.0,2.0,0.0,56.4
2003,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,12897,1.0,113.0,7.8,876.2
2003,5,9.0,Brown,8,Central,Mostly Urban,41.1,1076,0.0,0.0,0.0,0.0
2003,6,11.0,Bureau,13,Central,Mostly Rural,57.4,7873,2.0,17.0,25.4,215.9
2003,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,1037,0.0,2.0,0.0,192.9
2003,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,3474,0.0,10.0,0.0,287.9
2003,9,17.0,Cass,8,Central,Mostly Rural,52.1,3211,0.0,2.0,0.0,62.3
2003,10,19.0,Champaign,6,Central,Mostly Urban,12.7,35414,41.0,866.0,115.8,2445.4
2003,11,21.0,Christian,4,Central,Mostly Urban,43.5,7839,0.0,16.0,0.0,204.1
2003,12,23.0,Clark,5,Southern,Mostly Rural,59.5,3854,0.0,5.0,0.0,129.7
2003,13,25.0,Clay,4,Southern,Mostly Rural,64.7,3116,0.0,4.0,0.0,128.4
2003,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,8100,0.0,61.0,0.0,753.1
2003,15,29.0,Coles,5,Central,Mostly Urban,24.3,9330,16.0,77.0,171.5,825.3
2003,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,1289969,1825.0,29523.0,141.5,2288.7
2003,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,4043,0.0,84.0,0.0,2077.7
2003,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,2488,0.0,4.0,0.0,160.8
2003,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,19980,3.0,78.0,15.0,390.4
2003,20,39.0,De Witt,6,Central,Mostly Urban,48.8,3739,0.0,0.0,0.0,0.0
2003,21,41.0,Douglas,6,Central,Mostly Rural,61.6,4933,1.0,23.0,20.3,466.2
2003,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,227777,12.0,492.0,5.3,216.0
2003,23,45.0,Edgar,5,Central,Mostly Rural,51.8,4087,3.0,4.0,73.4,97.9
2003,24,47.0,Edwards,2,Southern,Completely Rural,100.0,1420,0.0,0.0,0.0,0.0
2003,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,8817,1.0,65.0,11.3,737.2
2003,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,4637,0.0,57.0,0.0,1229.2
2003,27,53.0,Ford,11,Central,Mostly Urban,41.8,3306,0.0,24.0,0.0,726.0
2003,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,8409,0.0,6.0,0.0,71.4
2003,29,57.0,Fulton,9,Central,Mostly Rural,60.0,7571,1.0,13.0,13.2,171.7
2003,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,1235,1.0,4.0,81.0,323.9
2003,31,61.0,Greene,7,Central,Mostly Rural,70.8,3316,0.0,11.0,0.0,331.7
2003,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,9689,1.0,81.0,10.3,836.0
2003,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,1758,0.0,0.0,0.0,0.0
2003,34,67.0,Hancock,9,Central,Mostly Rural,71.0,4222,0.0,4.0,0.0,94.7
2003,35,69.0,Hardin,2,Southern,Completely Rural,100.0,863,0.0,0.0,0.0,0.0
2003,36,71.0,Henderson,9,Central,Mostly Rural,99.7,1621,0.0,0.0,0.0,0.0
2003,37,73.0,Henry,14,Central,Mostly Rural,50.3,11485,0.0,215.0,0.0,1872.0
2003,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,7029,0.0,23.0,0.0,327.2
2003,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,10081,0.0,8.0,0.0,79.4
2003,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,2217,0.0,2.0,0.0,90.2
2003,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,8797,0.0,12.0,0.0,136.4
2003,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,4944,0.0,27.0,0.0,546.1
2003,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,4667,0.0,5.0,0.0,107.1
2003,44,87.0,Johnson,1,Southern,Completely Rural,100.0,2270,0.0,0.0,0.0,0.0
2003,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,130389,12.0,368.0,9.2,282.2
2003,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,26508,9.0,79.0,34.0,298.0
2003,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,18947,0.0,131.0,0.0,691.4
2003,48,95.0,Knox,9,Central,Mostly Urban,24.3,11003,9.0,44.0,81.8,399.9
2003,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,187797,14.0,412.0,7.5,219.4
2003,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,25662,3.0,36.0,11.7,140.3
2003,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,3184,0.0,1.0,0.0,31.4
2003,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,7817,0.0,18.0,0.0,230.3
2003,53,105.0,Livingston,11,Central,Mostly Urban,40.8,8999,2.0,195.0,22.2,2166.9
2003,54,107.0,Logan,11,Central,Mostly Urban,39.9,6042,0.0,204.0,0.0,3376.4
2003,55,109.0,McDonough,9,Central,Mostly Urban,29.5,5008,0.0,3.0,0.0,59.9
2003,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,79486,1.0,87.0,1.3,109.5
2003,57,113.0,McLean,11,Central,Mostly Urban,16.5,34120,26.0,92.0,76.2,269.6
2003,58,115.0,Macon,6,Central,Mostly Urban,15.3,24779,28.0,540.0,113.0,2179.3
2003,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,10774,2.0,28.0,18.6,259.9
2003,60,119.0,Madison,3,Southern,Mostly Urban,13.3,59600,64.0,777.0,107.4,1303.7
2003,61,121.0,Marion,4,Southern,Mostly Urban,45.1,9326,0.0,3.0,0.0,32.2
2003,62,123.0,Marshall,10,Central,Completely Rural,100.0,2834,0.0,12.0,0.0,423.4
2003,63,125.0,Mason,8,Central,Mostly Rural,77.5,3542,0.0,53.0,0.0,1496.3
2003,64,127.0,Massac,1,Southern,Mostly Rural,50.5,3240,1.0,27.0,30.9,833.3
2003,65,129.0,Menard,8,Central,Mostly Rural,75.7,2936,0.0,4.0,0.0,136.2
2003,66,131.0,Mercer,14,Central,Mostly Rural,77.8,3778,0.0,14.0,0.0,370.6
2003,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,7250,0.0,14.0,0.0,193.1
2003,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,6405,1.0,88.0,15.6,1373.9
2003,69,137.0,Morgan,7,Central,Mostly Urban,36.2,7348,19.0,70.0,258.6,952.6
2003,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,3362,0.0,10.0,0.0,297.4
2003,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,13126,3.0,42.0,22.9,320.0
2003,72,143.0,Peoria,10,Central,Mostly Urban,14.6,42302,130.0,1102.0,307.3,2605.1
2003,73,145.0,Perry,20,Southern,Mostly Urban,43.6,4504,0.0,1.0,0.0,22.2
2003,74,147.0,Piatt,6,Central,Mostly Rural,67.7,3666,1.0,15.0,27.3,409.2
2003,75,149.0,Pike,8,Central,Mostly Rural,72.3,3630,0.0,32.0,0.0,881.5
2003,76,151.0,Pope,1,Southern,Completely Rural,100.0,701,0.0,0.0,0.0,0.0
2003,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,1688,0.0,4.0,0.0,237.0
2003,78,155.0,Putnam,10,Central,Completely Rural,100.0,1337,0.0,0.0,0.0,0.0
2003,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,6790,0.0,8.0,0.0,117.8
2003,80,159.0,Richland,2,Southern,Mostly Urban,43.5,3464,0.0,5.0,0.0,144.3
2003,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,31983,0.0,130.0,0.0,406.5
2003,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,65441,18.0,479.0,27.5,732.0
2003,83,165.0,Saline,1,Southern,Mostly Urban,43.7,5733,0.0,39.0,0.0,680.3
2003,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,44030,89.0,1002.0,202.1,2275.7
2003,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,1441,0.0,3.0,0.0,208.2
2003,86,171.0,Scott,7,Central,Completely Rural,100.0,1212,0.0,0.0,0.0,0.0
2003,87,173.0,Shelby,4,Central,Mostly Rural,77.7,5017,0.0,3.0,0.0,59.8
2003,88,175.0,Stark,10,Central,Completely Rural,100.0,1429,0.0,1.0,0.0,70.0
2003,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,10898,2.0,87.0,18.4,798.3
2003,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,28531,6.0,349.0,21.0,1223.2
2003,91,181.0,Union,1,Southern,Mostly Rural,65.9,3820,0.0,0.0,0.0,0.0
2003,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,19036,20.0,252.0,105.1,1323.8
2003,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,2666,0.0,0.0,0.0,0.0
2003,94,187.0,Warren,9,Central,Mostly Urban,45.5,3756,0.0,15.0,0.0,399.4
2003,95,189.0,Washington,20,Southern,Mostly Rural,73.6,3427,0.0,0.0,0.0,0.0
2003,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,3585,0.0,47.0,0.0,1311.0
2003,97,193.0,White,2,Southern,Mostly Rural,62.0,2889,0.0,24.0,0.0,830.7
2003,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,13740,0.0,34.0,0.0,247.5
2003,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,164165,5.0,382.0,3.0,232.7
2003,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,13051,0.0,84.0,0.0,643.6
2003,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,69929,0.0,67.0,0.0,95.8
