year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,death,imprisonment,other,probation,death_rate,imprisonment_rate,other_rate,probation_rate
2002,27,53.0,Ford,11,Central,Mostly Urban,41.8,14087,0.0,6.0,8.0,14.0,0.0,42.6,56.8,99.4
2002,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,38842,0.0,36.0,10.0,75.0,0.0,92.7,25.7,193.1
2002,29,57.0,Fulton,9,Central,Mostly Rural,60.0,37488,0.0,76.0,1.0,88.0,0.0,202.7,2.7,234.7
2002,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,6175,0.0,9.0,0.0,24.0,0.0,145.7,0.0,388.7
2002,31,61.0,Greene,7,Central,Mostly Rural,70.8,14588,0.0,18.0,0.0,27.0,0.0,123.4,0.0,185.1
2002,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,38624,0.0,44.0,26.0,55.0,0.0,113.9,67.3,142.4
2002,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8370,0.0,28.0,2.0,16.0,0.0,334.5,23.9,191.2
2002,34,67.0,Hancock,9,Central,Mostly Rural,71.0,19590,0.0,17.0,11.0,26.0,0.0,86.8,56.2,132.7
2002,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4701,0.0,4.0,0.0,2.0,0.0,85.1,0.0,42.5
2002,36,71.0,Henderson,9,Central,Mostly Rural,99.7,8103,0.0,13.0,8.0,16.0,0.0,160.4,98.7,197.5
2002,37,73.0,Henry,14,Central,Mostly Rural,50.3,50166,0.0,87.0,22.0,143.0,0.0,173.4,43.9,285.1
2002,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,30698,0.0,22.0,6.0,61.0,0.0,71.7,19.5,198.7
2002,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,58577,0.0,73.0,21.0,180.0,0.0,124.6,35.9,307.3
2002,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,9972,0.0,11.0,4.0,32.0,0.0,110.3,40.1,320.9
2002,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,40028,0.0,132.0,55.0,128.0,0.0,329.8,137.4,319.8
2002,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,21898,0.0,46.0,15.0,76.0,0.0,210.1,68.5,347.1
2002,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22305,0.0,20.0,28.0,43.0,0.0,89.7,125.5,192.8
2002,44,87.0,Johnson,1,Southern,Completely Rural,100.0,12715,0.0,66.0,4.0,33.0,0.0,519.1,31.5,259.5
2002,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,440157,0.0,484.0,252.0,947.0,0.0,110.0,57.3,215.2
2002,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,105416,1.0,252.0,31.0,275.0,0.9,239.1,29.4,260.9
2002,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,61755,0.0,116.0,65.0,122.0,0.0,187.8,105.3,197.6
2002,48,95.0,Knox,9,Central,Mostly Urban,24.3,54650,0.0,66.0,0.0,147.0,0.0,120.8,0.0,269.0
2002,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,671443,0.0,885.0,59.0,1203.0,0.0,131.8,8.8,179.2
2002,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,111504,0.0,226.0,28.0,284.0,0.0,202.7,25.1,254.7
2002,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,16042,0.0,41.0,20.0,46.0,0.0,255.6,124.7,286.7
2002,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,35477,0.0,80.0,33.0,101.0,0.0,225.5,93.0,284.7
2002,53,105.0,Livingston,11,Central,Mostly Urban,40.8,39111,0.0,129.0,0.0,69.0,0.0,329.8,0.0,176.4
2002,54,107.0,Logan,11,Central,Mostly Urban,39.9,30713,0.0,97.0,4.0,92.0,0.0,315.8,13.0,299.5
2002,55,109.0,McDonough,9,Central,Mostly Urban,29.5,32813,0.0,45.0,10.0,50.0,0.0,137.1,30.5,152.4
2002,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,278222,0.0,219.0,187.0,252.0,0.0,78.7,67.2,90.6
2002,57,113.0,McLean,11,Central,Mostly Urban,16.5,155630,0.0,412.0,15.0,535.0,0.0,264.7,9.6,343.8
2002,58,115.0,Macon,6,Central,Mostly Urban,15.3,111980,1.0,499.0,10.0,317.0,0.9,445.6,8.9,283.1
2002,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,48769,0.0,92.0,5.0,90.0,0.0,188.6,10.3,184.5
2002,60,119.0,Madison,3,Southern,Mostly Urban,13.3,261346,0.0,585.0,11.0,1322.0,0.0,223.8,4.2,505.8
2002,61,121.0,Marion,4,Southern,Mostly Urban,45.1,40893,0.0,156.0,9.0,125.0,0.0,381.5,22.0,305.7
2002,62,123.0,Marshall,10,Central,Completely Rural,100.0,12941,0.0,1.0,3.0,8.0,0.0,7.7,23.2,61.8
2002,63,125.0,Mason,8,Central,Mostly Rural,77.5,15851,0.0,30.0,10.0,34.0,0.0,189.3,63.1,214.5
2002,64,127.0,Massac,1,Southern,Mostly Rural,50.5,15103,0.0,38.0,25.0,37.0,0.0,251.6,165.5,245.0
2002,65,129.0,Menard,8,Central,Mostly Rural,75.7,12473,0.0,9.0,2.0,16.0,0.0,72.2,16.0,128.3
2002,66,131.0,Mercer,14,Central,Mostly Rural,77.8,16872,0.0,11.0,5.0,25.0,0.0,65.2,29.6,148.2
2002,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,29195,0.0,12.0,3.0,59.0,0.0,41.1,10.3,202.1
2002,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,30440,0.0,75.0,24.0,62.0,0.0,246.4,78.8,203.7
2002,69,137.0,Morgan,7,Central,Mostly Urban,36.2,36064,0.0,52.0,1.0,80.0,0.0,144.2,2.8,221.8
2002,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14267,0.0,21.0,1.0,38.0,0.0,147.2,7.0,266.3
2002,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,52138,0.0,75.0,35.0,109.0,0.0,143.8,67.1,209.1
2002,72,143.0,Peoria,10,Central,Mostly Urban,14.6,182453,0.0,387.0,0.0,400.0,0.0,212.1,0.0,219.2
2002,73,145.0,Perry,20,Southern,Mostly Urban,43.6,22719,0.0,41.0,27.0,40.0,0.0,180.5,118.8,176.1
2002,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16162,0.0,7.0,1.0,23.0,0.0,43.3,6.2,142.3
2002,75,149.0,Pike,8,Central,Mostly Rural,72.3,16986,0.0,52.0,0.0,49.0,0.0,306.1,0.0,288.5
2002,76,151.0,Pope,1,Southern,Completely Rural,100.0,4292,0.0,5.0,1.0,7.0,0.0,116.5,23.3,163.1
2002,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,7083,0.0,4.0,1.0,25.0,0.0,56.5,14.1,353.0
2002,78,155.0,Putnam,10,Central,Completely Rural,100.0,6068,0.0,9.0,3.0,8.0,0.0,148.3,49.4,131.8
2002,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,33273,0.0,58.0,32.0,93.0,0.0,174.3,96.2,279.5
2002,80,159.0,Richland,2,Southern,Mostly Urban,43.5,16155,0.0,29.0,0.0,84.0,0.0,179.5,0.0,520.0
2002,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,148140,0.0,205.0,73.0,509.0,0.0,138.4,49.3,343.6
2002,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,257123,0.0,342.0,94.0,673.0,0.0,133.0,36.6,261.7
2002,83,165.0,Saline,1,Southern,Mostly Urban,43.7,26269,0.0,64.0,8.0,124.0,0.0,243.6,30.5,472.0
2002,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,191486,0.0,243.0,7.0,220.0,0.0,126.9,3.7,114.9
2002,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,6998,0.0,13.0,4.0,21.0,0.0,185.8,57.2,300.1
2002,86,171.0,Scott,7,Central,Completely Rural,100.0,5452,0.0,16.0,2.0,4.0,0.0,293.5,36.7,73.4
2002,87,173.0,Shelby,4,Central,Mostly Rural,77.7,22490,0.0,44.0,26.0,38.0,0.0,195.6,115.6,169.0
2002,88,175.0,Stark,10,Central,Completely Rural,100.0,6255,0.0,1.0,0.0,11.0,0.0,16.0,0.0,175.9
2002,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,48034,0.0,133.0,1.0,163.0,0.0,276.9,2.1,339.3
2002,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,128107,0.0,233.0,10.0,437.0,0.0,181.9,7.8,341.1
2002,91,181.0,Union,1,Southern,Mostly Rural,65.9,18108,0.0,33.0,2.0,15.0,0.0,182.2,11.0,82.8
2002,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,82909,0.0,154.0,26.0,282.0,0.0,185.7,31.4,340.1
2002,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,12633,0.0,40.0,28.0,34.0,0.0,316.6,221.6,269.1
2002,94,187.0,Warren,9,Central,Mostly Urban,45.5,18327,0.0,24.0,9.0,34.0,0.0,131.0,49.1,185.5
2002,95,189.0,Washington,20,Southern,Mostly Rural,73.6,15084,0.0,37.0,23.0,28.0,0.0,245.3,152.5,185.6
2002,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,16914,0.0,30.0,5.0,43.0,0.0,177.4,29.6,254.2
2002,97,193.0,White,2,Southern,Mostly Rural,62.0,15100,0.0,52.0,13.0,86.0,0.0,344.4,86.1,569.5
2002,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,60092,0.0,136.0,26.0,169.0,0.0,226.3,43.3,281.2
2002,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,555566,0.0,692.0,242.0,609.0,0.0,124.6,43.6,109.6
2002,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,62089,0.0,80.0,27.0,100.0,0.0,128.8,43.5,161.1
2002,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,282572,0.0,655.0,223.0,1047.0,0.0,231.8,78.9,370.5
2002,102,203.0,Woodford,11,Central,Mostly Rural,54.9,35698,0.0,42.0,1.0,65.0,0.0,117.7,2.8,182.1
2003,1,1.0,Adams,8,Central,Mostly Urban,32.6,67188,0.0,144.0,52.0,181.0,0.0,214.3,77.4,269.4
2003,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,9038,0.0,18.0,5.0,27.0,0.0,199.2,55.3,298.7
2003,3,5.0,Bond,3,Southern,Mostly Rural,60.7,18062,0.0,21.0,4.0,41.0,0.0,116.3,22.1,227.0
2003,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,46089,0.0,108.0,3.0,77.0,0.0,234.3,6.5,167.1
2003,5,9.0,Brown,8,Central,Mostly Urban,41.1,6847,0.0,9.0,2.0,3.0,0.0,131.4,29.2,43.8
2003,6,11.0,Bureau,13,Central,Mostly Rural,57.4,34958,0.0,40.0,2.0,37.0,0.0,114.4,5.7,105.8
2003,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5097,0.0,5.0,2.0,8.0,0.0,98.1,39.2,157.0
2003,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,16328,0.0,27.0,7.0,27.0,0.0,165.4,42.9,165.4
2003,9,17.0,Cass,8,Central,Mostly Rural,52.1,13642,0.0,23.0,0.0,50.0,0.0,168.6,0.0,366.5
2003,10,19.0,Champaign,6,Central,Mostly Urban,12.7,185280,0.0,632.0,156.0,847.0,0.0,341.1,84.2,457.1
2003,11,21.0,Christian,4,Central,Mostly Urban,43.5,34944,0.0,104.0,8.0,79.0,0.0,297.6,22.9,226.1
2003,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16819,0.0,47.0,5.0,56.0,0.0,279.4,29.7,333.0
2003,13,25.0,Clay,4,Southern,Mostly Rural,64.7,14065,0.0,30.0,0.0,44.0,0.0,213.3,0.0,312.8
2003,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,35839,0.0,29.0,7.0,92.0,0.0,80.9,19.5,256.7
2003,15,29.0,Coles,5,Central,Mostly Urban,24.3,52337,0.0,142.0,30.0,237.0,0.0,271.3,57.3,452.8
2003,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5330484,0.0,20955.0,980.0,10753.0,0.0,393.1,18.4,201.7
2003,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,19920,0.0,56.0,3.0,65.0,0.0,281.1,15.1,326.3
2003,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,10912,0.0,12.0,4.0,12.0,0.0,110.0,36.7,110.0
2003,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,94804,0.0,92.0,73.0,217.0,0.0,97.0,77.0,228.9
2003,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16494,0.0,21.0,1.0,38.0,0.0,127.3,6.1,230.4
2003,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19729,0.0,21.0,1.0,40.0,0.0,106.4,5.1,202.7
2003,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,920457,0.0,2135.0,25.0,752.0,0.0,231.9,2.7,81.7
2003,23,45.0,Edgar,5,Central,Mostly Rural,51.8,19124,0.0,86.0,6.0,105.0,0.0,449.7,31.4,549.0
2003,24,47.0,Edwards,2,Southern,Completely Rural,100.0,6792,0.0,29.0,6.0,38.0,0.0,427.0,88.3,559.5
2003,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,34422,0.0,53.0,9.0,70.0,0.0,154.0,26.1,203.4
2003,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,21086,0.0,62.0,5.0,92.0,0.0,294.0,23.7,436.3
2003,27,53.0,Ford,11,Central,Mostly Urban,41.8,14034,0.0,14.0,10.0,26.0,0.0,99.8,71.3,185.3
2003,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,38958,0.0,55.0,12.0,53.0,0.0,141.2,30.8,136.0
2003,29,57.0,Fulton,9,Central,Mostly Rural,60.0,37516,0.0,83.0,0.0,116.0,0.0,221.2,0.0,309.2
2003,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,6148,0.0,4.0,0.0,11.0,0.0,65.1,0.0,178.9
2003,31,61.0,Greene,7,Central,Mostly Rural,70.8,14339,0.0,25.0,0.0,32.0,0.0,174.3,0.0,223.2
2003,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,39414,0.0,51.0,7.0,40.0,0.0,129.4,17.8,101.5
2003,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8318,0.0,23.0,7.0,18.0,0.0,276.5,84.2,216.4
2003,34,67.0,Hancock,9,Central,Mostly Rural,71.0,19386,0.0,20.0,8.0,35.0,0.0,103.2,41.3,180.5
2003,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4737,0.0,11.0,1.0,5.0,0.0,232.2,21.1,105.6
2003,36,71.0,Henderson,9,Central,Mostly Rural,99.7,7944,0.0,14.0,8.0,32.0,0.0,176.2,100.7,402.8
2003,37,73.0,Henry,14,Central,Mostly Rural,50.3,50263,0.0,123.0,33.0,140.0,0.0,244.7,65.7,278.5
2003,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,30539,0.0,23.0,3.0,89.0,0.0,75.3,9.8,291.4
2003,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,58750,0.0,58.0,28.0,178.0,0.0,98.7,47.7,303.0
2003,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,9900,0.0,10.0,1.0,29.0,0.0,101.0,10.1,292.9
2003,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,40028,0.0,126.0,47.0,96.0,0.0,314.8,117.4,239.8
2003,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,21938,0.0,54.0,30.0,75.0,0.0,246.1,136.7,341.9
2003,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22430,0.0,20.0,28.0,51.0,0.0,89.2,124.8,227.4
2003,44,87.0,Johnson,1,Southern,Completely Rural,100.0,13445,0.0,39.0,8.0,39.0,0.0,290.1,59.5,290.1
2003,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,453855,0.0,382.0,118.0,442.0,0.0,84.2,26.0,97.4
2003,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,106096,0.0,377.0,50.0,318.0,0.0,355.3,47.1,299.7
2003,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,66868,0.0,107.0,76.0,167.0,0.0,160.0,113.7,249.7
2003,48,95.0,Knox,9,Central,Mostly Urban,24.3,53939,0.0,59.0,0.0,196.0,0.0,109.4,0.0,363.4
2003,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,676086,0.0,773.0,103.0,1272.0,0.0,114.3,15.2,188.1
2003,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,110468,0.0,215.0,29.0,279.0,0.0,194.6,26.3,252.6
2003,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,16407,0.0,45.0,21.0,63.0,0.0,274.3,128.0,384.0
2003,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,35096,0.0,50.0,14.0,102.0,0.0,142.5,39.9,290.6
2003,53,105.0,Livingston,11,Central,Mostly Urban,40.8,38572,0.0,191.0,0.0,80.0,0.0,495.2,0.0,207.4
2003,54,107.0,Logan,11,Central,Mostly Urban,39.9,30486,0.0,128.0,5.0,94.0,0.0,419.9,16.4,308.3
2003,55,109.0,McDonough,9,Central,Mostly Urban,29.5,33001,0.0,36.0,11.0,17.0,0.0,109.1,33.3,51.5
2003,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,286909,0.0,228.0,140.0,250.0,0.0,79.5,48.8,87.1
2003,57,113.0,McLean,11,Central,Mostly Urban,16.5,157257,0.0,452.0,19.0,486.0,0.0,287.4,12.1,309.0
2003,58,115.0,Macon,6,Central,Mostly Urban,15.3,110656,0.0,575.0,34.0,375.0,0.0,519.6,30.7,338.9
2003,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,48709,0.0,110.0,12.0,118.0,0.0,225.8,24.6,242.3
2003,60,119.0,Madison,3,Southern,Mostly Urban,13.3,263023,0.0,712.0,2.0,1243.0,0.0,270.7,0.8,472.6
2003,61,121.0,Marion,4,Southern,Mostly Urban,45.1,40454,0.0,133.0,12.0,131.0,0.0,328.8,29.7,323.8
2003,62,123.0,Marshall,10,Central,Completely Rural,100.0,12905,0.0,5.0,2.0,12.0,0.0,38.7,15.5,93.0
2003,63,125.0,Mason,8,Central,Mostly Rural,77.5,15711,0.0,30.0,14.0,50.0,0.0,190.9,89.1,318.2
2003,64,127.0,Massac,1,Southern,Mostly Rural,50.5,15043,0.0,46.0,3.0,69.0,0.0,305.8,19.9,458.7
2003,65,129.0,Menard,8,Central,Mostly Rural,75.7,12473,0.0,16.0,1.0,33.0,0.0,128.3,8.0,264.6
2003,66,131.0,Mercer,14,Central,Mostly Rural,77.8,16751,0.0,15.0,7.0,20.0,0.0,89.5,41.8,119.4
2003,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,29936,0.0,17.0,5.0,51.0,0.0,56.8,16.7,170.4
2003,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,30176,0.0,71.0,26.0,63.0,0.0,235.3,86.2,208.8
2003,69,137.0,Morgan,7,Central,Mostly Urban,36.2,35958,0.0,68.0,7.0,84.0,0.0,189.1,19.5,233.6
2003,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14284,0.0,28.0,2.0,39.0,0.0,196.0,14.0,273.0
2003,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,52808,0.0,54.0,20.0,100.0,0.0,102.3,37.9,189.4
2003,72,143.0,Peoria,10,Central,Mostly Urban,14.6,181901,0.0,378.0,0.0,380.0,0.0,207.8,0.0,208.9
2003,73,145.0,Perry,20,Southern,Mostly Urban,43.6,22618,0.0,37.0,32.0,37.0,0.0,163.6,141.5,163.6
2003,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16287,0.0,10.0,1.0,24.0,0.0,61.4,6.1,147.4
2003,75,149.0,Pike,8,Central,Mostly Rural,72.3,16790,0.0,43.0,8.0,62.0,0.0,256.1,47.6,369.3
2003,76,151.0,Pope,1,Southern,Completely Rural,100.0,4612,0.0,3.0,1.0,4.0,0.0,65.0,21.7,86.7
2003,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,6946,0.0,22.0,6.0,33.0,0.0,316.7,86.4,475.1
2003,78,155.0,Putnam,10,Central,Completely Rural,100.0,6074,0.0,12.0,2.0,14.0,0.0,197.6,32.9,230.5
2003,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,33064,0.0,72.0,20.0,92.0,0.0,217.8,60.5,278.2
2003,80,159.0,Richland,2,Southern,Mostly Urban,43.5,16049,0.0,43.0,12.0,80.0,0.0,267.9,74.8,498.5
2003,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,147044,0.0,243.0,70.0,486.0,0.0,165.3,47.6,330.5
2003,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,257753,0.0,448.0,66.0,631.0,0.0,173.8,25.6,244.8
2003,83,165.0,Saline,1,Southern,Mostly Urban,43.7,26112,0.0,67.0,15.0,96.0,0.0,256.6,57.4,367.6
2003,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,191850,0.0,281.0,23.0,220.0,0.0,146.5,12.0,114.7
2003,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,6974,0.0,9.0,6.0,15.0,0.0,129.1,86.0,215.1
2003,86,171.0,Scott,7,Central,Completely Rural,100.0,5429,0.0,1.0,0.0,1.0,0.0,18.4,0.0,18.4
2003,87,173.0,Shelby,4,Central,Mostly Rural,77.7,22370,0.0,67.0,12.0,54.0,0.0,299.5,53.6,241.4
2003,88,175.0,Stark,10,Central,Completely Rural,100.0,6174,1.0,1.0,0.0,5.0,16.2,16.2,0.0,81.0
2003,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,47996,0.0,141.0,8.0,199.0,0.0,293.8,16.7,414.6
2003,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,127768,0.0,230.0,15.0,388.0,0.0,180.0,11.7,303.7
2003,91,181.0,Union,1,Southern,Mostly Rural,65.9,18137,0.0,49.0,8.0,58.0,0.0,270.2,44.1,319.8
2003,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,82364,0.0,122.0,9.0,265.0,0.0,148.1,10.9,321.7
2003,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,12541,0.0,48.0,9.0,55.0,0.0,382.7,71.8,438.6
2003,94,187.0,Warren,9,Central,Mostly Urban,45.5,18114,0.0,15.0,7.0,31.0,0.0,82.8,38.6,171.1
2003,95,189.0,Washington,20,Southern,Mostly Rural,73.6,15110,0.0,35.0,13.0,44.0,0.0,231.6,86.0,291.2
2003,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,16791,0.0,50.0,3.0,55.0,0.0,297.8,17.9,327.6
2003,97,193.0,White,2,Southern,Mostly Rural,62.0,14948,0.0,62.0,24.0,79.0,0.0,414.8,160.6,528.5
2003,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,59546,0.0,180.0,22.0,188.0,0.0,302.3,36.9,315.7
2003,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,580392,0.0,826.0,207.0,677.0,0.0,142.3,35.7,116.6
2003,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,62315,0.0,76.0,24.0,113.0,0.0,122.0,38.5,181.3
2003,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,285120,0.0,650.0,205.0,910.0,0.0,228.0,71.9,319.2
2003,102,203.0,Woodford,11,Central,Mostly Rural,54.9,36021,0.0,48.0,4.0,82.0,0.0,133.3,11.1,227.6
2004,1,1.0,Adams,8,Central,Mostly Urban,32.6,66724,0.0,182.0,0.0,183.0,0.0,272.8,0.0,274.3
2004,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,8938,0.0,8.0,0.0,22.0,0.0,89.5,0.0,246.1
2004,3,5.0,Bond,3,Southern,Mostly Rural,60.7,18243,0.0,28.0,0.0,38.0,0.0,153.5,0.0,208.3
2004,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,47693,0.0,91.0,17.0,134.0,0.0,190.8,35.6,281.0
2004,5,9.0,Brown,8,Central,Mostly Urban,41.1,6777,0.0,15.0,1.0,7.0,0.0,221.3,14.8,103.3
2004,6,11.0,Bureau,13,Central,Mostly Rural,57.4,34786,0.0,51.0,6.0,43.0,0.0,146.6,17.2,123.6
2004,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5104,0.0,5.0,1.0,14.0,0.0,98.0,19.6,274.3
2004,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,16179,0.0,20.0,5.0,23.0,0.0,123.6,30.9,142.2
2004,9,17.0,Cass,8,Central,Mostly Rural,52.1,13593,0.0,47.0,1.0,68.0,0.0,345.8,7.4,500.3
2004,10,19.0,Champaign,6,Central,Mostly Urban,12.7,186361,0.0,593.0,112.0,724.0,0.0,318.2,60.1,388.5
2004,11,21.0,Christian,4,Central,Mostly Urban,43.5,35010,0.0,101.0,7.0,67.0,0.0,288.5,20.0,191.4
2004,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16803,0.0,51.0,1.0,42.0,0.0,303.5,6.0,250.0
2004,13,25.0,Clay,4,Southern,Mostly Rural,64.7,13974,0.0,44.0,1.0,51.0,0.0,314.9,7.2,365.0
2004,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,35955,0.0,72.0,3.0,81.0,0.0,200.3,8.3,225.3
2004,15,29.0,Coles,5,Central,Mostly Urban,24.3,52381,0.0,197.0,18.0,218.0,0.0,376.1,34.4,416.2
2004,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5302421,2.0,16737.0,423.0,14182.0,0.0,315.6,8.0,267.5
2004,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,19820,0.0,74.0,4.0,73.0,0.0,373.4,20.2,368.3
2004,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,10895,0.0,18.0,5.0,6.0,0.0,165.2,45.9,55.1
2004,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,97079,0.0,127.0,83.0,192.0,0.0,130.8,85.5,197.8
2004,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16421,0.0,20.0,0.0,40.0,0.0,121.8,0.0,243.6
2004,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19738,0.0,33.0,0.0,41.0,0.0,167.2,0.0,207.7
2004,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,922962,0.0,890.0,336.0,1429.0,0.0,96.4,36.4,154.8
2004,23,45.0,Edgar,5,Central,Mostly Rural,51.8,19046,0.0,89.0,15.0,113.0,0.0,467.3,78.8,593.3
2004,24,47.0,Edwards,2,Southern,Completely Rural,100.0,6706,0.0,14.0,2.0,4.0,0.0,208.8,29.8,59.6
2004,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,34520,0.0,60.0,4.0,67.0,0.0,173.8,11.6,194.1
2004,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,20597,0.0,62.0,7.0,80.0,0.0,301.0,34.0,388.4
2004,27,53.0,Ford,11,Central,Mostly Urban,41.8,14049,0.0,11.0,3.0,22.0,0.0,78.3,21.4,156.6
2004,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,39149,0.0,60.0,14.0,70.0,0.0,153.3,35.8,178.8
2004,29,57.0,Fulton,9,Central,Mostly Rural,60.0,37372,0.0,87.0,1.0,109.0,0.0,232.8,2.7,291.7
2004,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,6108,0.0,9.0,1.0,42.0,0.0,147.3,16.4,687.6
