year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,total,total_rate
2002,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4701,0.0,0.0
2002,36,71.0,Henderson,9,Central,Mostly Rural,99.7,8103,0.0,0.0
2002,37,73.0,Henry,14,Central,Mostly Rural,50.3,50166,402.0,801.3
2002,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,30698,20.0,65.2
2002,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,58577,121.0,206.6
2002,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,9972,9.0,90.3
2002,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,40028,61.0,152.4
2002,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,21898,113.0,516.0
2002,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22305,49.0,219.7
2002,44,87.0,Johnson,1,Southern,Completely Rural,100.0,12715,0.0,0.0
2002,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,440157,1524.0,346.2
2002,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,105416,662.0,628.0
2002,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,61755,349.0,565.1
2002,48,95.0,Knox,9,Central,Mostly Urban,24.3,54650,561.0,1026.5
2002,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,671443,3276.0,487.9
2002,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,111504,389.0,348.9
2002,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,16042,97.0,604.7
2002,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,35477,125.0,352.3
2002,53,105.0,Livingston,11,Central,Mostly Urban,40.8,39111,361.0,923.0
2002,54,107.0,Logan,11,Central,Mostly Urban,39.9,30713,909.0,2959.7
2002,55,109.0,McDonough,9,Central,Mostly Urban,29.5,32813,67.0,204.2
2002,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,278222,550.0,197.7
2002,57,113.0,McLean,11,Central,Mostly Urban,16.5,155630,603.0,387.5
2002,58,115.0,Macon,6,Central,Mostly Urban,15.3,111980,2073.0,1851.2
2002,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,48769,155.0,317.8
2002,60,119.0,Madison,3,Southern,Mostly Urban,13.3,261346,2886.0,1104.3
2002,61,121.0,Marion,4,Southern,Mostly Urban,45.1,40893,137.0,335.0
2002,62,123.0,Marshall,10,Central,Completely Rural,100.0,12941,52.0,401.8
2002,63,125.0,Mason,8,Central,Mostly Rural,77.5,15851,88.0,555.2
2002,64,127.0,Massac,1,Southern,Mostly Rural,50.5,15103,137.0,907.1
2002,65,129.0,Menard,8,Central,Mostly Rural,75.7,12473,33.0,264.6
2002,66,131.0,Mercer,14,Central,Mostly Rural,77.8,16872,70.0,414.9
2002,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,29195,34.0,116.5
2002,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,30440,391.0,1284.5
2002,69,137.0,Morgan,7,Central,Mostly Urban,36.2,36064,256.0,709.8
2002,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14267,17.0,119.2
2002,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,52138,219.0,420.0
2002,72,143.0,Peoria,10,Central,Mostly Urban,14.6,182453,3161.0,1732.5
2002,73,145.0,Perry,20,Southern,Mostly Urban,43.6,22719,23.0,101.2
2002,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16162,75.0,464.1
2002,75,149.0,Pike,8,Central,Mostly Rural,72.3,16986,11.0,64.8
2002,76,151.0,Pope,1,Southern,Completely Rural,100.0,4292,0.0,0.0
2002,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,7083,31.0,437.7
2002,78,155.0,Putnam,10,Central,Completely Rural,100.0,6068,0.0,0.0
2002,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,33273,53.0,159.3
2002,80,159.0,Richland,2,Southern,Mostly Urban,43.5,16155,38.0,235.2
2002,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,148140,1410.0,951.8
2002,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,257123,1309.0,509.1
2002,83,165.0,Saline,1,Southern,Mostly Urban,43.7,26269,292.0,1111.6
2002,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,191486,2072.0,1082.1
2002,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,6998,26.0,371.5
2002,86,171.0,Scott,7,Central,Completely Rural,100.0,5452,1.0,18.3
2002,87,173.0,Shelby,4,Central,Mostly Rural,77.7,22490,23.0,102.3
2002,88,175.0,Stark,10,Central,Completely Rural,100.0,6255,9.0,143.9
2002,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,48034,1365.0,2841.7
2002,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,128107,1143.0,892.2
2002,91,181.0,Union,1,Southern,Mostly Rural,65.9,18108,15.0,82.8
2002,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,82909,843.0,1016.8
2002,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,12633,0.0,0.0
2002,94,187.0,Warren,9,Central,Mostly Urban,45.5,18327,116.0,632.9
2002,95,189.0,Washington,20,Southern,Mostly Rural,73.6,15084,0.0,0.0
2002,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,16914,63.0,372.5
2002,97,193.0,White,2,Southern,Mostly Rural,62.0,15100,43.0,284.8
2002,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,60092,431.0,717.2
2002,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,555566,2289.0,412.0
2002,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,62089,295.0,475.1
2002,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,282572,197.0,69.7
2002,102,203.0,Woodford,11,Central,Mostly Rural,54.9,35698,80.0,224.1
2003,1,1.0,Adams,8,Central,Mostly Urban,32.6,67188,529.0,787.3
2003,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,9038,37.0,409.4
2003,3,5.0,Bond,3,Southern,Mostly Rural,60.7,18062,13.0,72.0
2003,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,46089,194.0,420.9
2003,5,9.0,Brown,8,Central,Mostly Urban,41.1,6847,5.0,73.0
2003,6,11.0,Bureau,13,Central,Mostly Rural,57.4,34958,72.0,206.0
2003,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5097,5.0,98.1
2003,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,16328,43.0,263.4
2003,9,17.0,Cass,8,Central,Mostly Rural,52.1,13642,16.0,117.3
2003,10,19.0,Champaign,6,Central,Mostly Urban,12.7,185280,3672.0,1981.9
2003,11,21.0,Christian,4,Central,Mostly Urban,43.5,34944,132.0,377.7
2003,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16819,28.0,166.5
2003,13,25.0,Clay,4,Southern,Mostly Rural,64.7,14065,56.0,398.2
2003,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,35839,139.0,387.8
2003,15,29.0,Coles,5,Central,Mostly Urban,24.3,52337,290.0,554.1
2003,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5330484,84250.0,1580.5
2003,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,19920,310.0,1556.2
2003,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,10912,29.0,265.8
2003,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,94804,194.0,204.6
2003,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16494,0.0,0.0
2003,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19729,69.0,349.7
2003,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,920457,2419.0,262.8
2003,23,45.0,Edgar,5,Central,Mostly Rural,51.8,19124,33.0,172.6
2003,24,47.0,Edwards,2,Southern,Completely Rural,100.0,6792,0.0,0.0
2003,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,34422,142.0,412.5
2003,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,21086,212.0,1005.4
2003,27,53.0,Ford,11,Central,Mostly Urban,41.8,14034,49.0,349.2
2003,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,38958,115.0,295.2
2003,29,57.0,Fulton,9,Central,Mostly Rural,60.0,37516,79.0,210.6
2003,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,6148,9.0,146.4
2003,31,61.0,Greene,7,Central,Mostly Rural,70.8,14339,36.0,251.1
2003,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,39414,233.0,591.2
2003,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8318,0.0,0.0
2003,34,67.0,Hancock,9,Central,Mostly Rural,71.0,19386,22.0,113.5
2003,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4737,0.0,0.0
2003,36,71.0,Henderson,9,Central,Mostly Rural,99.7,7944,0.0,0.0
2003,37,73.0,Henry,14,Central,Mostly Rural,50.3,50263,391.0,777.9
2003,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,30539,80.0,262.0
2003,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,58750,139.0,236.6
2003,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,9900,18.0,181.8
2003,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,40028,57.0,142.4
2003,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,21938,144.0,656.4
2003,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22430,37.0,165.0
2003,44,87.0,Johnson,1,Southern,Completely Rural,100.0,13445,0.0,0.0
2003,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,453855,1624.0,357.8
2003,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,106096,624.0,588.1
2003,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,66868,362.0,541.4
2003,48,95.0,Knox,9,Central,Mostly Urban,24.3,53939,533.0,988.2
2003,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,676086,2554.0,377.8
2003,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,110468,447.0,404.6
2003,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,16407,79.0,481.5
2003,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,35096,97.0,276.4
2003,53,105.0,Livingston,11,Central,Mostly Urban,40.8,38572,469.0,1215.9
2003,54,107.0,Logan,11,Central,Mostly Urban,39.9,30486,887.0,2909.5
2003,55,109.0,McDonough,9,Central,Mostly Urban,29.5,33001,68.0,206.1
2003,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,286909,588.0,204.9
2003,57,113.0,McLean,11,Central,Mostly Urban,16.5,157257,694.0,441.3
2003,58,115.0,Macon,6,Central,Mostly Urban,15.3,110656,2043.0,1846.3
2003,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,48709,160.0,328.5
2003,60,119.0,Madison,3,Southern,Mostly Urban,13.3,263023,2616.0,994.6
2003,61,121.0,Marion,4,Southern,Mostly Urban,45.1,40454,124.0,306.5
2003,62,123.0,Marshall,10,Central,Completely Rural,100.0,12905,40.0,310.0
2003,63,125.0,Mason,8,Central,Mostly Rural,77.5,15711,83.0,528.3
2003,64,127.0,Massac,1,Southern,Mostly Rural,50.5,15043,122.0,811.0
2003,65,129.0,Menard,8,Central,Mostly Rural,75.7,12473,42.0,336.7
2003,66,131.0,Mercer,14,Central,Mostly Rural,77.8,16751,47.0,280.6
2003,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,29936,57.0,190.4
2003,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,30176,293.0,971.0
2003,69,137.0,Morgan,7,Central,Mostly Urban,36.2,35958,234.0,650.8
2003,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14284,48.0,336.0
2003,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,52808,174.0,329.5
2003,72,143.0,Peoria,10,Central,Mostly Urban,14.6,181901,2880.0,1583.3
2003,73,145.0,Perry,20,Southern,Mostly Urban,43.6,22618,25.0,110.5
2003,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16287,86.0,528.0
2003,75,149.0,Pike,8,Central,Mostly Rural,72.3,16790,22.0,131.0
2003,76,151.0,Pope,1,Southern,Completely Rural,100.0,4612,0.0,0.0
2003,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,6946,7.0,100.8
2003,78,155.0,Putnam,10,Central,Completely Rural,100.0,6074,0.0,0.0
2003,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,33064,66.0,199.6
2003,80,159.0,Richland,2,Southern,Mostly Urban,43.5,16049,31.0,193.2
2003,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,147044,1251.0,850.8
2003,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,257753,1230.0,477.2
2003,83,165.0,Saline,1,Southern,Mostly Urban,43.7,26112,177.0,677.8
2003,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,191850,3336.0,1738.9
2003,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,6974,13.0,186.4
2003,86,171.0,Scott,7,Central,Completely Rural,100.0,5429,0.0,0.0
2003,87,173.0,Shelby,4,Central,Mostly Rural,77.7,22370,28.0,125.2
2003,88,175.0,Stark,10,Central,Completely Rural,100.0,6174,12.0,194.4
2003,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,47996,1137.0,2368.9
2003,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,127768,1117.0,874.2
2003,91,181.0,Union,1,Southern,Mostly Rural,65.9,18137,26.0,143.4
2003,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,82364,921.0,1118.2
2003,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,12541,0.0,0.0
2003,94,187.0,Warren,9,Central,Mostly Urban,45.5,18114,91.0,502.4
2003,95,189.0,Washington,20,Southern,Mostly Rural,73.6,15110,0.0,0.0
2003,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,16791,107.0,637.2
2003,97,193.0,White,2,Southern,Mostly Rural,62.0,14948,52.0,347.9
2003,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,59546,415.0,696.9
2003,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,580392,2094.0,360.8
2003,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,62315,325.0,521.5
2003,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,285120,180.0,63.1
2003,102,203.0,Woodford,11,Central,Mostly Rural,54.9,36021,72.0,199.9
2004,1,1.0,Adams,8,Central,Mostly Urban,32.6,66724,462.0,692.4
2004,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,8938,62.0,693.7
2004,3,5.0,Bond,3,Southern,Mostly Rural,60.7,18243,13.0,71.3
2004,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,47693,127.0,266.3
2004,5,9.0,Brown,8,Central,Mostly Urban,41.1,6777,1.0,14.8
2004,6,11.0,Bureau,13,Central,Mostly Rural,57.4,34786,38.0,109.2
2004,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5104,0.0,0.0
2004,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,16179,42.0,259.6
2004,9,17.0,Cass,8,Central,Mostly Rural,52.1,13593,27.0,198.6
2004,10,19.0,Champaign,6,Central,Mostly Urban,12.7,186361,4155.0,2229.5
2004,11,21.0,Christian,4,Central,Mostly Urban,43.5,35010,111.0,317.1
2004,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16803,19.0,113.1
2004,13,25.0,Clay,4,Southern,Mostly Rural,64.7,13974,72.0,515.2
2004,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,35955,180.0,500.6
2004,15,29.0,Coles,5,Central,Mostly Urban,24.3,52381,199.0,379.9
2004,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5302421,80120.0,1511.0
2004,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,19820,352.0,1776.0
2004,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,10895,32.0,293.7
2004,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,97079,251.0,258.6
2004,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16421,3.0,18.3
2004,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19738,88.0,445.8
2004,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,922962,2337.0,253.2
2004,23,45.0,Edgar,5,Central,Mostly Rural,51.8,19046,19.0,99.8
2004,24,47.0,Edwards,2,Southern,Completely Rural,100.0,6706,9.0,134.2
2004,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,34520,178.0,515.6
2004,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,20597,205.0,995.3
2004,27,53.0,Ford,11,Central,Mostly Urban,41.8,14049,45.0,320.3
2004,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,39149,134.0,342.3
2004,29,57.0,Fulton,9,Central,Mostly Rural,60.0,37372,65.0,173.9
2004,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,6108,12.0,196.5
2004,31,61.0,Greene,7,Central,Mostly Rural,70.8,14163,43.0,303.6
2004,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,40862,226.0,553.1
2004,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8372,1.0,11.9
2004,34,67.0,Hancock,9,Central,Mostly Rural,71.0,19215,11.0,57.2
2004,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4673,0.0,0.0
2004,36,71.0,Henderson,9,Central,Mostly Rural,99.7,7915,0.0,0.0
2004,37,73.0,Henry,14,Central,Mostly Rural,50.3,49925,472.0,945.4
2004,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,30318,68.0,224.3
2004,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,58711,143.0,243.6
2004,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,9916,19.0,191.6
2004,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,40034,59.0,147.4
2004,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,22127,120.0,542.3
2004,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22298,37.0,165.9
2004,44,87.0,Johnson,1,Southern,Completely Rural,100.0,13506,0.0,0.0
2004,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,466937,1491.0,319.3
2004,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,107424,693.0,645.1
2004,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,72336,155.0,214.3
2004,48,95.0,Knox,9,Central,Mostly Urban,24.3,53290,550.0,1032.1
2004,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,684394,2423.0,354.0
2004,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,111407,469.0,421.0
2004,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,16460,60.0,364.5
2004,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,35072,100.0,285.1
2004,53,105.0,Livingston,11,Central,Mostly Urban,40.8,38462,599.0,1557.4
2004,54,107.0,Logan,11,Central,Mostly Urban,39.9,30452,689.0,2262.6
2004,55,109.0,McDonough,9,Central,Mostly Urban,29.5,32838,79.0,240.6
2004,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,294351,604.0,205.2
2004,57,113.0,McLean,11,Central,Mostly Urban,16.5,158395,761.0,480.4
2004,58,115.0,Macon,6,Central,Mostly Urban,15.3,109987,2025.0,1841.1
2004,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,48633,196.0,403.0
2004,60,119.0,Madison,3,Southern,Mostly Urban,13.3,264032,2558.0,968.8
2004,61,121.0,Marion,4,Southern,Mostly Urban,45.1,40035,148.0,369.7
2004,62,123.0,Marshall,10,Central,Completely Rural,100.0,12997,28.0,215.4
2004,63,125.0,Mason,8,Central,Mostly Rural,77.5,15660,102.0,651.3
2004,64,127.0,Massac,1,Southern,Mostly Rural,50.5,15232,98.0,643.4
2004,65,129.0,Menard,8,Central,Mostly Rural,75.7,12516,36.0,287.6
2004,66,131.0,Mercer,14,Central,Mostly Rural,77.8,16689,33.0,197.7
2004,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,30659,67.0,218.5
2004,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,30144,363.0,1204.2
2004,69,137.0,Morgan,7,Central,Mostly Urban,36.2,35978,211.0,586.5
2004,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14324,57.0,397.9
2004,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,53358,189.0,354.2
2004,72,143.0,Peoria,10,Central,Mostly Urban,14.6,182034,2843.0,1561.8
2004,73,145.0,Perry,20,Southern,Mostly Urban,43.6,22606,40.0,176.9
2004,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16347,147.0,899.2
2004,75,149.0,Pike,8,Central,Mostly Rural,72.3,16796,10.0,59.5
2004,76,151.0,Pope,1,Southern,Completely Rural,100.0,4229,11.0,260.1
2004,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,6825,8.0,117.2
2004,78,155.0,Putnam,10,Central,Completely Rural,100.0,6014,0.0,0.0
2004,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,33241,41.0,123.3
2004,80,159.0,Richland,2,Southern,Mostly Urban,43.5,15934,27.0,169.4
2004,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,146817,1246.0,848.7
2004,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,258406,1485.0,574.7
2004,83,165.0,Saline,1,Southern,Mostly Urban,43.7,26128,136.0,520.5
2004,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,192270,4722.0,2455.9
2004,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,7024,28.0,398.6
2004,86,171.0,Scott,7,Central,Completely Rural,100.0,5368,0.0,0.0
2004,87,173.0,Shelby,4,Central,Mostly Rural,77.7,22156,32.0,144.4
2004,88,175.0,Stark,10,Central,Completely Rural,100.0,6141,12.0,195.4
2004,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,47822,1055.0,2206.1
2004,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,128349,1147.0,893.7
2004,91,181.0,Union,1,Southern,Mostly Rural,65.9,18076,21.0,116.2
2004,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,82136,999.0,1216.3
2004,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,12458,0.0,0.0
2004,94,187.0,Warren,9,Central,Mostly Urban,45.5,17758,109.0,613.8
2004,95,189.0,Washington,20,Southern,Mostly Rural,73.6,15002,3.0,20.0
2004,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,16673,70.0,419.8
2004,97,193.0,White,2,Southern,Mostly Rural,62.0,15010,32.0,213.2
2004,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,59433,379.0,637.7
2004,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,608245,2133.0,350.7
2004,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,63064,408.0,647.0
2004,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,286929,220.0,76.7
2004,102,203.0,Woodford,11,Central,Mostly Rural,54.9,36503,92.0,252.0
2005,1,1.0,Adams,8,Central,Mostly Urban,32.6,66750,423.0,633.7
2005,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,8629,43.0,498.3
2005,3,5.0,Bond,3,Southern,Mostly Rural,60.7,18120,12.0,66.2
2005,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,49455,187.0,378.1
2005,5,9.0,Brown,8,Central,Mostly Urban,41.1,6681,0.0,0.0
2005,6,11.0,Bureau,13,Central,Mostly Rural,57.4,34756,50.0,143.9
2005,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5117,0.0,0.0
2005,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,16001,50.0,312.5
2005,9,17.0,Cass,8,Central,Mostly Rural,52.1,13602,19.0,139.7
2005,10,19.0,Champaign,6,Central,Mostly Urban,12.7,187870,3639.0,1937.0
2005,11,21.0,Christian,4,Central,Mostly Urban,43.5,34786,91.0,261.6
2005,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16827,31.0,184.2
2005,13,25.0,Clay,4,Southern,Mostly Rural,64.7,13924,35.0,251.4
2005,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,35987,176.0,489.1
2005,15,29.0,Coles,5,Central,Mostly Urban,24.3,52038,243.0,467.0
2005,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5268513,72997.0,1385.5
2005,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,19754,281.0,1422.5
2005,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,10841,32.0,295.2
2005,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,99485,287.0,288.5
2005,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16400,1.0,6.1
2005,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19652,80.0,407.1
2005,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,922589,2390.0,259.1
2005,23,45.0,Edgar,5,Central,Mostly Rural,51.8,18946,24.0,126.7
2005,24,47.0,Edwards,2,Southern,Completely Rural,100.0,6647,5.0,75.2
2005,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,34384,204.0,593.3
2005,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,21139,191.0,903.5
2005,27,53.0,Ford,11,Central,Mostly Urban,41.8,13975,45.0,322.0
2005,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,39381,90.0,228.5
2005,29,57.0,Fulton,9,Central,Mostly Rural,60.0,37121,55.0,148.2
2005,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,6069,3.0,49.4
2005,31,61.0,Greene,7,Central,Mostly Rural,70.8,14102,63.0,446.7
2005,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,43443,278.0,639.9
2005,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8277,0.0,0.0
2005,34,67.0,Hancock,9,Central,Mostly Rural,71.0,19036,7.0,36.8
2005,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4617,0.0,0.0
2005,36,71.0,Henderson,9,Central,Mostly Rural,99.7,7780,0.0,0.0
2005,37,73.0,Henry,14,Central,Mostly Rural,50.3,49838,486.0,975.2
2005,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,30331,57.0,187.9
2005,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,59095,129.0,218.3
2005,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,9787,25.0,255.4
2005,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,40097,89.0,222.0
2005,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,22181,87.0,392.2
2005,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22244,39.0,175.3
2005,44,87.0,Johnson,1,Southern,Completely Rural,100.0,13486,0.0,0.0
2005,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,475350,1545.0,325.0
2005,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,108453,727.0,670.3
2005,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,79054,269.0,340.3
2005,48,95.0,Knox,9,Central,Mostly Urban,24.3,52729,544.0,1031.7
2005,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,691815,2392.0,345.8
2005,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,111660,535.0,479.1
2005,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,16730,89.0,532.0
