year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,count,count_rate
2007,37,73.0,Henry,14,Central,Mostly Rural,50.3,60495,165.0,272.7
2007,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,36762,142.0,386.3
2007,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,67930,171.0,251.7
2007,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,11661,45.0,385.9
2007,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,48488,193.0,398.0
2007,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,27213,74.0,271.9
2007,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,26492,58.0,218.9
2007,44,87.0,Johnson,1,Southern,Completely Rural,100.0,16011,38.0,237.3
2007,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,636030,885.0,139.1
2007,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,138694,330.0,237.9
2007,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,125307,126.0,100.6
2007,48,95.0,Knox,9,Central,Mostly Urban,24.3,62119,293.0,471.7
2007,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,888815,1908.0,214.7
2007,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,137625,360.0,261.6
2007,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,19583,72.0,367.7
2007,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,42490,133.0,313.0
2007,53,105.0,Livingston,11,Central,Mostly Urban,40.8,46681,92.0,197.1
2007,54,107.0,Logan,11,Central,Mostly Urban,39.9,35511,200.0,563.2
2007,55,109.0,McDonough,9,Central,Mostly Urban,29.5,37803,102.0,269.8
2007,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,396678,547.0,137.9
2007,57,113.0,McLean,11,Central,Mostly Urban,16.5,199340,273.0,137.0
2007,58,115.0,Macon,6,Central,Mostly Urban,15.3,132247,635.0,480.2
2007,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,58423,109.0,186.6
2007,60,119.0,Madison,3,Southern,Mostly Urban,13.3,325455,997.0,306.3
2007,61,121.0,Marion,4,Southern,Mostly Urban,45.1,48525,96.0,197.8
2007,62,123.0,Marshall,10,Central,Completely Rural,100.0,15683,41.0,261.4
2007,63,125.0,Mason,8,Central,Mostly Rural,77.5,18323,77.0,420.2
2007,64,127.0,Massac,1,Southern,Mostly Rural,50.5,18351,111.0,604.9
2007,65,129.0,Menard,8,Central,Mostly Rural,75.7,15289,25.0,163.5
2007,66,131.0,Mercer,14,Central,Mostly Rural,77.8,19930,86.0,431.5
2007,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,40009,69.0,172.5
2007,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,35782,157.0,438.8
2007,69,137.0,Morgan,7,Central,Mostly Urban,36.2,42309,170.0,401.8
2007,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,17639,51.0,289.1
2007,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,67966,172.0,253.1
2007,72,143.0,Peoria,10,Central,Mostly Urban,14.6,225350,1178.0,522.7
2007,73,145.0,Perry,20,Southern,Mostly Urban,43.6,26954,35.0,129.9
2007,74,147.0,Piatt,6,Central,Mostly Rural,67.7,20150,95.0,471.5
2007,75,149.0,Pike,8,Central,Mostly Rural,72.3,20117,72.0,357.9
2007,76,151.0,Pope,1,Southern,Completely Rural,100.0,4771,30.0,628.8
2007,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,7933,24.0,302.5
2007,78,155.0,Putnam,10,Central,Completely Rural,100.0,7229,23.0,318.2
2007,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,39310,108.0,274.7
2007,80,159.0,Richland,2,Southern,Mostly Urban,43.5,18853,98.0,519.8
2007,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,177973,737.0,414.1
2007,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,324549,759.0,233.9
2007,83,165.0,Saline,1,Southern,Mostly Urban,43.7,31586,161.0,509.7
2007,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,237288,1454.0,612.8
2007,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,8382,26.0,310.2
2007,86,171.0,Scott,7,Central,Completely Rural,100.0,6319,24.0,379.8
2007,87,173.0,Shelby,4,Central,Mostly Rural,77.7,26424,119.0,450.3
2007,88,175.0,Stark,10,Central,Completely Rural,100.0,7451,25.0,335.5
2007,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,56827,289.0,508.6
2007,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,159791,822.0,514.4
2007,91,181.0,Union,1,Southern,Mostly Rural,65.9,21867,56.0,256.1
2007,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,99605,256.0,257.0
2007,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,14675,64.0,436.1
2007,94,187.0,Warren,9,Central,Mostly Urban,45.5,21136,64.0,302.8
2007,95,189.0,Washington,20,Southern,Mostly Rural,73.6,17928,24.0,133.9
2007,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,20075,95.0,473.2
2007,97,193.0,White,2,Southern,Mostly Rural,62.0,17563,44.0,250.5
2007,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,72022,285.0,395.7
2007,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,855399,2429.0,284.0
2007,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,77529,351.0,452.7
2007,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,368901,1493.0,404.7
2007,102,203.0,Woodford,11,Central,Mostly Rural,54.9,46962,129.0,274.7
2008,1,1.0,Adams,8,Central,Mostly Urban,32.6,81233,253.0,311.4
2008,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,9944,55.0,553.1
2008,3,5.0,Bond,3,Southern,Mostly Rural,60.7,21670,94.0,433.8
2008,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,68935,196.0,284.3
2008,5,9.0,Brown,8,Central,Mostly Urban,41.1,7590,35.0,461.1
2008,6,11.0,Bureau,13,Central,Mostly Rural,57.4,42466,58.0,136.6
2008,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,6007,6.0,99.9
2008,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,18918,64.0,338.3
2008,9,17.0,Cass,8,Central,Mostly Rural,52.1,16823,56.0,332.9
2008,10,19.0,Champaign,6,Central,Mostly Urban,12.7,229205,631.0,275.3
2008,11,21.0,Christian,4,Central,Mostly Urban,43.5,41883,248.0,592.1
2008,12,23.0,Clark,5,Southern,Mostly Rural,59.5,20403,33.0,161.7
2008,13,25.0,Clay,4,Southern,Mostly Rural,64.7,16612,87.0,523.7
2008,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,44212,100.0,226.2
2008,15,29.0,Coles,5,Central,Mostly Urban,24.3,60888,243.0,399.1
2008,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,6468556,23048.0,356.3
2008,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,23119,133.0,575.3
2008,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,13148,35.0,266.2
2008,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,128456,145.0,112.9
2008,20,39.0,De Witt,6,Central,Mostly Urban,48.8,19933,112.0,561.9
2008,21,41.0,Douglas,6,Central,Mostly Rural,61.6,24082,27.0,112.1
2008,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,1145292,1709.0,149.2
2008,23,45.0,Edgar,5,Central,Mostly Rural,51.8,22420,39.0,174.0
2008,24,47.0,Edwards,2,Southern,Completely Rural,100.0,7789,18.0,231.1
2008,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,42335,179.0,422.8
2008,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,25383,103.0,405.8
2008,27,53.0,Ford,11,Central,Mostly Urban,41.8,17126,21.0,122.6
2008,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,47639,371.0,778.8
2008,29,57.0,Fulton,9,Central,Mostly Rural,60.0,43929,249.0,566.8
2008,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,7021,24.0,341.8
2008,31,61.0,Greene,7,Central,Mostly Rural,70.8,16628,91.0,547.3
2008,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,60312,181.0,300.1
2008,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,9816,66.0,672.4
2008,34,67.0,Hancock,9,Central,Mostly Rural,71.0,22420,57.0,254.2
2008,35,69.0,Hardin,2,Southern,Completely Rural,100.0,5218,38.0,728.2
2008,36,71.0,Henderson,9,Central,Mostly Rural,99.7,8825,25.0,283.3
2008,37,73.0,Henry,14,Central,Mostly Rural,50.3,60318,168.0,278.5
2008,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,36771,175.0,475.9
2008,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,67845,132.0,194.6
2008,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,11663,42.0,360.1
2008,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,48349,166.0,343.3
2008,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,27478,63.0,229.3
2008,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,26351,56.0,212.5
2008,44,87.0,Johnson,1,Southern,Completely Rural,100.0,15937,14.0,87.8
2008,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,646093,817.0,126.5
2008,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,139688,350.0,250.6
2008,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,131223,138.0,105.2
2008,48,95.0,Knox,9,Central,Mostly Urban,24.3,61801,266.0,430.4
2008,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,892783,1931.0,216.3
2008,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,137693,371.0,269.4
2008,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,19452,88.0,452.4
2008,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,42357,170.0,401.4
2008,53,105.0,Livingston,11,Central,Mostly Urban,40.8,46431,95.0,204.6
2008,54,107.0,Logan,11,Central,Mostly Urban,39.9,35541,187.0,526.2
2008,55,109.0,McDonough,9,Central,Mostly Urban,29.5,37452,113.0,301.7
2008,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,399590,691.0,172.9
2008,57,113.0,McLean,11,Central,Mostly Urban,16.5,201190,258.0,128.2
2008,58,115.0,Macon,6,Central,Mostly Urban,15.3,131566,630.0,478.8
2008,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,58262,117.0,200.8
2008,60,119.0,Madison,3,Southern,Mostly Urban,13.3,325931,963.0,295.5
2008,61,121.0,Marion,4,Southern,Mostly Urban,45.1,48239,99.0,205.2
2008,62,123.0,Marshall,10,Central,Completely Rural,100.0,15464,46.0,297.5
2008,63,125.0,Mason,8,Central,Mostly Rural,77.5,18210,93.0,510.7
2008,64,127.0,Massac,1,Southern,Mostly Rural,50.5,18288,118.0,645.2
2008,65,129.0,Menard,8,Central,Mostly Rural,75.7,15310,33.0,215.5
2008,66,131.0,Mercer,14,Central,Mostly Rural,77.8,19968,59.0,295.5
2008,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,40472,87.0,215.0
2008,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,35621,118.0,331.3
2008,69,137.0,Morgan,7,Central,Mostly Urban,36.2,42024,175.0,416.4
2008,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,17667,65.0,367.9
2008,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,68088,192.0,282.0
2008,72,143.0,Peoria,10,Central,Mostly Urban,14.6,226295,1180.0,521.4
2008,73,145.0,Perry,20,Southern,Mostly Urban,43.6,26790,32.0,119.4
2008,74,147.0,Piatt,6,Central,Mostly Rural,67.7,20175,92.0,456.0
2008,75,149.0,Pike,8,Central,Mostly Rural,72.3,19850,107.0,539.0
2008,76,151.0,Pope,1,Southern,Completely Rural,100.0,4686,24.0,512.2
2008,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,7745,30.0,387.3
2008,78,155.0,Putnam,10,Central,Completely Rural,100.0,7245,30.0,414.1
2008,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,39168,114.0,291.1
2008,80,159.0,Richland,2,Southern,Mostly Urban,43.5,18658,136.0,728.9
2008,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,177574,763.0,429.7
2008,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,325074,786.0,241.8
2008,83,165.0,Saline,1,Southern,Mostly Urban,43.7,31384,167.0,532.1
2008,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,238208,1510.0,633.9
2008,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,8271,17.0,205.5
2008,86,171.0,Scott,7,Central,Completely Rural,100.0,6315,21.0,332.5
2008,87,173.0,Shelby,4,Central,Mostly Rural,77.7,26432,98.0,370.8
2008,88,175.0,Stark,10,Central,Completely Rural,100.0,7461,16.0,214.4
2008,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,56584,268.0,473.6
2008,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,160239,793.0,494.9
2008,91,181.0,Union,1,Southern,Mostly Rural,65.9,21748,63.0,289.7
2008,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,98923,219.0,221.4
2008,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,14557,65.0,446.5
2008,94,187.0,Warren,9,Central,Mostly Urban,45.5,20891,73.0,349.4
2008,95,189.0,Washington,20,Southern,Mostly Rural,73.6,17780,17.0,95.6
2008,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,19968,75.0,375.6
2008,97,193.0,White,2,Southern,Mostly Rural,62.0,17648,63.0,357.0
2008,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,72108,281.0,389.7
2008,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,865598,2310.0,266.9
2008,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,77978,332.0,425.8
2008,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,370854,1508.0,406.6
2008,102,203.0,Woodford,11,Central,Mostly Rural,54.9,47637,160.0,335.9
2009,1,1.0,Adams,8,Central,Mostly Urban,32.6,81369,301.0,369.9
2009,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,9650,49.0,507.8
2009,3,5.0,Bond,3,Southern,Mostly Rural,60.7,21534,89.0,413.3
2009,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,68853,210.0,305.0
2009,5,9.0,Brown,8,Central,Mostly Urban,41.1,7621,21.0,275.6
2009,6,11.0,Bureau,13,Central,Mostly Rural,57.4,42365,73.0,172.3
2009,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,6024,12.0,199.2
2009,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,18797,71.0,377.7
2009,9,17.0,Cass,8,Central,Mostly Rural,52.1,16741,67.0,400.2
2009,10,19.0,Champaign,6,Central,Mostly Urban,12.7,231801,632.0,272.6
2009,11,21.0,Christian,4,Central,Mostly Urban,43.5,41490,280.0,674.9
2009,12,23.0,Clark,5,Southern,Mostly Rural,59.5,20177,46.0,228.0
2009,13,25.0,Clay,4,Southern,Mostly Rural,64.7,16437,102.0,620.6
2009,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,44128,119.0,269.7
2009,15,29.0,Coles,5,Central,Mostly Urban,24.3,60885,216.0,354.8
2009,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,6498709,22622.0,348.1
2009,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,23102,97.0,419.9
2009,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,13047,41.0,314.2
2009,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,129455,125.0,96.6
2009,20,39.0,De Witt,6,Central,Mostly Urban,48.8,19598,135.0,688.8
2009,21,41.0,Douglas,6,Central,Mostly Rural,61.6,23929,58.0,242.4
2009,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,1149127,1765.0,153.6
2009,23,45.0,Edgar,5,Central,Mostly Rural,51.8,22218,35.0,157.5
2009,24,47.0,Edwards,2,Southern,Completely Rural,100.0,7719,29.0,375.7
2009,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,42386,156.0,368.0
2009,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,25338,92.0,363.1
2009,27,53.0,Ford,11,Central,Mostly Urban,41.8,17096,28.0,163.8
2009,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,47658,352.0,738.6
2009,29,57.0,Fulton,9,Central,Mostly Rural,60.0,43841,290.0,661.5
2009,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,6806,21.0,308.6
2009,31,61.0,Greene,7,Central,Mostly Rural,70.8,16564,110.0,664.1
2009,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,60808,143.0,235.2
2009,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,9758,62.0,635.4
2009,34,67.0,Hancock,9,Central,Mostly Rural,71.0,22158,45.0,203.1
2009,35,69.0,Hardin,2,Southern,Completely Rural,100.0,5146,49.0,952.2
2009,36,71.0,Henderson,9,Central,Mostly Rural,99.7,8693,18.0,207.1
2009,37,73.0,Henry,14,Central,Mostly Rural,50.3,60136,185.0,307.6
2009,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,36393,201.0,552.3
2009,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,67761,141.0,208.1
2009,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,11547,33.0,285.8
2009,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,48119,173.0,359.5
2009,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,27355,59.0,215.7
2009,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,26208,68.0,259.5
2009,44,87.0,Johnson,1,Southern,Completely Rural,100.0,16011,42.0,262.3
2009,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,655681,978.0,149.2
2009,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,140191,371.0,264.6
2009,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,135472,136.0,100.4
2009,48,95.0,Knox,9,Central,Mostly Urban,24.3,61685,343.0,556.1
2009,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,897213,1954.0,217.8
2009,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,137256,386.0,281.2
2009,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,19212,100.0,520.5
2009,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,42065,144.0,342.3
2009,53,105.0,Livingston,11,Central,Mostly Urban,40.8,46344,99.0,213.6
2009,54,107.0,Logan,11,Central,Mostly Urban,39.9,35333,196.0,554.7
2009,55,109.0,McDonough,9,Central,Mostly Urban,29.5,37453,105.0,280.4
2009,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,402039,700.0,174.1
2009,57,113.0,McLean,11,Central,Mostly Urban,16.5,203612,304.0,149.3
2009,58,115.0,Macon,6,Central,Mostly Urban,15.3,131358,650.0,494.8
2009,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,57689,152.0,263.5
2009,60,119.0,Madison,3,Southern,Mostly Urban,13.3,326501,1051.0,321.9
2009,61,121.0,Marion,4,Southern,Mostly Urban,45.1,47656,100.0,209.8
2009,62,123.0,Marshall,10,Central,Completely Rural,100.0,15391,53.0,344.4
2009,63,125.0,Mason,8,Central,Mostly Rural,77.5,17930,101.0,563.3
2009,64,127.0,Massac,1,Southern,Mostly Rural,50.5,18241,94.0,515.3
2009,65,129.0,Menard,8,Central,Mostly Rural,75.7,15175,41.0,270.2
2009,66,131.0,Mercer,14,Central,Mostly Rural,77.8,19697,58.0,294.5
2009,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,40936,88.0,215.0
2009,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,35324,120.0,339.7
2009,69,137.0,Morgan,7,Central,Mostly Urban,36.2,41750,182.0,435.9
2009,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,17742,61.0,343.8
2009,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,68013,157.0,230.8
2009,72,143.0,Peoria,10,Central,Mostly Urban,14.6,228742,1205.0,526.8
2009,73,145.0,Perry,20,Southern,Mostly Urban,43.6,26764,33.0,123.3
2009,74,147.0,Piatt,6,Central,Mostly Rural,67.7,20291,82.0,404.1
2009,75,149.0,Pike,8,Central,Mostly Rural,72.3,19653,99.0,503.7
2009,76,151.0,Pope,1,Southern,Completely Rural,100.0,4629,21.0,453.7
2009,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,7639,29.0,379.6
2009,78,155.0,Putnam,10,Central,Completely Rural,100.0,7250,19.0,262.1
2009,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,39085,121.0,309.6
2009,80,159.0,Richland,2,Southern,Mostly Urban,43.5,18768,134.0,714.0
2009,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,177704,810.0,455.8
2009,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,326470,780.0,238.9
2009,83,165.0,Saline,1,Southern,Mostly Urban,43.7,31231,161.0,515.5
2009,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,239144,1814.0,758.5
2009,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,8077,18.0,222.9
2009,86,171.0,Scott,7,Central,Completely Rural,100.0,6292,21.0,333.8
2009,87,173.0,Shelby,4,Central,Mostly Rural,77.7,26387,118.0,447.2
2009,88,175.0,Stark,10,Central,Completely Rural,100.0,7367,24.0,325.8
2009,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,56403,285.0,505.3
2009,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,161370,1004.0,622.2
2009,91,181.0,Union,1,Southern,Mostly Rural,65.9,21696,71.0,327.2
2009,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,98329,264.0,268.5
2009,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,14424,74.0,513.0
2009,94,187.0,Warren,9,Central,Mostly Urban,45.5,20941,62.0,296.1
2009,95,189.0,Washington,20,Southern,Mostly Rural,73.6,17659,27.0,152.9
2009,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,19688,76.0,386.0
2009,97,193.0,White,2,Southern,Mostly Rural,62.0,17561,84.0,478.3
2009,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,71896,273.0,379.7
2009,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,871720,2354.0,270.0
2009,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,78685,336.0,427.0
2009,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,370390,1720.0,464.4
2009,102,203.0,Woodford,11,Central,Mostly Rural,54.9,48011,145.0,302.0
2010,1,1.0,Adams,8,Central,Mostly Urban,32.6,81695,402.0,492.1
2010,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,9992,53.0,530.4
2010,3,5.0,Bond,3,Southern,Mostly Rural,60.7,21210,119.0,561.1
2010,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,68717,179.0,260.5
2010,5,9.0,Brown,8,Central,Mostly Urban,41.1,7937,26.0,327.6
2010,6,11.0,Bureau,13,Central,Mostly Rural,57.4,42608,54.0,126.7
2010,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,6125,11.0,179.6
2010,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,18346,59.0,321.6
2010,9,17.0,Cass,8,Central,Mostly Rural,52.1,16827,53.0,315.0
2010,10,19.0,Champaign,6,Central,Mostly Urban,12.7,238415,650.0,272.6
2010,11,21.0,Christian,4,Central,Mostly Urban,43.5,41995,249.0,592.9
2010,12,23.0,Clark,5,Southern,Mostly Rural,59.5,19767,66.0,333.9
2010,13,25.0,Clay,4,Southern,Mostly Rural,64.7,16803,103.0,613.0
2010,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,45877,95.0,207.1
2010,15,29.0,Coles,5,Central,Mostly Urban,24.3,63209,231.0,365.5
2010,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,6356028,23560.0,370.7
2010,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,23594,110.0,466.2
2010,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,13500,42.0,311.1
2010,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,127342,179.0,140.6
2010,20,39.0,De Witt,6,Central,Mostly Urban,48.8,20155,91.0,451.5
2010,21,41.0,Douglas,6,Central,Mostly Rural,61.6,24855,65.0,261.5
2010,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,1131042,1806.0,159.7
2010,23,45.0,Edgar,5,Central,Mostly Rural,51.8,22352,60.0,268.4
2010,24,47.0,Edwards,2,Southern,Completely Rural,100.0,8174,22.0,269.1
2010,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,42107,121.0,287.4
2010,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,26790,95.0,354.6
2010,27,53.0,Ford,11,Central,Mostly Urban,41.8,17213,37.0,215.0
2010,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,48585,489.0,1006.5
2010,29,57.0,Fulton,9,Central,Mostly Rural,60.0,44315,302.0,681.5
2010,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,6688,32.0,478.5
2010,31,61.0,Greene,7,Central,Mostly Rural,70.8,16877,94.0,557.0
2010,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,63052,176.0,279.1
2010,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,10264,75.0,730.7
2010,34,67.0,Hancock,9,Central,Mostly Rural,71.0,23010,45.0,195.6
2010,35,69.0,Hardin,2,Southern,Completely Rural,100.0,5147,41.0,796.6
2010,36,71.0,Henderson,9,Central,Mostly Rural,99.7,8741,29.0,331.8
2010,37,73.0,Henry,14,Central,Mostly Rural,50.3,61655,180.0,291.9
2010,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,36217,222.0,613.0
2010,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,70547,153.0,216.9
2010,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,11799,31.0,262.7
2010,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,46804,170.0,363.2
2010,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,27858,71.0,254.9
2010,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,27047,86.0,318.0
2010,44,87.0,Johnson,1,Southern,Completely Rural,100.0,14872,42.0,282.4
2010,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,656946,1022.0,155.6
2010,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,140391,481.0,342.6
2010,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,149893,117.0,78.1
2010,48,95.0,Knox,9,Central,Mostly Urban,24.3,63138,293.0,464.1
2010,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,884489,1905.0,215.4
2010,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,138389,372.0,268.8
2010,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,19973,118.0,590.8
2010,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,43120,121.0,280.6
2010,53,105.0,Livingston,11,Central,Mostly Urban,40.8,47011,164.0,348.9
2010,54,107.0,Logan,11,Central,Mostly Urban,39.9,35934,235.0,654.0
