year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,reported_case,reported_case_rate
1999,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,7180,17.0,236.8
1999,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,8445,74.0,876.3
1999,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,2140,8.0,373.8
1999,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,7864,77.0,979.1
1999,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,4050,21.0,518.5
1999,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,5252,4.0,76.2
1999,44,87.0,Johnson,1,Southern,Completely Rural,100.0,2345,15.0,639.7
1999,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,45574,161.0,353.3
1999,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,17628,102.0,578.6
1999,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,6291,18.0,286.1
1999,48,95.0,Knox,9,Central,Mostly Urban,24.3,12416,68.0,547.7
1999,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,74639,139.0,186.2
1999,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,23274,67.0,287.9
1999,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,3929,17.0,432.7
1999,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,6825,24.0,351.6
1999,53,105.0,Livingston,11,Central,Mostly Urban,40.8,7687,22.0,286.2
1999,54,107.0,Logan,11,Central,Mostly Urban,39.9,5983,11.0,183.9
1999,55,109.0,McDonough,9,Central,Mostly Urban,29.5,5883,73.0,1240.9
1999,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,28297,64.0,226.2
1999,57,113.0,McLean,11,Central,Mostly Urban,16.5,19053,91.0,477.6
1999,58,115.0,Macon,6,Central,Mostly Urban,15.3,22469,52.0,231.4
1999,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,10749,33.0,307.0
1999,60,119.0,Madison,3,Southern,Mostly Urban,13.3,47663,165.0,346.2
1999,61,121.0,Marion,4,Southern,Mostly Urban,45.1,8913,60.0,673.2
1999,62,123.0,Marshall,10,Central,Completely Rural,100.0,3134,6.0,191.4
1999,63,125.0,Mason,8,Central,Mostly Rural,77.5,3579,14.0,391.2
1999,64,127.0,Massac,1,Southern,Mostly Rural,50.5,3482,32.0,919.0
1999,65,129.0,Menard,8,Central,Mostly Rural,75.7,2228,7.0,314.2
1999,66,131.0,Mercer,14,Central,Mostly Rural,77.8,3520,12.0,340.9
1999,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,4761,4.0,84.0
1999,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,6595,19.0,288.1
1999,69,137.0,Morgan,7,Central,Mostly Urban,36.2,7318,63.0,860.9
1999,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,3199,10.0,312.6
1999,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,9007,27.0,299.8
1999,72,143.0,Peoria,10,Central,Mostly Urban,14.6,33434,310.0,927.2
1999,73,145.0,Perry,20,Southern,Mostly Urban,43.6,4676,31.0,663.0
1999,74,147.0,Piatt,6,Central,Mostly Rural,67.7,3332,15.0,450.2
1999,75,149.0,Pike,8,Central,Mostly Rural,72.3,4189,7.0,167.1
1999,76,151.0,Pope,1,Southern,Completely Rural,100.0,1036,6.0,579.2
1999,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,1684,29.0,1722.1
1999,78,155.0,Putnam,10,Central,Completely Rural,100.0,1262,2.0,158.5
1999,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,6655,15.0,225.4
1999,80,159.0,Richland,2,Southern,Mostly Urban,43.5,3668,25.0,681.6
1999,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,29231,217.0,742.4
1999,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,43104,190.0,440.8
1999,83,165.0,Saline,1,Southern,Mostly Urban,43.7,6449,45.0,697.8
1999,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,33250,122.0,366.9
1999,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,1766,4.0,226.5
1999,86,171.0,Scott,7,Central,Completely Rural,100.0,1204,6.0,498.3
1999,87,173.0,Shelby,4,Central,Mostly Rural,77.7,5166,30.0,580.7
1999,88,175.0,Stark,10,Central,Completely Rural,100.0,1524,8.0,524.9
1999,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,10284,49.0,476.5
1999,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,24635,139.0,564.2
1999,91,181.0,Union,1,Southern,Mostly Rural,65.9,4161,20.0,480.7
1999,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,17387,151.0,868.5
1999,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,2774,13.0,468.6
1999,94,187.0,Warren,9,Central,Mostly Urban,45.5,3959,23.0,581.0
1999,95,189.0,Washington,20,Southern,Mostly Rural,73.6,3296,15.0,455.1
1999,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,4119,24.0,582.7
1999,97,193.0,White,2,Southern,Mostly Rural,62.0,4041,17.0,420.7
1999,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,12412,49.0,394.8
1999,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,56039,126.0,224.8
1999,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,13103,135.0,1030.3
1999,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,46103,274.0,594.3
1999,102,203.0,Woodford,11,Central,Mostly Rural,54.9,6598,12.0,181.9
2000,1,1.0,Adams,8,Central,Mostly Urban,32.6,14936,49.0,328.1
2000,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,2068,25.0,1208.9
2000,3,5.0,Bond,3,Southern,Mostly Rural,60.7,3331,41.0,1230.9
2000,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,6070,19.0,313.0
2000,5,9.0,Brown,8,Central,Mostly Urban,41.1,1143,4.0,350.0
2000,6,11.0,Bureau,13,Central,Mostly Rural,57.4,7957,14.0,175.9
2000,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,1250,6.0,480.0
2000,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,4042,8.0,197.9
2000,9,17.0,Cass,8,Central,Mostly Rural,52.1,2765,12.0,434.0
2000,10,19.0,Champaign,6,Central,Mostly Urban,12.7,22942,94.0,409.7
2000,11,21.0,Christian,4,Central,Mostly Urban,43.5,7717,30.0,388.8
2000,12,23.0,Clark,5,Southern,Mostly Rural,59.5,3813,11.0,288.5
2000,13,25.0,Clay,4,Southern,Mostly Rural,64.7,3349,15.0,447.9
2000,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,6582,55.0,835.6
2000,15,29.0,Coles,5,Central,Mostly Urban,24.3,9009,55.0,610.5
2000,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,828282,2439.0,294.5
2000,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,4358,16.0,367.1
2000,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,2260,11.0,486.7
2000,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,11278,75.0,665.0
2000,20,39.0,De Witt,6,Central,Mostly Urban,48.8,3459,17.0,491.5
2000,21,41.0,Douglas,6,Central,Mostly Rural,61.6,4123,9.0,218.3
2000,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,119885,156.0,130.1
2000,23,45.0,Edgar,5,Central,Mostly Rural,51.8,4402,21.0,477.1
2000,24,47.0,Edwards,2,Southern,Completely Rural,100.0,1641,11.0,670.3
2000,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,6122,24.0,392.0
2000,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,4426,22.0,497.1
2000,27,53.0,Ford,11,Central,Mostly Urban,41.8,3370,3.0,89.0
2000,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,9240,104.0,1125.5
2000,29,57.0,Fulton,9,Central,Mostly Rural,60.0,8790,46.0,523.3
2000,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,1525,9.0,590.2
2000,31,61.0,Greene,7,Central,Mostly Rural,70.8,3248,30.0,923.6
2000,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,6065,15.0,247.3
2000,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,2113,14.0,662.6
2000,34,67.0,Hancock,9,Central,Mostly Rural,71.0,4625,15.0,324.3
2000,35,69.0,Hardin,2,Southern,Completely Rural,100.0,1137,11.0,967.5
2000,36,71.0,Henderson,9,Central,Mostly Rural,99.7,1830,10.0,546.4
2000,37,73.0,Henry,14,Central,Mostly Rural,50.3,10593,25.0,236.0
2000,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,7152,26.0,363.5
2000,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,8390,92.0,1096.5
2000,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,2107,2.0,94.9
2000,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,7854,70.0,891.3
2000,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,4074,27.0,662.7
2000,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,5290,4.0,75.6
2000,44,87.0,Johnson,1,Southern,Completely Rural,100.0,2364,16.0,676.8
2000,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,46457,131.0,282.0
2000,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,17633,87.0,493.4
2000,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,6570,8.0,121.8
2000,48,95.0,Knox,9,Central,Mostly Urban,24.3,12387,70.0,565.1
2000,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,75875,151.0,199.0
2000,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,23129,95.0,410.7
2000,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,3880,14.0,360.8
2000,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,6846,26.0,379.8
2000,53,105.0,Livingston,11,Central,Mostly Urban,40.8,7636,19.0,248.8
2000,54,107.0,Logan,11,Central,Mostly Urban,39.9,5934,15.0,252.8
2000,55,109.0,McDonough,9,Central,Mostly Urban,29.5,5836,64.0,1096.6
2000,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,28982,81.0,279.5
2000,57,113.0,McLean,11,Central,Mostly Urban,16.5,19100,126.0,659.7
2000,58,115.0,Macon,6,Central,Mostly Urban,15.3,22394,77.0,343.8
2000,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,10723,62.0,578.2
2000,60,119.0,Madison,3,Southern,Mostly Urban,13.3,47704,190.0,398.3
2000,61,121.0,Marion,4,Southern,Mostly Urban,45.1,8886,63.0,709.0
2000,62,123.0,Marshall,10,Central,Completely Rural,100.0,3091,8.0,258.8
2000,63,125.0,Mason,8,Central,Mostly Rural,77.5,3581,21.0,586.4
2000,64,127.0,Massac,1,Southern,Mostly Rural,50.5,3449,22.0,637.9
2000,65,129.0,Menard,8,Central,Mostly Rural,75.7,2235,4.0,179.0
2000,66,131.0,Mercer,14,Central,Mostly Rural,77.8,3519,3.0,85.3
2000,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,4841,5.0,103.3
2000,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,6508,35.0,537.8
2000,69,137.0,Morgan,7,Central,Mostly Urban,36.2,7330,37.0,504.8
2000,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,3163,4.0,126.5
2000,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,9030,44.0,487.3
2000,72,143.0,Peoria,10,Central,Mostly Urban,14.6,33208,343.0,1032.9
2000,73,145.0,Perry,20,Southern,Mostly Urban,43.6,4662,34.0,729.3
2000,74,147.0,Piatt,6,Central,Mostly Rural,67.7,3334,6.0,180.0
2000,75,149.0,Pike,8,Central,Mostly Rural,72.3,4143,18.0,434.5
2000,76,151.0,Pope,1,Southern,Completely Rural,100.0,1055,7.0,663.5
2000,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,1624,23.0,1416.3
2000,78,155.0,Putnam,10,Central,Completely Rural,100.0,1269,2.0,157.6
2000,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,6626,10.0,150.9
2000,80,159.0,Richland,2,Southern,Mostly Urban,43.5,3806,33.0,867.1
2000,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,29106,182.0,625.3
2000,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,42974,166.0,386.3
2000,83,165.0,Saline,1,Southern,Mostly Urban,43.7,6384,48.0,751.9
2000,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,33197,118.0,355.5
2000,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,1732,6.0,346.4
2000,86,171.0,Scott,7,Central,Completely Rural,100.0,1197,5.0,417.7
2000,87,173.0,Shelby,4,Central,Mostly Rural,77.7,5182,24.0,463.1
2000,88,175.0,Stark,10,Central,Completely Rural,100.0,1497,1.0,66.8
2000,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,10301,44.0,427.1
2000,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,24762,154.0,621.9
2000,91,181.0,Union,1,Southern,Mostly Rural,65.9,4145,31.0,747.9
2000,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,17286,141.0,815.7
2000,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,2752,21.0,763.1
2000,94,187.0,Warren,9,Central,Mostly Urban,45.5,3890,15.0,385.6
2000,95,189.0,Washington,20,Southern,Mostly Rural,73.6,3259,14.0,429.6
2000,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,4106,29.0,706.3
2000,97,193.0,White,2,Southern,Mostly Rural,62.0,3999,18.0,450.1
2000,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,12463,52.0,417.2
2000,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,57642,158.0,274.1
2000,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,13109,113.0,862.0
2000,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,46263,335.0,724.1
2000,102,203.0,Woodford,11,Central,Mostly Rural,54.9,6642,11.0,165.6
2001,1,1.0,Adams,8,Central,Mostly Urban,32.6,14938,48.0,321.3
2001,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,2035,18.0,884.5
2001,3,5.0,Bond,3,Southern,Mostly Rural,60.7,3301,17.0,515.0
2001,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,6297,28.0,444.7
2001,5,9.0,Brown,8,Central,Mostly Urban,41.1,1153,3.0,260.2
2001,6,11.0,Bureau,13,Central,Mostly Rural,57.4,7945,21.0,264.3
2001,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,1259,5.0,397.1
2001,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,4089,10.0,244.6
2001,9,17.0,Cass,8,Central,Mostly Rural,52.1,2779,9.0,323.9
2001,10,19.0,Champaign,6,Central,Mostly Urban,12.7,23131,103.0,445.3
2001,11,21.0,Christian,4,Central,Mostly Urban,43.5,7672,23.0,299.8
2001,12,23.0,Clark,5,Southern,Mostly Rural,59.5,3822,22.0,575.6
2001,13,25.0,Clay,4,Southern,Mostly Rural,64.7,3371,18.0,534.0
2001,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,6635,15.0,226.1
2001,15,29.0,Coles,5,Central,Mostly Urban,24.3,8967,47.0,524.1
2001,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,824636,2188.0,265.3
2001,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,4352,17.0,390.6
2001,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,2251,9.0,399.8
2001,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,11426,56.0,490.1
2001,20,39.0,De Witt,6,Central,Mostly Urban,48.8,3476,19.0,546.6
2001,21,41.0,Douglas,6,Central,Mostly Rural,61.6,4103,10.0,243.7
2001,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,122149,205.0,167.8
2001,23,45.0,Edgar,5,Central,Mostly Rural,51.8,4414,22.0,498.4
2001,24,47.0,Edwards,2,Southern,Completely Rural,100.0,1632,10.0,612.7
2001,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,6250,23.0,368.0
2001,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,4406,22.0,499.3
2001,27,53.0,Ford,11,Central,Mostly Urban,41.8,3330,4.0,120.1
2001,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,9198,114.0,1239.4
2001,29,57.0,Fulton,9,Central,Mostly Rural,60.0,8682,71.0,817.8
2001,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,1536,9.0,585.9
2001,31,61.0,Greene,7,Central,Mostly Rural,70.8,3226,23.0,713.0
2001,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,6115,27.0,441.5
2001,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,2089,16.0,765.9
2001,34,67.0,Hancock,9,Central,Mostly Rural,71.0,4638,18.0,388.1
2001,35,69.0,Hardin,2,Southern,Completely Rural,100.0,1107,12.0,1084.0
2001,36,71.0,Henderson,9,Central,Mostly Rural,99.7,1856,7.0,377.2
2001,37,73.0,Henry,14,Central,Mostly Rural,50.3,10633,47.0,442.0
2001,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,7151,18.0,251.7
2001,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,8328,70.0,840.5
2001,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,2091,8.0,382.6
2001,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,7889,59.0,747.9
2001,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,4142,26.0,627.7
2001,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,5374,6.0,111.6
2001,44,87.0,Johnson,1,Southern,Completely Rural,100.0,2404,13.0,540.8
2001,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,47693,134.0,281.0
2001,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,17733,115.0,648.5
2001,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,6943,15.0,216.0
2001,48,95.0,Knox,9,Central,Mostly Urban,24.3,12278,66.0,537.5
2001,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,77957,155.0,198.8
2001,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,23067,84.0,364.2
2001,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,3852,25.0,649.0
2001,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,6809,26.0,381.8
2001,53,105.0,Livingston,11,Central,Mostly Urban,40.8,7634,28.0,366.8
2001,54,107.0,Logan,11,Central,Mostly Urban,39.9,5931,1.0,16.9
2001,55,109.0,McDonough,9,Central,Mostly Urban,29.5,5787,28.0,483.8
2001,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,30376,92.0,302.9
2001,57,113.0,McLean,11,Central,Mostly Urban,16.5,19354,120.0,620.0
2001,58,115.0,Macon,6,Central,Mostly Urban,15.3,22375,64.0,286.0
2001,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,10671,45.0,421.7
2001,60,119.0,Madison,3,Southern,Mostly Urban,13.3,47777,184.0,385.1
2001,61,121.0,Marion,4,Southern,Mostly Urban,45.1,8875,58.0,653.5
2001,62,123.0,Marshall,10,Central,Completely Rural,100.0,3075,17.0,552.8
2001,63,125.0,Mason,8,Central,Mostly Rural,77.5,3553,2.0,56.3
2001,64,127.0,Massac,1,Southern,Mostly Rural,50.5,3395,15.0,441.8
2001,65,129.0,Menard,8,Central,Mostly Rural,75.7,2280,3.0,131.6
2001,66,131.0,Mercer,14,Central,Mostly Rural,77.8,3542,8.0,225.9
2001,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,4929,7.0,142.0
2001,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,6445,30.0,465.5
2001,69,137.0,Morgan,7,Central,Mostly Urban,36.2,7297,47.0,644.1
2001,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,3178,2.0,62.9
2001,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,9194,30.0,326.3
2001,72,143.0,Peoria,10,Central,Mostly Urban,14.6,33169,456.0,1374.8
2001,73,145.0,Perry,20,Southern,Mostly Urban,43.6,4658,36.0,772.9
2001,74,147.0,Piatt,6,Central,Mostly Rural,67.7,3382,3.0,88.7
2001,75,149.0,Pike,8,Central,Mostly Rural,72.3,4128,18.0,436.0
2001,76,151.0,Pope,1,Southern,Completely Rural,100.0,1086,3.0,276.2
2001,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,1584,30.0,1893.9
2001,78,155.0,Putnam,10,Central,Completely Rural,100.0,1291,2.0,154.9
2001,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,6663,13.0,195.1
2001,80,159.0,Richland,2,Southern,Mostly Urban,43.5,3827,44.0,1149.7
2001,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,29130,168.0,576.7
2001,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,42769,202.0,472.3
2001,83,165.0,Saline,1,Southern,Mostly Urban,43.7,6321,63.0,996.7
2001,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,33360,130.0,389.7
2001,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,1711,4.0,233.8
2001,86,171.0,Scott,7,Central,Completely Rural,100.0,1196,6.0,501.7
2001,87,173.0,Shelby,4,Central,Mostly Rural,77.7,5172,16.0,309.4
2001,88,175.0,Stark,10,Central,Completely Rural,100.0,1502,3.0,199.7
2001,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,10331,36.0,348.5
2001,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,24971,162.0,648.8
2001,91,181.0,Union,1,Southern,Mostly Rural,65.9,4099,44.0,1073.4
2001,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,17359,155.0,892.9
2001,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,2733,14.0,512.3
2001,94,187.0,Warren,9,Central,Mostly Urban,45.5,3883,19.0,489.3
2001,95,189.0,Washington,20,Southern,Mostly Rural,73.6,3241,8.0,246.8
2001,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,4102,46.0,1121.4
2001,97,193.0,White,2,Southern,Mostly Rural,62.0,4016,28.0,697.2
2001,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,12572,49.0,389.8
2001,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,60274,181.0,300.3
2001,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,13120,106.0,807.9
2001,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,46756,345.0,737.9
2001,102,203.0,Woodford,11,Central,Mostly Rural,54.9,6694,24.0,358.5
2002,1,1.0,Adams,8,Central,Mostly Urban,32.6,14912,58.0,388.9
2002,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,2001,23.0,1149.4
2002,3,5.0,Bond,3,Southern,Mostly Rural,60.7,3335,20.0,599.7
2002,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,6570,14.0,213.1
2002,5,9.0,Brown,8,Central,Mostly Urban,41.1,1139,1.0,87.8
2002,6,11.0,Bureau,13,Central,Mostly Rural,57.4,7839,31.0,395.5
2002,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,1261,5.0,396.5
2002,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,4132,16.0,387.2
2002,9,17.0,Cass,8,Central,Mostly Rural,52.1,2801,16.0,571.2
2002,10,19.0,Champaign,6,Central,Mostly Urban,12.7,23434,92.0,392.6
2002,11,21.0,Christian,4,Central,Mostly Urban,43.5,7618,11.0,144.4
2002,12,23.0,Clark,5,Southern,Mostly Rural,59.5,3836,7.0,182.5
2002,13,25.0,Clay,4,Southern,Mostly Rural,64.7,3329,12.0,360.5
2002,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,6742,12.0,178.0
2002,15,29.0,Coles,5,Central,Mostly Urban,24.3,9006,43.0,477.5
2002,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,823129,2292.0,278.4
2002,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,4341,26.0,598.9
2002,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,2255,8.0,354.8
2002,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,11559,70.0,605.6
2002,20,39.0,De Witt,6,Central,Mostly Urban,48.8,3491,14.0,401.0
2002,21,41.0,Douglas,6,Central,Mostly Rural,61.6,4057,15.0,369.7
2002,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,124594,215.0,172.6
2002,23,45.0,Edgar,5,Central,Mostly Rural,51.8,4427,12.0,271.1
2002,24,47.0,Edwards,2,Southern,Completely Rural,100.0,1635,3.0,183.5
2002,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,6289,23.0,365.7
2002,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,4374,25.0,571.6
2002,27,53.0,Ford,11,Central,Mostly Urban,41.8,3262,4.0,122.6
2002,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,9187,97.0,1055.8
2002,29,57.0,Fulton,9,Central,Mostly Rural,60.0,8650,41.0,474.0
2002,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,1534,5.0,325.9
2002,31,61.0,Greene,7,Central,Mostly Rural,70.8,3273,25.0,763.8
2002,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,6286,28.0,445.4
2002,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,2059,12.0,582.8
2002,34,67.0,Hancock,9,Central,Mostly Rural,71.0,4571,8.0,175.0
2002,35,69.0,Hardin,2,Southern,Completely Rural,100.0,1135,10.0,881.1
2002,36,71.0,Henderson,9,Central,Mostly Rural,99.7,1862,15.0,805.6
2002,37,73.0,Henry,14,Central,Mostly Rural,50.3,10622,51.0,480.1
2002,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,7137,15.0,210.2
2002,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,8411,85.0,1010.6
2002,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,2071,6.0,289.7
2002,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,7952,45.0,565.9
2002,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,4200,36.0,857.1
2002,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,5502,9.0,163.6
2002,44,87.0,Johnson,1,Southern,Completely Rural,100.0,2460,12.0,487.8
2002,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,49431,164.0,331.8
2002,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,17782,105.0,590.5
2002,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,7550,17.0,225.2
2002,48,95.0,Knox,9,Central,Mostly Urban,24.3,12195,62.0,508.4
2002,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,80719,133.0,164.8
2002,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,23131,94.0,406.4
2002,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,3811,21.0,551.0
2002,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,6856,27.0,393.8
2002,53,105.0,Livingston,11,Central,Mostly Urban,40.8,7604,23.0,302.5
2002,54,107.0,Logan,11,Central,Mostly Urban,39.9,5885,5.0,85.0
2002,55,109.0,McDonough,9,Central,Mostly Urban,29.5,5717,23.0,402.3
