year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,total,total_rate
2002,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,30698,0.0,0.0
2002,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,58577,0.0,0.0
2002,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,9972,0.0,0.0
2002,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,40028,0.0,0.0
2002,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,21898,0.0,0.0
2002,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22305,0.0,0.0
2002,44,87.0,Johnson,1,Southern,Completely Rural,100.0,12715,0.0,0.0
2002,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,440157,3.0,0.7
2002,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,105416,1.0,0.9
2002,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,61755,1.0,1.6
2002,48,95.0,Knox,9,Central,Mostly Urban,24.3,54650,0.0,0.0
2002,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,671443,4.0,0.6
2002,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,111504,0.0,0.0
2002,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,16042,0.0,0.0
2002,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,35477,0.0,0.0
2002,53,105.0,Livingston,11,Central,Mostly Urban,40.8,39111,0.0,0.0
2002,54,107.0,Logan,11,Central,Mostly Urban,39.9,30713,6.0,19.5
2002,55,109.0,McDonough,9,Central,Mostly Urban,29.5,32813,2.0,6.1
2002,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,278222,0.0,0.0
2002,57,113.0,McLean,11,Central,Mostly Urban,16.5,155630,5.0,3.2
2002,58,115.0,Macon,6,Central,Mostly Urban,15.3,111980,4.0,3.6
2002,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,48769,0.0,0.0
2002,60,119.0,Madison,3,Southern,Mostly Urban,13.3,261346,2.0,0.8
2002,61,121.0,Marion,4,Southern,Mostly Urban,45.1,40893,0.0,0.0
2002,62,123.0,Marshall,10,Central,Completely Rural,100.0,12941,0.0,0.0
2002,63,125.0,Mason,8,Central,Mostly Rural,77.5,15851,0.0,0.0
2002,64,127.0,Massac,1,Southern,Mostly Rural,50.5,15103,0.0,0.0
2002,65,129.0,Menard,8,Central,Mostly Rural,75.7,12473,0.0,0.0
2002,66,131.0,Mercer,14,Central,Mostly Rural,77.8,16872,0.0,0.0
2002,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,29195,0.0,0.0
2002,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,30440,1.0,3.3
2002,69,137.0,Morgan,7,Central,Mostly Urban,36.2,36064,0.0,0.0
2002,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14267,0.0,0.0
2002,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,52138,0.0,0.0
2002,72,143.0,Peoria,10,Central,Mostly Urban,14.6,182453,18.0,9.9
2002,73,145.0,Perry,20,Southern,Mostly Urban,43.6,22719,0.0,0.0
2002,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16162,0.0,0.0
2002,75,149.0,Pike,8,Central,Mostly Rural,72.3,16986,0.0,0.0
2002,76,151.0,Pope,1,Southern,Completely Rural,100.0,4292,0.0,0.0
2002,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,7083,0.0,0.0
2002,78,155.0,Putnam,10,Central,Completely Rural,100.0,6068,0.0,0.0
2002,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,33273,0.0,0.0
2002,80,159.0,Richland,2,Southern,Mostly Urban,43.5,16155,0.0,0.0
2002,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,148140,2.0,1.4
2002,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,257123,0.0,0.0
2002,83,165.0,Saline,1,Southern,Mostly Urban,43.7,26269,0.0,0.0
2002,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,191486,14.0,7.3
2002,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,6998,0.0,0.0
2002,86,171.0,Scott,7,Central,Completely Rural,100.0,5452,0.0,0.0
2002,87,173.0,Shelby,4,Central,Mostly Rural,77.7,22490,0.0,0.0
2002,88,175.0,Stark,10,Central,Completely Rural,100.0,6255,0.0,0.0
2002,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,48034,0.0,0.0
2002,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,128107,5.0,3.9
2002,91,181.0,Union,1,Southern,Mostly Rural,65.9,18108,0.0,0.0
2002,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,82909,1.0,1.2
2002,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,12633,0.0,0.0
2002,94,187.0,Warren,9,Central,Mostly Urban,45.5,18327,0.0,0.0
2002,95,189.0,Washington,20,Southern,Mostly Rural,73.6,15084,0.0,0.0
2002,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,16914,1.0,5.9
2002,97,193.0,White,2,Southern,Mostly Rural,62.0,15100,0.0,0.0
2002,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,60092,0.0,0.0
2002,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,555566,21.0,3.8
2002,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,62089,1.0,1.6
2002,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,282572,0.0,0.0
2002,102,203.0,Woodford,11,Central,Mostly Rural,54.9,35698,0.0,0.0
2003,1,1.0,Adams,8,Central,Mostly Urban,32.6,67188,1.0,1.5
2003,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,9038,0.0,0.0
2003,3,5.0,Bond,3,Southern,Mostly Rural,60.7,18062,0.0,0.0
2003,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,46089,1.0,2.2
2003,5,9.0,Brown,8,Central,Mostly Urban,41.1,6847,0.0,0.0
2003,6,11.0,Bureau,13,Central,Mostly Rural,57.4,34958,0.0,0.0
2003,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5097,0.0,0.0
2003,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,16328,0.0,0.0
2003,9,17.0,Cass,8,Central,Mostly Rural,52.1,13642,0.0,0.0
2003,10,19.0,Champaign,6,Central,Mostly Urban,12.7,185280,9.0,4.9
2003,11,21.0,Christian,4,Central,Mostly Urban,43.5,34944,0.0,0.0
2003,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16819,0.0,0.0
2003,13,25.0,Clay,4,Southern,Mostly Rural,64.7,14065,0.0,0.0
2003,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,35839,1.0,2.8
2003,15,29.0,Coles,5,Central,Mostly Urban,24.3,52337,0.0,0.0
2003,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5330484,127.0,2.4
2003,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,19920,0.0,0.0
2003,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,10912,0.0,0.0
2003,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,94804,1.0,1.1
2003,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16494,0.0,0.0
2003,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19729,0.0,0.0
2003,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,920457,7.0,0.8
2003,23,45.0,Edgar,5,Central,Mostly Rural,51.8,19124,0.0,0.0
2003,24,47.0,Edwards,2,Southern,Completely Rural,100.0,6792,0.0,0.0
2003,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,34422,0.0,0.0
2003,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,21086,0.0,0.0
2003,27,53.0,Ford,11,Central,Mostly Urban,41.8,14034,0.0,0.0
2003,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,38958,1.0,2.6
2003,29,57.0,Fulton,9,Central,Mostly Rural,60.0,37516,0.0,0.0
2003,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,6148,0.0,0.0
2003,31,61.0,Greene,7,Central,Mostly Rural,70.8,14339,0.0,0.0
2003,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,39414,0.0,0.0
2003,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8318,0.0,0.0
2003,34,67.0,Hancock,9,Central,Mostly Rural,71.0,19386,0.0,0.0
2003,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4737,0.0,0.0
2003,36,71.0,Henderson,9,Central,Mostly Rural,99.7,7944,0.0,0.0
2003,37,73.0,Henry,14,Central,Mostly Rural,50.3,50263,4.0,8.0
2003,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,30539,1.0,3.3
2003,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,58750,3.0,5.1
2003,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,9900,0.0,0.0
2003,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,40028,0.0,0.0
2003,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,21938,1.0,4.6
2003,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22430,0.0,0.0
2003,44,87.0,Johnson,1,Southern,Completely Rural,100.0,13445,0.0,0.0
2003,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,453855,5.0,1.1
2003,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,106096,0.0,0.0
2003,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,66868,0.0,0.0
2003,48,95.0,Knox,9,Central,Mostly Urban,24.3,53939,6.0,11.1
2003,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,676086,4.0,0.6
2003,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,110468,0.0,0.0
2003,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,16407,0.0,0.0
2003,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,35096,0.0,0.0
2003,53,105.0,Livingston,11,Central,Mostly Urban,40.8,38572,0.0,0.0
2003,54,107.0,Logan,11,Central,Mostly Urban,39.9,30486,1.0,3.3
2003,55,109.0,McDonough,9,Central,Mostly Urban,29.5,33001,0.0,0.0
2003,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,286909,0.0,0.0
2003,57,113.0,McLean,11,Central,Mostly Urban,16.5,157257,8.0,5.1
2003,58,115.0,Macon,6,Central,Mostly Urban,15.3,110656,2.0,1.8
2003,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,48709,3.0,6.2
2003,60,119.0,Madison,3,Southern,Mostly Urban,13.3,263023,4.0,1.5
2003,61,121.0,Marion,4,Southern,Mostly Urban,45.1,40454,0.0,0.0
2003,62,123.0,Marshall,10,Central,Completely Rural,100.0,12905,0.0,0.0
2003,63,125.0,Mason,8,Central,Mostly Rural,77.5,15711,0.0,0.0
2003,64,127.0,Massac,1,Southern,Mostly Rural,50.5,15043,2.0,13.3
2003,65,129.0,Menard,8,Central,Mostly Rural,75.7,12473,0.0,0.0
2003,66,131.0,Mercer,14,Central,Mostly Rural,77.8,16751,0.0,0.0
2003,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,29936,2.0,6.7
2003,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,30176,1.0,3.3
2003,69,137.0,Morgan,7,Central,Mostly Urban,36.2,35958,0.0,0.0
2003,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14284,0.0,0.0
2003,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,52808,0.0,0.0
2003,72,143.0,Peoria,10,Central,Mostly Urban,14.6,181901,19.0,10.4
2003,73,145.0,Perry,20,Southern,Mostly Urban,43.6,22618,0.0,0.0
2003,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16287,1.0,6.1
2003,75,149.0,Pike,8,Central,Mostly Rural,72.3,16790,0.0,0.0
2003,76,151.0,Pope,1,Southern,Completely Rural,100.0,4612,0.0,0.0
2003,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,6946,0.0,0.0
2003,78,155.0,Putnam,10,Central,Completely Rural,100.0,6074,0.0,0.0
2003,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,33064,0.0,0.0
2003,80,159.0,Richland,2,Southern,Mostly Urban,43.5,16049,0.0,0.0
2003,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,147044,1.0,0.7
2003,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,257753,0.0,0.0
2003,83,165.0,Saline,1,Southern,Mostly Urban,43.7,26112,0.0,0.0
2003,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,191850,24.0,12.5
2003,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,6974,0.0,0.0
2003,86,171.0,Scott,7,Central,Completely Rural,100.0,5429,0.0,0.0
2003,87,173.0,Shelby,4,Central,Mostly Rural,77.7,22370,0.0,0.0
2003,88,175.0,Stark,10,Central,Completely Rural,100.0,6174,0.0,0.0
2003,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,47996,1.0,2.1
2003,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,127768,7.0,5.5
2003,91,181.0,Union,1,Southern,Mostly Rural,65.9,18137,0.0,0.0
2003,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,82364,5.0,6.1
2003,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,12541,0.0,0.0
2003,94,187.0,Warren,9,Central,Mostly Urban,45.5,18114,0.0,0.0
2003,95,189.0,Washington,20,Southern,Mostly Rural,73.6,15110,0.0,0.0
2003,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,16791,1.0,6.0
2003,97,193.0,White,2,Southern,Mostly Rural,62.0,14948,0.0,0.0
2003,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,59546,1.0,1.7
2003,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,580392,15.0,2.6
2003,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,62315,2.0,3.2
2003,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,285120,0.0,0.0
2003,102,203.0,Woodford,11,Central,Mostly Rural,54.9,36021,0.0,0.0
2004,1,1.0,Adams,8,Central,Mostly Urban,32.6,66724,0.0,0.0
2004,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,8938,0.0,0.0
2004,3,5.0,Bond,3,Southern,Mostly Rural,60.7,18243,0.0,0.0
2004,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,47693,1.0,2.1
2004,5,9.0,Brown,8,Central,Mostly Urban,41.1,6777,0.0,0.0
2004,6,11.0,Bureau,13,Central,Mostly Rural,57.4,34786,0.0,0.0
2004,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5104,0.0,0.0
2004,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,16179,0.0,0.0
2004,9,17.0,Cass,8,Central,Mostly Rural,52.1,13593,0.0,0.0
2004,10,19.0,Champaign,6,Central,Mostly Urban,12.7,186361,10.0,5.4
2004,11,21.0,Christian,4,Central,Mostly Urban,43.5,35010,0.0,0.0
2004,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16803,0.0,0.0
2004,13,25.0,Clay,4,Southern,Mostly Rural,64.7,13974,0.0,0.0
2004,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,35955,0.0,0.0
2004,15,29.0,Coles,5,Central,Mostly Urban,24.3,52381,0.0,0.0
2004,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5302421,102.0,1.9
2004,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,19820,0.0,0.0
2004,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,10895,0.0,0.0
2004,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,97079,0.0,0.0
2004,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16421,0.0,0.0
2004,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19738,0.0,0.0
2004,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,922962,18.0,2.0
2004,23,45.0,Edgar,5,Central,Mostly Rural,51.8,19046,0.0,0.0
2004,24,47.0,Edwards,2,Southern,Completely Rural,100.0,6706,0.0,0.0
2004,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,34520,0.0,0.0
2004,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,20597,1.0,4.9
2004,27,53.0,Ford,11,Central,Mostly Urban,41.8,14049,0.0,0.0
2004,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,39149,0.0,0.0
2004,29,57.0,Fulton,9,Central,Mostly Rural,60.0,37372,0.0,0.0
2004,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,6108,0.0,0.0
2004,31,61.0,Greene,7,Central,Mostly Rural,70.8,14163,1.0,7.1
2004,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,40862,0.0,0.0
2004,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8372,0.0,0.0
2004,34,67.0,Hancock,9,Central,Mostly Rural,71.0,19215,0.0,0.0
2004,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4673,0.0,0.0
2004,36,71.0,Henderson,9,Central,Mostly Rural,99.7,7915,0.0,0.0
2004,37,73.0,Henry,14,Central,Mostly Rural,50.3,49925,0.0,0.0
2004,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,30318,0.0,0.0
2004,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,58711,0.0,0.0
2004,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,9916,0.0,0.0
2004,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,40034,0.0,0.0
2004,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,22127,0.0,0.0
2004,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22298,0.0,0.0
2004,44,87.0,Johnson,1,Southern,Completely Rural,100.0,13506,0.0,0.0
2004,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,466937,13.0,2.8
2004,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,107424,0.0,0.0
2004,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,72336,0.0,0.0
2004,48,95.0,Knox,9,Central,Mostly Urban,24.3,53290,9.0,16.9
2004,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,684394,3.0,0.4
2004,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,111407,0.0,0.0
2004,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,16460,0.0,0.0
2004,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,35072,0.0,0.0
2004,53,105.0,Livingston,11,Central,Mostly Urban,40.8,38462,0.0,0.0
2004,54,107.0,Logan,11,Central,Mostly Urban,39.9,30452,0.0,0.0
2004,55,109.0,McDonough,9,Central,Mostly Urban,29.5,32838,2.0,6.1
2004,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,294351,0.0,0.0
2004,57,113.0,McLean,11,Central,Mostly Urban,16.5,158395,8.0,5.1
2004,58,115.0,Macon,6,Central,Mostly Urban,15.3,109987,7.0,6.4
2004,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,48633,0.0,0.0
2004,60,119.0,Madison,3,Southern,Mostly Urban,13.3,264032,5.0,1.9
2004,61,121.0,Marion,4,Southern,Mostly Urban,45.1,40035,0.0,0.0
2004,62,123.0,Marshall,10,Central,Completely Rural,100.0,12997,0.0,0.0
2004,63,125.0,Mason,8,Central,Mostly Rural,77.5,15660,0.0,0.0
2004,64,127.0,Massac,1,Southern,Mostly Rural,50.5,15232,0.0,0.0
2004,65,129.0,Menard,8,Central,Mostly Rural,75.7,12516,0.0,0.0
2004,66,131.0,Mercer,14,Central,Mostly Rural,77.8,16689,0.0,0.0
2004,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,30659,1.0,3.3
2004,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,30144,1.0,3.3
2004,69,137.0,Morgan,7,Central,Mostly Urban,36.2,35978,2.0,5.6
2004,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14324,0.0,0.0
2004,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,53358,0.0,0.0
2004,72,143.0,Peoria,10,Central,Mostly Urban,14.6,182034,12.0,6.6
2004,73,145.0,Perry,20,Southern,Mostly Urban,43.6,22606,0.0,0.0
2004,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16347,0.0,0.0
2004,75,149.0,Pike,8,Central,Mostly Rural,72.3,16796,0.0,0.0
2004,76,151.0,Pope,1,Southern,Completely Rural,100.0,4229,0.0,0.0
2004,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,6825,0.0,0.0
2004,78,155.0,Putnam,10,Central,Completely Rural,100.0,6014,0.0,0.0
2004,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,33241,0.0,0.0
2004,80,159.0,Richland,2,Southern,Mostly Urban,43.5,15934,0.0,0.0
2004,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,146817,2.0,1.4
2004,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,258406,1.0,0.4
2004,83,165.0,Saline,1,Southern,Mostly Urban,43.7,26128,0.0,0.0
2004,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,192270,27.0,14.0
2004,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,7024,0.0,0.0
2004,86,171.0,Scott,7,Central,Completely Rural,100.0,5368,0.0,0.0
2004,87,173.0,Shelby,4,Central,Mostly Rural,77.7,22156,0.0,0.0
2004,88,175.0,Stark,10,Central,Completely Rural,100.0,6141,0.0,0.0
2004,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,47822,0.0,0.0
2004,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,128349,0.0,0.0
2004,91,181.0,Union,1,Southern,Mostly Rural,65.9,18076,0.0,0.0
2004,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,82136,2.0,2.4
2004,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,12458,0.0,0.0
2004,94,187.0,Warren,9,Central,Mostly Urban,45.5,17758,0.0,0.0
2004,95,189.0,Washington,20,Southern,Mostly Rural,73.6,15002,0.0,0.0
2004,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,16673,1.0,6.0
2004,97,193.0,White,2,Southern,Mostly Rural,62.0,15010,0.0,0.0
2004,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,59433,0.0,0.0
2004,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,608245,7.0,1.2
2004,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,63064,0.0,0.0
2004,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,286929,0.0,0.0
2004,102,203.0,Woodford,11,Central,Mostly Rural,54.9,36503,0.0,0.0
2005,1,1.0,Adams,8,Central,Mostly Urban,32.6,66750,0.0,0.0
2005,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,8629,0.0,0.0
2005,3,5.0,Bond,3,Southern,Mostly Rural,60.7,18120,0.0,0.0
2005,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,49455,0.0,0.0
2005,5,9.0,Brown,8,Central,Mostly Urban,41.1,6681,0.0,0.0
2005,6,11.0,Bureau,13,Central,Mostly Rural,57.4,34756,0.0,0.0
2005,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5117,0.0,0.0
2005,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,16001,0.0,0.0
2005,9,17.0,Cass,8,Central,Mostly Rural,52.1,13602,0.0,0.0
2005,10,19.0,Champaign,6,Central,Mostly Urban,12.7,187870,12.0,6.4
2005,11,21.0,Christian,4,Central,Mostly Urban,43.5,34786,0.0,0.0
2005,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16827,0.0,0.0
2005,13,25.0,Clay,4,Southern,Mostly Rural,64.7,13924,0.0,0.0
2005,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,35987,0.0,0.0
2005,15,29.0,Coles,5,Central,Mostly Urban,24.3,52038,0.0,0.0
2005,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5268513,94.0,1.8
2005,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,19754,1.0,5.1
2005,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,10841,0.0,0.0
2005,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,99485,0.0,0.0
2005,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16400,0.0,0.0
2005,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19652,0.0,0.0
2005,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,922589,14.0,1.5
2005,23,45.0,Edgar,5,Central,Mostly Rural,51.8,18946,0.0,0.0
2005,24,47.0,Edwards,2,Southern,Completely Rural,100.0,6647,0.0,0.0
2005,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,34384,0.0,0.0
2005,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,21139,0.0,0.0
2005,27,53.0,Ford,11,Central,Mostly Urban,41.8,13975,0.0,0.0
2005,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,39381,0.0,0.0
2005,29,57.0,Fulton,9,Central,Mostly Rural,60.0,37121,0.0,0.0
2005,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,6069,0.0,0.0
2005,31,61.0,Greene,7,Central,Mostly Rural,70.8,14102,0.0,0.0
2005,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,43443,0.0,0.0
2005,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8277,0.0,0.0
2005,34,67.0,Hancock,9,Central,Mostly Rural,71.0,19036,0.0,0.0
2005,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4617,0.0,0.0
2005,36,71.0,Henderson,9,Central,Mostly Rural,99.7,7780,0.0,0.0
2005,37,73.0,Henry,14,Central,Mostly Rural,50.3,49838,1.0,2.0
2005,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,30331,1.0,3.3
2005,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,59095,4.0,6.8
2005,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,9787,0.0,0.0
2005,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,40097,0.0,0.0
2005,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,22181,0.0,0.0
2005,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22244,0.0,0.0
2005,44,87.0,Johnson,1,Southern,Completely Rural,100.0,13486,0.0,0.0
2005,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,475350,18.0,3.8
2005,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,108453,1.0,0.9
2005,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,79054,0.0,0.0
2005,48,95.0,Knox,9,Central,Mostly Urban,24.3,52729,1.0,1.9
2005,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,691815,1.0,0.1
2005,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,111660,0.0,0.0
2005,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,16730,0.0,0.0
2005,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,34863,0.0,0.0
2005,53,105.0,Livingston,11,Central,Mostly Urban,40.8,38236,0.0,0.0
2005,54,107.0,Logan,11,Central,Mostly Urban,39.9,30211,0.0,0.0
2005,55,109.0,McDonough,9,Central,Mostly Urban,29.5,32930,5.0,15.2
2005,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,301741,2.0,0.7
